3
D4 E-4 F4 BAR ||| E-4 ||| 0.249999999875
A4 B4 BAR R ||| <UNK> ||| 2.4999999985e-11
BAR G4 R G4 BAR ||| G4 ||| 0.3333333331
BAR G4 R G4 BAR ||| F4 ||| 0.666666666167
BAR G4 R G4 BAR ||| <UNK> ||| 3.33333333067e-11
B3 A3 B3 BAR ||| <UNK> ||| 7.14285714163e-12
B3 A3 B3 BAR ||| G3 ||| 0.642857142754
B3 A3 B3 BAR ||| C4 ||| 0.357142857089
G4 G4 BAR G4 ||| G4 ||| 0.404761904752
G4 G4 BAR G4 ||| F4 ||| 0.107142857141
G4 G4 BAR G4 ||| F#4 ||| 0.154761904759
G4 G4 BAR G4 ||| END ||| 0.02380952381
G4 G4 BAR G4 ||| A4 ||| 0.178571428568
G4 G4 BAR G4 ||| E4 ||| 0.0476190476189
G4 G4 BAR G4 ||| <UNK> ||| 1.19047619044e-12
G4 G4 BAR G4 ||| C5 ||| 0.0476190476189
G4 G4 BAR G4 ||| C4 ||| 0.0357142857145
BAR E4 D4 E4 ||| F#4 ||| 0.222222222174
BAR E4 D4 E4 ||| E4 ||| 0.111111111093
BAR E4 D4 E4 ||| <UNK> ||| 1.11111111081e-11
BAR E4 D4 E4 ||| F4 ||| 0.444444444337
BAR E4 D4 E4 ||| C4 ||| 0.222222222174
A4 BAR B4 C5 ||| B4 ||| 0.714285714055
A4 BAR B4 C5 ||| C5 ||| 0.285714285631
A4 BAR B4 C5 ||| <UNK> ||| 1.42857142808e-11
B4 BAR G4 G4 BAR ||| G4 ||| 0.249999999875
B4 BAR G4 G4 BAR ||| A4 ||| 0.499999999725
B4 BAR G4 G4 BAR ||| C5 ||| 0.249999999875
B4 BAR G4 G4 BAR ||| <UNK> ||| 2.4999999985e-11
BAR E4 G4 G4 ||| G4 ||| 0.666666666417
BAR E4 G4 G4 ||| A4 ||| 0.333333333217
BAR E4 G4 G4 ||| <UNK> ||| 1.666666666e-11
B4 BAR C5 B4 BAR ||| B4 ||| 0.142857142822
B4 BAR C5 B4 BAR ||| G4 ||| 0.857142856863
B4 BAR C5 B4 BAR ||| <UNK> ||| 1.42857142808e-11
D5 D5 C5 ||| B4 ||| 0.499999999817
D5 D5 C5 ||| D5 ||| 0.166666666617
D5 D5 C5 ||| C5 ||| 0.333333333217
D5 D5 C5 ||| <UNK> ||| 1.666666666e-11
D4 E-4 D4 ||| <UNK> ||| 1.666666666e-11
D4 E-4 D4 ||| B-3 ||| 0.166666666617
D4 E-4 D4 ||| C4 ||| 0.499999999817
D4 E-4 D4 ||| E-4 ||| 0.333333333217
B4 A4 BAR G4 ||| G4 ||| 0.187499999978
B4 A4 BAR G4 ||| F4 ||| 0.124999999987
B4 A4 BAR G4 ||| B4 ||| 0.0624999999969
B4 A4 BAR G4 ||| A4 ||| 0.437499999941
B4 A4 BAR G4 ||| E4 ||| 0.0624999999969
B4 A4 BAR G4 ||| C5 ||| 0.124999999987
B4 A4 BAR G4 ||| <UNK> ||| 6.24999999906e-12
A4 G#4 G4 BAR ||| G4 ||| 0.49999999945
A4 G#4 G4 BAR ||| F4 ||| 0.49999999945
A4 G#4 G4 BAR ||| <UNK> ||| 4.999999994e-11
F4 E-4 F4 ||| G4 ||| 0.833333333017
F4 E-4 F4 ||| END ||| 0.166666666617
F4 E-4 F4 ||| <UNK> ||| 1.666666666e-11
BAR G4 F4 G4 BAR ||| G4 ||| 0.49999999945
BAR G4 F4 G4 BAR ||| A4 ||| 0.49999999945
BAR G4 F4 G4 BAR ||| <UNK> ||| 4.999999994e-11
D4 BAR C4 C4 BAR ||| D4 ||| 0.49999999945
D4 BAR C4 C4 BAR ||| <UNK> ||| 4.999999994e-11
D4 BAR C4 C4 BAR ||| C4 ||| 0.49999999945
C4 B3 B3 BAR ||| <UNK> ||| 1.11111111081e-11
C4 B3 B3 BAR ||| D4 ||| 0.111111111093
C4 B3 B3 BAR ||| B3 ||| 0.333333333256
C4 B3 B3 BAR ||| G3 ||| 0.222222222174
C4 B3 B3 BAR ||| C4 ||| 0.333333333256
E4 E4 D4 ||| F4 ||| 0.0909090909037
E4 E4 D4 ||| C#4 ||| 0.0454545454541
E4 E4 D4 ||| B3 ||| 0.0454545454541
E4 E4 D4 ||| E4 ||| 0.0909090909037
E4 E4 D4 ||| D4 ||| 0.409090909051
E4 E4 D4 ||| <UNK> ||| 4.54545454496e-12
E4 E4 D4 ||| C4 ||| 0.318181818152
E4 BAR D4 C#4 ||| A3 ||| 0.49999999945
E4 BAR D4 C#4 ||| D4 ||| 0.49999999945
E4 BAR D4 C#4 ||| <UNK> ||| 4.999999994e-11
F4 F4 E4 ||| G4 ||| 0.0909090909037
F4 F4 E4 ||| END ||| 0.0454545454541
F4 F4 E4 ||| E4 ||| 0.227272727252
F4 F4 E4 ||| F4 ||| 0.0909090909037
F4 F4 E4 ||| D4 ||| 0.363636363601
F4 F4 E4 ||| <UNK> ||| 4.54545454496e-12
F4 F4 E4 ||| C4 ||| 0.181818181803
G4 G4 A4 ||| B4 ||| 0.699999999842
G4 G4 A4 ||| A4 ||| 0.099999999986
G4 G4 A4 ||| B-4 ||| 0.199999999962
G4 G4 A4 ||| <UNK> ||| 9.9999999976e-12
C5 B4 D5 BAR ||| E5 ||| 0.666666666167
C5 B4 D5 BAR ||| C5 ||| 0.3333333331
C5 B4 D5 BAR ||| <UNK> ||| 3.33333333067e-11
BAR B-4 BAR ||| G4 ||| 0.3333333331
BAR B-4 BAR ||| A4 ||| 0.3333333331
BAR B-4 BAR ||| C5 ||| 0.3333333331
BAR B-4 BAR ||| <UNK> ||| 3.33333333067e-11
C5 BAR A4 G4 ||| D4 ||| 0.49999999945
C5 BAR A4 G4 ||| C5 ||| 0.49999999945
C5 BAR A4 G4 ||| <UNK> ||| 4.999999994e-11
C4 C4 D4 BAR ||| <UNK> ||| 1.24999999962e-11
C4 C4 D4 BAR ||| E4 ||| 0.3749999999
C4 C4 D4 BAR ||| D4 ||| 0.3749999999
C4 C4 D4 BAR ||| C4 ||| 0.124999999975
C4 C4 D4 BAR ||| B3 ||| 0.124999999975
C5 D5 G4 ||| A4 ||| 0.3333333331
C5 D5 G4 ||| C5 ||| 0.666666666167
C5 D5 G4 ||| <UNK> ||| 3.33333333067e-11
G3 BAR G3 A3 ||| B-3 ||| 0.49999999945
G3 BAR G3 A3 ||| G3 ||| 0.49999999945
G3 BAR G3 A3 ||| <UNK> ||| 4.999999994e-11
A3 B3 G3 ||| END ||| 0.199999999924
A3 B3 G3 ||| <UNK> ||| 1.99999999904e-11
A3 B3 G3 ||| G3 ||| 0.199999999924
A3 B3 G3 ||| C4 ||| 0.599999999732
G4 A4 B4 BAR ||| B4 ||| 0.153846153836
G4 A4 B4 BAR ||| G4 ||| 0.0384615384618
G4 A4 B4 BAR ||| A4 ||| 0.307692307668
G4 A4 B4 BAR ||| C5 ||| 0.499999999958
G4 A4 B4 BAR ||| <UNK> ||| 3.8461538458e-12
D5 BAR G4 A4 ||| B4 ||| 0.666666666167
D5 BAR G4 A4 ||| B-4 ||| 0.3333333331
D5 BAR G4 A4 ||| <UNK> ||| 3.33333333067e-11
F#4 E4 BAR D4 ||| C#4 ||| 0.49999999945
F#4 E4 BAR D4 ||| D4 ||| 0.49999999945
F#4 E4 BAR D4 ||| <UNK> ||| 4.999999994e-11
BAR E4 F4 G4 ||| G4 ||| 0.41176470583
BAR E4 F4 G4 ||| F4 ||| 0.176470588216
BAR E4 F4 G4 ||| A4 ||| 0.176470588216
BAR E4 F4 G4 ||| E4 ||| 0.117647058813
BAR E4 F4 G4 ||| F#4 ||| 0.0588235294093
BAR E4 F4 G4 ||| <UNK> ||| 5.88235294035e-12
BAR E4 F4 G4 ||| C4 ||| 0.0588235294093
D4 BAR D#4 D4 ||| D#4 ||| 0.666666666167
D4 BAR D#4 D4 ||| <UNK> ||| 3.33333333067e-11
D4 BAR D#4 D4 ||| B#3 ||| 0.3333333331
G4 G4 BAR D4 ||| E4 ||| 0.3333333331
G4 G4 BAR D4 ||| D4 ||| 0.3333333331
G4 G4 BAR D4 ||| <UNK> ||| 3.33333333067e-11
G4 G4 BAR D4 ||| C4 ||| 0.3333333331
B3 C4 B3 ||| E4 ||| 0.142857142822
B3 C4 B3 ||| D4 ||| 0.571428571247
B3 C4 B3 ||| <UNK> ||| 1.42857142808e-11
B3 C4 B3 ||| A3 ||| 0.142857142822
B3 C4 B3 ||| C4 ||| 0.142857142822
F#4 G4 BAR E4 ||| G4 ||| 0.666666666167
F#4 G4 BAR E4 ||| F4 ||| 0.3333333331
F#4 G4 BAR E4 ||| <UNK> ||| 3.33333333067e-11
C4 D4 B3 ||| E4 ||| 0.249999999937
C4 D4 B3 ||| A3 ||| 0.124999999975
C4 D4 B3 ||| <UNK> ||| 1.24999999962e-11
C4 D4 B3 ||| G3 ||| 0.124999999975
C4 D4 B3 ||| C4 ||| 0.499999999862
A4 B4 G4 ||| END ||| 0.599999999866
A4 B4 G4 ||| F4 ||| 0.199999999962
A4 B4 G4 ||| A4 ||| 0.099999999986
A4 B4 G4 ||| C5 ||| 0.099999999986
A4 B4 G4 ||| <UNK> ||| 9.9999999976e-12
BAR G4 A4 ||| B4 ||| 0.599999999732
BAR G4 A4 ||| G4 ||| 0.399999999828
BAR G4 A4 ||| <UNK> ||| 1.99999999904e-11
C5 B-4 A4 ||| G4 ||| 0.285714285631
C5 B-4 A4 ||| B4 ||| 0.285714285631
C5 B-4 A4 ||| B-4 ||| 0.142857142822
C5 B-4 A4 ||| D5 ||| 0.142857142822
C5 B-4 A4 ||| C5 ||| 0.142857142822
C5 B-4 A4 ||| <UNK> ||| 1.42857142808e-11
R B4 BAR B4 ||| A4 ||| 0.799999999636
R B4 BAR B4 ||| C5 ||| 0.199999999924
R B4 BAR B4 ||| <UNK> ||| 1.99999999904e-11
E4 D4 BAR D4 ||| G4 ||| 0.0624999999969
E4 D4 BAR D4 ||| END ||| 0.0624999999969
E4 D4 BAR D4 ||| F4 ||| 0.0624999999969
E4 D4 BAR D4 ||| B3 ||| 0.0624999999969
E4 D4 BAR D4 ||| E4 ||| 0.499999999931
E4 D4 BAR D4 ||| D4 ||| 0.0624999999969
E4 D4 BAR D4 ||| <UNK> ||| 6.24999999906e-12
E4 D4 BAR D4 ||| C4 ||| 0.187499999978
G4 F4 E-4 ||| E-4 ||| 0.0588235294093
G4 F4 E-4 ||| D4 ||| 0.23529411762
G4 F4 E-4 ||| F4 ||| 0.294117647023
G4 F4 E-4 ||| A-4 ||| 0.41176470583
G4 F4 E-4 ||| <UNK> ||| 5.88235294035e-12
G4 BAR G4 F#4 ||| E4 ||| 0.105263157891
G4 BAR G4 F#4 ||| D4 ||| 0.421052631555
G4 BAR G4 F#4 ||| G4 ||| 0.473684210499
G4 BAR G4 F#4 ||| <UNK> ||| 2.6315789472e-12
A4 BAR D4 E4 ||| F4 ||| 0.666666666167
A4 BAR D4 E4 ||| F#4 ||| 0.3333333331
A4 BAR D4 E4 ||| <UNK> ||| 3.33333333067e-11
B-4 A4 BAR A4 ||| B4 ||| 0.199999999962
B-4 A4 BAR A4 ||| <UNK> ||| 9.9999999976e-12
B-4 A4 BAR A4 ||| G4 ||| 0.099999999986
B-4 A4 BAR A4 ||| A4 ||| 0.599999999866
B-4 A4 BAR A4 ||| G#4 ||| 0.099999999986
D4 BAR D4 E4 ||| F4 ||| 0.111111111093
D4 BAR D4 E4 ||| E4 ||| 0.222222222174
D4 BAR D4 E4 ||| D4 ||| 0.555555555419
D4 BAR D4 E4 ||| F#4 ||| 0.111111111093
D4 BAR D4 E4 ||| <UNK> ||| 1.11111111081e-11
A4 B4 B4 BAR ||| A4 ||| 0.333333333217
A4 B4 B4 BAR ||| C5 ||| 0.666666666417
A4 B4 B4 BAR ||| <UNK> ||| 1.666666666e-11
F4 D4 BAR C4 ||| <UNK> ||| 3.33333333067e-11
F4 D4 BAR C4 ||| A4 ||| 0.666666666167
F4 D4 BAR C4 ||| B3 ||| 0.3333333331
A4 G4 BAR F4 ||| <UNK> ||| 1.99999999904e-11
A4 G4 BAR F4 ||| E4 ||| 0.199999999924
A4 G4 BAR F4 ||| G4 ||| 0.599999999732
A4 G4 BAR F4 ||| D5 ||| 0.199999999924
D5 C5 B4 BAR ||| B4 ||| 0.3333333331
D5 C5 B4 BAR ||| G4 ||| 0.3333333331
D5 C5 B4 BAR ||| C5 ||| 0.3333333331
D5 C5 B4 BAR ||| <UNK> ||| 3.33333333067e-11
C5 D5 C5 ||| B4 ||| 0.199999999924
C5 D5 C5 ||| <UNK> ||| 1.99999999904e-11
C5 D5 C5 ||| G4 ||| 0.199999999924
C5 D5 C5 ||| D5 ||| 0.599999999732
B4 BAR G4 A4 ||| E4 ||| 0.49999999945
B4 BAR G4 A4 ||| G#4 ||| 0.49999999945
B4 BAR G4 A4 ||| <UNK> ||| 4.999999994e-11
B4 BAR C5 B4 ||| G4 ||| 0.136363636353
B4 BAR C5 B4 ||| A4 ||| 0.636363636299
B4 BAR C5 B4 ||| B-4 ||| 0.0454545454541
B4 BAR C5 B4 ||| E4 ||| 0.0454545454541
B4 BAR C5 B4 ||| C5 ||| 0.136363636353
B4 BAR C5 B4 ||| <UNK> ||| 4.54545454496e-12
C5 D5 C5 BAR ||| B4 ||| 0.3333333331
C5 D5 C5 BAR ||| C5 ||| 0.666666666167
C5 D5 C5 BAR ||| <UNK> ||| 3.33333333067e-11
A4 BAR G#4 R ||| A4 ||| 0.666666666167
A4 BAR G#4 R ||| C5 ||| 0.3333333331
A4 BAR G#4 R ||| <UNK> ||| 3.33333333067e-11
E4 A4 BAR G4 ||| G4 ||| 0.499999999725
E4 A4 BAR G4 ||| A4 ||| 0.499999999725
E4 A4 BAR G4 ||| <UNK> ||| 2.4999999985e-11
D5 C5 BAR D5 ||| D5 ||| 0.49999999945
D5 C5 BAR D5 ||| A4 ||| 0.49999999945
D5 C5 BAR D5 ||| <UNK> ||| 4.999999994e-11
D4 BAR D4 C#4 ||| A3 ||| 0.666666666167
D4 BAR D4 C#4 ||| R ||| 0.3333333331
D4 BAR D4 C#4 ||| <UNK> ||| 3.33333333067e-11
BAR G4 BAR A4 G4 BAR ||| <UNK> ||| 4.999999994e-11
BAR G4 BAR A4 G4 BAR ||| A4 ||| 0.49999999945
BAR G4 BAR A4 G4 BAR ||| C4 ||| 0.49999999945
BAR F#4 BAR ||| E4 ||| 0.3333333331
BAR F#4 BAR ||| D4 ||| 0.3333333331
BAR F#4 BAR ||| G4 ||| 0.3333333331
BAR F#4 BAR ||| <UNK> ||| 3.33333333067e-11
BAR D4 C4 B3 ||| G3 ||| 0.199999999985
BAR D4 C4 B3 ||| A3 ||| 0.0799999999963
BAR D4 C4 B3 ||| B3 ||| 0.0799999999963
BAR D4 C4 B3 ||| E4 ||| 0.0400000000002
BAR D4 C4 B3 ||| C4 ||| 0.599999999946
BAR D4 C4 B3 ||| <UNK> ||| 3.99999999962e-12
F#4 E4 F#4 BAR ||| E4 ||| 0.0909090908983
F#4 E4 F#4 BAR ||| D4 ||| 0.636363636234
F#4 E4 F#4 BAR ||| G4 ||| 0.272727272677
F#4 E4 F#4 BAR ||| <UNK> ||| 9.09090908893e-12
B4 BAR R B4 ||| B4 ||| 0.666666666167
B4 BAR R B4 ||| C5 ||| 0.3333333331
B4 BAR R B4 ||| <UNK> ||| 3.33333333067e-11
D4 BAR D4 C4 BAR ||| D4 ||| 0.3333333331
D4 BAR D4 C4 BAR ||| <UNK> ||| 3.33333333067e-11
D4 BAR D4 C4 BAR ||| F4 ||| 0.3333333331
D4 BAR D4 C4 BAR ||| C4 ||| 0.3333333331
A4 B4 BAR G4 ||| R ||| 0.285714285631
A4 B4 BAR G4 ||| G4 ||| 0.142857142822
A4 B4 BAR G4 ||| END ||| 0.571428571247
A4 B4 BAR G4 ||| <UNK> ||| 1.42857142808e-11
BAR E4 F#4 D4 ||| E4 ||| 0.49999999945
BAR E4 F#4 D4 ||| G3 ||| 0.49999999945
BAR E4 F#4 D4 ||| <UNK> ||| 4.999999994e-11
F4 E4 F4 ||| E4 ||| 0.26923076921
F4 E4 F4 ||| D4 ||| 0.0384615384618
F4 E4 F4 ||| G4 ||| 0.576923076874
F4 E4 F4 ||| F4 ||| 0.115384615378
F4 E4 F4 ||| <UNK> ||| 3.8461538458e-12
BAR G4 G4 F#4 ||| E4 ||| 0.0909090908983
BAR G4 G4 F#4 ||| D4 ||| 0.272727272677
BAR G4 G4 F#4 ||| G4 ||| 0.545454545345
BAR G4 G4 F#4 ||| F#4 ||| 0.0909090908983
BAR G4 G4 F#4 ||| <UNK> ||| 9.09090908893e-12
E5 D5 C5 BAR ||| D5 ||| 0.49999999945
E5 D5 C5 BAR ||| C5 ||| 0.49999999945
E5 D5 C5 BAR ||| <UNK> ||| 4.999999994e-11
BAR E4 BAR E4 ||| E4 ||| 0.3333333331
BAR E4 BAR E4 ||| F#4 ||| 0.3333333331
BAR E4 BAR E4 ||| F4 ||| 0.3333333331
BAR E4 BAR E4 ||| <UNK> ||| 3.33333333067e-11
C#4 D4 BAR D4 ||| C#4 ||| 0.499999999817
C#4 D4 BAR D4 ||| <UNK> ||| 1.666666666e-11
C#4 D4 BAR D4 ||| C4 ||| 0.499999999817
D4 C4 C4 BAR ||| <UNK> ||| 9.09090908893e-12
D4 C4 C4 BAR ||| C4 ||| 0.727272727123
D4 C4 C4 BAR ||| B3 ||| 0.272727272677
BAR G4 B4 BAR A4 ||| G4 ||| 0.499999999725
BAR G4 B4 BAR A4 ||| A4 ||| 0.499999999725
BAR G4 B4 BAR A4 ||| <UNK> ||| 2.4999999985e-11
B3 BAR B3 A3 ||| A3 ||| 0.399999999828
B3 BAR B3 A3 ||| G3 ||| 0.599999999732
B3 BAR B3 A3 ||| <UNK> ||| 1.99999999904e-11
D4 BAR D4 B3 BAR ||| <UNK> ||| 4.999999994e-11
D4 BAR D4 B3 BAR ||| G3 ||| 0.49999999945
D4 BAR D4 B3 BAR ||| C4 ||| 0.49999999945
A4 BAR G4 C5 ||| B4 ||| 0.599999999732
A4 BAR G4 C5 ||| A4 ||| 0.199999999924
A4 BAR G4 C5 ||| B-4 ||| 0.199999999924
A4 BAR G4 C5 ||| <UNK> ||| 1.99999999904e-11
D4 C#4 D4 BAR ||| E4 ||| 0.142857142822
D4 C#4 D4 BAR ||| D4 ||| 0.857142856863
D4 C#4 D4 BAR ||| <UNK> ||| 1.42857142808e-11
E-4 BAR E-4 D4 ||| <UNK> ||| 1.24999999962e-11
E-4 BAR E-4 D4 ||| E-4 ||| 0.124999999975
E-4 BAR E-4 D4 ||| C4 ||| 0.499999999862
E-4 BAR E-4 D4 ||| F4 ||| 0.124999999975
E-4 BAR E-4 D4 ||| B-3 ||| 0.249999999937
BAR B3 C4 C4 ||| D4 ||| 0.166666666617
BAR B3 C4 C4 ||| <UNK> ||| 1.666666666e-11
BAR B3 C4 C4 ||| B3 ||| 0.833333333017
F#4 BAR D4 E4 ||| E4 ||| 0.3333333331
F#4 BAR D4 E4 ||| D4 ||| 0.3333333331
F#4 BAR D4 E4 ||| F4 ||| 0.3333333331
F#4 BAR D4 E4 ||| <UNK> ||| 3.33333333067e-11
B4 C5 A4 ||| B4 ||| 0.777777777581
B4 C5 A4 ||| G4 ||| 0.111111111093
B4 C5 A4 ||| B-4 ||| 0.111111111093
B4 C5 A4 ||| <UNK> ||| 1.11111111081e-11
BAR G4 A4 B4 BAR ||| B4 ||| 0.111111111093
BAR G4 A4 B4 BAR ||| R ||| 0.222222222174
BAR G4 A4 B4 BAR ||| C5 ||| 0.6666666665
BAR G4 A4 B4 BAR ||| <UNK> ||| 1.11111111081e-11
E-4 F4 F4 ||| E-4 ||| 0.666666666167
E-4 F4 F4 ||| G4 ||| 0.3333333331
E-4 F4 F4 ||| <UNK> ||| 3.33333333067e-11
R F4 BAR F4 ||| E4 ||| 0.666666666167
R F4 BAR F4 ||| F#4 ||| 0.3333333331
R F4 BAR F4 ||| <UNK> ||| 3.33333333067e-11
A4 B4 G4 BAR ||| G4 ||| 0.3333333331
A4 B4 G4 BAR ||| A4 ||| 0.3333333331
A4 B4 G4 BAR ||| C5 ||| 0.3333333331
A4 B4 G4 BAR ||| <UNK> ||| 3.33333333067e-11
G4 A4 B-4 BAR ||| A4 ||| 0.363636363566
G4 A4 B-4 BAR ||| B-4 ||| 0.636363636234
G4 A4 B-4 BAR ||| <UNK> ||| 9.09090908893e-12
D4 C4 BAR B3 BAR ||| E4 ||| 0.199999999924
D4 C4 BAR B3 BAR ||| D4 ||| 0.399999999828
D4 C4 BAR B3 BAR ||| R ||| 0.399999999828
D4 C4 BAR B3 BAR ||| <UNK> ||| 1.99999999904e-11
BAR B-3 C4 B-3 ||| A3 ||| 0.49999999945
BAR B-3 C4 B-3 ||| <UNK> ||| 4.999999994e-11
BAR B-3 C4 B-3 ||| C4 ||| 0.49999999945
BAR G4 D4 D4 ||| <UNK> ||| 4.999999994e-11
BAR G4 D4 D4 ||| G4 ||| 0.49999999945
BAR G4 D4 D4 ||| C4 ||| 0.49999999945
E4 BAR E4 E4 ||| E4 ||| 0.181818181788
E4 BAR E4 E4 ||| D4 ||| 0.545454545345
E4 BAR E4 E4 ||| <UNK> ||| 9.09090908893e-12
E4 BAR E4 E4 ||| A4 ||| 0.181818181788
E4 BAR E4 E4 ||| B3 ||| 0.0909090908983
BAR D4 D4 D4 BAR ||| G4 ||| 0.249999999937
BAR D4 D4 D4 BAR ||| R ||| 0.249999999937
BAR D4 D4 D4 BAR ||| E4 ||| 0.249999999937
BAR D4 D4 D4 BAR ||| D4 ||| 0.124999999975
BAR D4 D4 D4 BAR ||| C4 ||| 0.124999999975
BAR D4 D4 D4 BAR ||| <UNK> ||| 1.24999999962e-11
A4 G4 BAR G4 BAR ||| G4 ||| 0.399999999828
A4 G4 BAR G4 BAR ||| R ||| 0.399999999828
A4 G4 BAR G4 BAR ||| C5 ||| 0.199999999924
A4 G4 BAR G4 BAR ||| <UNK> ||| 1.99999999904e-11
B3 C4 BAR B3 ||| C#4 ||| 0.49999999945
B3 C4 BAR B3 ||| <UNK> ||| 4.999999994e-11
B3 C4 BAR B3 ||| B3 ||| 0.49999999945
E4 BAR G4 G4 ||| G4 ||| 0.499999999817
E4 BAR G4 G4 ||| F#4 ||| 0.166666666617
E4 BAR G4 G4 ||| A4 ||| 0.166666666617
E4 BAR G4 G4 ||| C5 ||| 0.166666666617
E4 BAR G4 G4 ||| <UNK> ||| 1.666666666e-11
F#4 G4 G#4 BAR ||| E4 ||| 0.3749999999
F#4 G4 G#4 BAR ||| A4 ||| 0.624999999825
F#4 G4 G#4 BAR ||| <UNK> ||| 1.24999999962e-11
G3 G3 A3 BAR ||| A3 ||| 0.49999999945
G3 G3 A3 BAR ||| <UNK> ||| 4.999999994e-11
G3 G3 A3 BAR ||| B3 ||| 0.49999999945
BAR C5 A4 B4 ||| C#5 ||| 0.166666666617
BAR C5 A4 B4 ||| G4 ||| 0.833333333017
BAR C5 A4 B4 ||| <UNK> ||| 1.666666666e-11
C4 D4 E4 BAR ||| E4 ||| 0.181818181788
C4 D4 E4 BAR ||| D4 ||| 0.181818181788
C4 D4 E4 BAR ||| F4 ||| 0.545454545345
C4 D4 E4 BAR ||| A3 ||| 0.0909090908983
C4 D4 E4 BAR ||| <UNK> ||| 9.09090908893e-12
D4 BAR E4 G4 BAR ||| G4 ||| 0.499999999725
D4 BAR E4 G4 BAR ||| A4 ||| 0.499999999725
D4 BAR E4 G4 BAR ||| <UNK> ||| 2.4999999985e-11
G4 A4 B-4 ||| A4 ||| 0.571428571247
G4 A4 B-4 ||| B-4 ||| 0.428571428439
G4 A4 B-4 ||| <UNK> ||| 1.42857142808e-11
BAR C5 B4 G4 BAR ||| G4 ||| 0.0909090908983
BAR C5 B4 G4 BAR ||| B4 ||| 0.272727272677
BAR C5 B4 G4 BAR ||| R ||| 0.181818181788
BAR C5 B4 G4 BAR ||| A4 ||| 0.181818181788
BAR C5 B4 G4 BAR ||| C5 ||| 0.272727272677
BAR C5 B4 G4 BAR ||| <UNK> ||| 9.09090908893e-12
BAR B-4 B-4 B-4 ||| <UNK> ||| 2.4999999985e-11
BAR B-4 B-4 B-4 ||| A-4 ||| 0.249999999875
BAR B-4 B-4 B-4 ||| B-4 ||| 0.499999999725
BAR B-4 B-4 B-4 ||| A4 ||| 0.249999999875
D4 BAR E4 F4 ||| E4 ||| 0.599999999732
D4 BAR E4 F4 ||| G4 ||| 0.399999999828
D4 BAR E4 F4 ||| <UNK> ||| 1.99999999904e-11
E-4 D4 BAR C4 ||| B-3 ||| 0.49999999945
E-4 D4 BAR C4 ||| D4 ||| 0.49999999945
E-4 D4 BAR C4 ||| <UNK> ||| 4.999999994e-11
BAR B4 A4 A4 ||| B4 ||| 0.272727272677
BAR B4 A4 A4 ||| G4 ||| 0.454545454455
BAR B4 A4 A4 ||| G#4 ||| 0.272727272677
BAR B4 A4 A4 ||| <UNK> ||| 9.09090908893e-12
E4 A3 D4 ||| <UNK> ||| 4.999999994e-11
E4 A3 D4 ||| B3 ||| 0.49999999945
E4 A3 D4 ||| C4 ||| 0.49999999945
BAR C4 A3 B3 ||| <UNK> ||| 4.999999994e-11
BAR C4 A3 B3 ||| G3 ||| 0.49999999945
BAR C4 A3 B3 ||| C4 ||| 0.49999999945
B-3 B-3 B-3 ||| B-3 ||| 0.799999999636
B-3 B-3 B-3 ||| <UNK> ||| 1.99999999904e-11
B-3 B-3 B-3 ||| C4 ||| 0.199999999924
E4 BAR G4 F#4 ||| E4 ||| 0.499999999725
E4 BAR G4 F#4 ||| G4 ||| 0.499999999725
E4 BAR G4 F#4 ||| <UNK> ||| 2.4999999985e-11
BAR C4 D4 D4 ||| E4 ||| 0.599999999866
BAR C4 D4 D4 ||| <UNK> ||| 9.9999999976e-12
BAR C4 D4 D4 ||| C4 ||| 0.399999999914
D4 B3 BAR C4 BAR ||| <UNK> ||| 4.999999994e-11
D4 B3 BAR C4 BAR ||| R ||| 0.49999999945
D4 B3 BAR C4 BAR ||| C4 ||| 0.49999999945
BAR C4 B3 C4 BAR ||| <UNK> ||| 1.666666666e-11
BAR C4 B3 C4 BAR ||| A3 ||| 0.666666666417
BAR C4 B3 C4 BAR ||| C4 ||| 0.166666666617
BAR C4 B3 C4 BAR ||| B3 ||| 0.166666666617
F4 E-4 E-4 ||| D4 ||| 0.249999999937
F4 E-4 E-4 ||| F4 ||| 0.749999999787
F4 E-4 E-4 ||| <UNK> ||| 1.24999999962e-11
C4 BAR B3 R ||| E4 ||| 0.49999999945
C4 BAR B3 R ||| <UNK> ||| 4.999999994e-11
C4 BAR B3 R ||| C4 ||| 0.49999999945
E4 D4 E4 ||| G4 ||| 0.16666666665
E4 D4 E4 ||| F4 ||| 0.16666666665
E4 D4 E4 ||| F#4 ||| 0.0555555555537
E4 D4 E4 ||| E4 ||| 0.0555555555537
E4 D4 E4 ||| END ||| 0.0555555555537
E4 D4 E4 ||| D4 ||| 0.277777777746
E4 D4 E4 ||| <UNK> ||| 5.55555555481e-12
E4 D4 E4 ||| G3 ||| 0.222222222198
A4 B4 BAR C5 BAR ||| G4 ||| 0.3333333331
A4 B4 BAR C5 BAR ||| C5 ||| 0.666666666167
A4 B4 BAR C5 BAR ||| <UNK> ||| 3.33333333067e-11
D4 E-4 BAR E-4 ||| D4 ||| 0.499999999725
D4 E-4 BAR E-4 ||| <UNK> ||| 2.4999999985e-11
D4 E-4 BAR E-4 ||| C4 ||| 0.499999999725
G4 G4 G4 ||| END ||| 0.199999999962
G4 G4 G4 ||| F#4 ||| 0.299999999938
G4 G4 G4 ||| F4 ||| 0.399999999914
G4 G4 G4 ||| A4 ||| 0.099999999986
