3
R C5 BAR C5 ||| B4 ||| 0.666666666167
BAR G4 G#4 A#4 ||| G#4 ||| 0.333333333217
BAR G4 G#4 A#4 ||| A#4 ||| 0.499999999817
C5 BAR G4 G4 ||| F4 ||| 0.3333333331
C5 BAR G4 G4 ||| A4 ||| 0.666666666167
C5 BAR G4 G4 ||| <UNK> ||| 3.33333333067e-11
E4 BAR D4 E4 ||| D4 ||| 0.428571428439
E4 BAR D4 E4 ||| F4 ||| 0.571428571247
E4 BAR D4 E4 ||| <UNK> ||| 1.42857142808e-11
D5 BAR C5 B4 ||| G4 ||| 0.166666666657
D5 BAR C5 B4 ||| A4 ||| 0.699999999947
D5 BAR C5 B4 ||| C5 ||| 0.133333333326
D5 BAR C5 B4 ||| <UNK> ||| 3.33333333307e-12
D5 C5 A4 BAR ||| B4 ||| 0.49999999945
D5 C5 A4 BAR ||| G4 ||| 0.49999999945
D5 C5 A4 BAR ||| <UNK> ||| 4.999999994e-11
E4 BAR F4 F4 ||| E4 ||| 0.3333333331
E4 BAR F4 F4 ||| F4 ||| 0.666666666167
E4 BAR F4 F4 ||| <UNK> ||| 3.33333333067e-11
E5 D5 D5 BAR ||| E5 ||| 0.55555555551
E5 D5 D5 BAR ||| C5 ||| 0.444444444409
E5 D5 D5 BAR ||| <UNK> ||| 3.70370370337e-12
BAR E5 D5 C5 BAR ||| B4 ||| 0.176470588216
BAR E5 D5 C5 BAR ||| R ||| 0.117647058813
BAR E5 D5 C5 BAR ||| A4 ||| 0.0588235294093
BAR E5 D5 C5 BAR ||| E5 ||| 0.176470588216
BAR E5 D5 C5 BAR ||| D5 ||| 0.176470588216
BAR E5 D5 C5 BAR ||| C5 ||| 0.294117647023
BAR E5 D5 C5 BAR ||| <UNK> ||| 5.88235294035e-12
E5 F5 D5 ||| D5 ||| 0.666666666167
E5 F5 D5 ||| C5 ||| 0.3333333331
E5 F5 D5 ||| <UNK> ||| 3.33333333067e-11
F5 E5 BAR E5 ||| E5 ||| 0.499999999725
F5 E5 BAR E5 ||| D5 ||| 0.499999999725
F5 E5 BAR E5 ||| <UNK> ||| 2.4999999985e-11
B-4 B-4 BAR B-4 ||| END ||| 0.3333333331
B-4 B-4 BAR B-4 ||| B-4 ||| 0.666666666167
B-4 B-4 BAR B-4 ||| <UNK> ||| 3.33333333067e-11
BAR C5 C5 D5 ||| E5 ||| 0.71428571417
BAR C5 C5 D5 ||| D5 ||| 0.0714285714235
BAR C5 C5 D5 ||| C5 ||| 0.214285714256
BAR C5 C5 D5 ||| <UNK> ||| 7.14285714163e-12
F4 F4 F4 ||| <UNK> ||| 1.99999999904e-11
F4 F4 F4 ||| F4 ||| 0.799999999636
F4 F4 F4 ||| C4 ||| 0.199999999924
B-4 BAR A4 BAR G4 BAR ||| R ||| 0.499999999725
B-4 BAR A4 BAR G4 BAR ||| A4 ||| 0.499999999725
B-4 BAR A4 BAR G4 BAR ||| <UNK> ||| 2.4999999985e-11
BAR D5 BAR G5 G5 ||| G5 ||| 0.49999999945
BAR D5 BAR G5 G5 ||| A5 ||| 0.49999999945
BAR D5 BAR G5 G5 ||| <UNK> ||| 4.999999994e-11
D5 BAR C5 E5 BAR ||| E5 ||| 0.624999999825
D5 BAR C5 E5 BAR ||| D5 ||| 0.3749999999
D5 BAR C5 E5 BAR ||| <UNK> ||| 1.24999999962e-11
C5 B4 C5 ||| B4 ||| 0.333333333275
C5 B4 C5 ||| D5 ||| 0.499999999908
C5 B4 C5 ||| END ||| 0.166666666642
C5 B4 C5 ||| <UNK> ||| 8.33333333167e-12
D5 BAR C5 C5 ||| B4 ||| 0.416666666592
D5 BAR C5 C5 ||| D5 ||| 0.166666666642
D5 BAR C5 C5 ||| C5 ||| 0.416666666592
D5 BAR C5 C5 ||| <UNK> ||| 8.33333333167e-12
D5 BAR C5 D5 ||| E5 ||| 0.479999999958
D5 BAR C5 D5 ||| B4 ||| 0.159999999989
D5 BAR C5 D5 ||| D5 ||| 0.359999999969
D5 BAR C5 D5 ||| <UNK> ||| 3.99999999962e-12
BAR A4 G4 BAR F4 ||| E4 ||| 0.49999999945
BAR A4 G4 BAR F4 ||| G4 ||| 0.49999999945
BAR A4 G4 BAR F4 ||| <UNK> ||| 4.999999994e-11
BAR R G4 G4 ||| G4 ||| 0.3333333331
BAR R G4 G4 ||| C5 ||| 0.666666666167
BAR R G4 G4 ||| <UNK> ||| 3.33333333067e-11
E-4 F4 BAR G4 ||| R ||| 0.199999999924
E-4 F4 BAR G4 ||| G4 ||| 0.399999999828
E-4 F4 BAR G4 ||| F4 ||| 0.399999999828
E-4 F4 BAR G4 ||| <UNK> ||| 1.99999999904e-11
B4 C5 B4 BAR ||| A4 ||| 0.571428571247
B4 C5 B4 BAR ||| C5 ||| 0.428571428439
B4 C5 B4 BAR ||| <UNK> ||| 1.42857142808e-11
B4 C5 BAR D5 ||| E5 ||| 0.499999999931
B4 C5 BAR D5 ||| D5 ||| 0.187499999978
B4 C5 BAR D5 ||| C5 ||| 0.312499999959
B4 C5 BAR D5 ||| <UNK> ||| 6.24999999906e-12
BAR A4 BAR C5 ||| B4 ||| 0.249999999875
BAR A4 BAR C5 ||| C5 ||| 0.749999999575
BAR A4 BAR C5 ||| <UNK> ||| 2.4999999985e-11
BAR G4 F4 E4 BAR ||| D4 ||| 0.399999999828
BAR G4 F4 E4 BAR ||| R ||| 0.199999999924
BAR G4 F4 E4 BAR ||| F4 ||| 0.399999999828
BAR G4 F4 E4 BAR ||| <UNK> ||| 1.99999999904e-11
C5 A4 BAR G4 ||| E4 ||| 0.249999999937
C5 A4 BAR G4 ||| G4 ||| 0.624999999825
C5 A4 BAR G4 ||| F#4 ||| 0.124999999975
C5 A4 BAR G4 ||| <UNK> ||| 1.24999999962e-11
B4 BAR C5 D5 BAR ||| E5 ||| 0.399999999828
B4 BAR C5 D5 BAR ||| D5 ||| 0.399999999828
B4 BAR C5 D5 BAR ||| C5 ||| 0.199999999924
B4 BAR C5 D5 BAR ||| <UNK> ||| 1.99999999904e-11
BAR C5 E5 BAR E5 ||| F5 ||| 0.399999999828
BAR C5 E5 BAR E5 ||| C5 ||| 0.599999999732
BAR C5 E5 BAR E5 ||| <UNK> ||| 1.99999999904e-11
BAR E4 D4 BAR E4 ||| E4 ||| 0.249999999875
BAR E4 D4 BAR E4 ||| F#4 ||| 0.749999999575
BAR E4 D4 BAR E4 ||| <UNK> ||| 2.4999999985e-11
BAR D5 C5 C5 ||| B4 ||| 0.344827586182
BAR D5 C5 C5 ||| D5 ||| 0.0689655172391
BAR D5 C5 C5 ||| A4 ||| 0.0689655172391
BAR D5 C5 C5 ||| C5 ||| 0.517241379271
BAR D5 C5 C5 ||| <UNK> ||| 3.44827586178e-12
D5 E5 E5 BAR ||| E5 ||| 0.571428571247
D5 E5 E5 BAR ||| D5 ||| 0.428571428439
D5 E5 E5 BAR ||| <UNK> ||| 1.42857142808e-11
E5 BAR F5 E5 ||| E5 ||| 0.0204081632663
E5 BAR F5 E5 ||| G5 ||| 0.0204081632663
E5 BAR F5 E5 ||| D5 ||| 0.93877551016
E5 BAR F5 E5 ||| A5 ||| 0.0204081632663
E5 BAR F5 E5 ||| <UNK> ||| 2.04081632643e-12
BAR R E4 BAR A4 ||| G4 ||| 0.666666666167
BAR R E4 BAR A4 ||| A4 ||| 0.3333333331
BAR R E4 BAR A4 ||| <UNK> ||| 3.33333333067e-11
F4 BAR G4 G4 ||| E-4 ||| 0.249999999875
F4 BAR G4 G4 ||| <UNK> ||| 2.4999999985e-11
F4 BAR G4 G4 ||| A4 ||| 0.499999999725
F4 BAR G4 G4 ||| A-4 ||| 0.249999999875
D5 C5 BAR C5 ||| END ||| 0.153846153836
D5 C5 BAR C5 ||| F5 ||| 0.0384615384618
D5 C5 BAR C5 ||| B4 ||| 0.346153846126
D5 C5 BAR C5 ||| D5 ||| 0.384615384584
D5 C5 BAR C5 ||| C5 ||| 0.0769230769198
D5 C5 BAR C5 ||| <UNK> ||| 3.8461538458e-12
BAR F4 E4 D4 BAR ||| E4 ||| 0.272727272677
BAR F4 E4 D4 BAR ||| <UNK> ||| 9.09090908893e-12
BAR F4 E4 D4 BAR ||| C4 ||| 0.727272727123
BAR G4 G4 A4 ||| B4 ||| 0.571428571383
BAR G4 G4 A4 ||| G4 ||| 0.107142857137
BAR G4 G4 A4 ||| A4 ||| 0.249999999982
BAR G4 G4 A4 ||| B-4 ||| 0.071428571426
BAR G4 G4 A4 ||| <UNK> ||| 3.57142857112e-12
BAR C5 B4 A4 ||| B4 ||| 0.142857142852
BAR C5 B4 A4 ||| G4 ||| 0.693877550988
BAR C5 B4 A4 ||| A4 ||| 0.142857142852
BAR C5 B4 A4 ||| C5 ||| 0.0204081632663
BAR C5 B4 A4 ||| <UNK> ||| 2.04081632643e-12
D5 C5 BAR B4 ||| B4 ||| 0.0624999999969
D5 C5 BAR B4 ||| R ||| 0.124999999987
D5 C5 BAR B4 ||| A4 ||| 0.437499999941
D5 C5 BAR B4 ||| C5 ||| 0.37499999995
D5 C5 BAR B4 ||| <UNK> ||| 6.24999999906e-12
B4 BAR C5 BAR R ||| E5 ||| 0.49999999945
B4 BAR C5 BAR R ||| C5 ||| 0.49999999945
B4 BAR C5 BAR R ||| <UNK> ||| 4.999999994e-11
A-4 G4 F4 BAR ||| G4 ||| 0.3333333331
A-4 G4 F4 BAR ||| A-4 ||| 0.666666666167
A-4 G4 F4 BAR ||| <UNK> ||| 3.33333333067e-11
E5 D5 E5 BAR ||| E5 ||| 0.0344827586213
E5 D5 E5 BAR ||| D5 ||| 0.275862068946
E5 D5 E5 BAR ||| F5 ||| 0.586206896507
E5 D5 E5 BAR ||| C5 ||| 0.103448275857
E5 D5 E5 BAR ||| <UNK> ||| 3.44827586178e-12
F5 E5 BAR C5 ||| B4 ||| 0.49999999945
F5 E5 BAR C5 ||| D5 ||| 0.49999999945
F5 E5 BAR C5 ||| <UNK> ||| 4.999999994e-11
BAR D5 C5 B4 ||| E5 ||| 0.133333333319
BAR D5 C5 B4 ||| A4 ||| 0.399999999943
BAR D5 C5 B4 ||| C5 ||| 0.466666666599
BAR D5 C5 B4 ||| <UNK> ||| 6.6666666656e-12
D4 E4 BAR F4 ||| E4 ||| 0.249999999875
D4 E4 BAR F4 ||| F4 ||| 0.749999999575
D4 E4 BAR F4 ||| <UNK> ||| 2.4999999985e-11
D5 BAR D5 C5 ||| B4 ||| 0.157894736827
D5 BAR D5 C5 ||| END ||| 0.105263157887
D5 BAR D5 C5 ||| C5 ||| 0.736842105175
D5 BAR D5 C5 ||| <UNK> ||| 5.26315789407e-12
F5 G5 BAR D5 ||| E5 ||| 0.749999999575
F5 G5 BAR D5 ||| G5 ||| 0.249999999875
F5 G5 BAR D5 ||| <UNK> ||| 2.4999999985e-11
E4 D4 BAR E4 ||| F4 ||| 0.428571428439
E4 D4 BAR E4 ||| D4 ||| 0.142857142822
E4 D4 BAR E4 ||| <UNK> ||| 1.42857142808e-11
E4 D4 BAR E4 ||| F#4 ||| 0.142857142822
E4 D4 BAR E4 ||| C4 ||| 0.285714285631
BAR C5 D5 E5 BAR ||| D5 ||| 0.428571428505
BAR C5 D5 E5 BAR ||| A4 ||| 0.0714285714235
BAR C5 D5 E5 BAR ||| C5 ||| 0.499999999921
BAR C5 D5 E5 BAR ||| <UNK> ||| 7.14285714163e-12
BAR D5 C#5 D5 ||| E5 ||| 0.49999999945
BAR D5 C#5 D5 ||| G5 ||| 0.49999999945
BAR D5 C#5 D5 ||| <UNK> ||| 4.999999994e-11
BAR G4 F4 E4 ||| G4 ||| 0.0769230769198
BAR G4 F4 E4 ||| F4 ||| 0.26923076921
BAR G4 F4 E4 ||| A4 ||| 0.153846153836
BAR G4 F4 E4 ||| E4 ||| 0.307692307668
BAR G4 F4 E4 ||| D4 ||| 0.192307692294
BAR G4 F4 E4 ||| <UNK> ||| 3.8461538458e-12
G5 F5 G5 BAR ||| E-5 ||| 0.49999999945
G5 F5 G5 BAR ||| E5 ||| 0.49999999945
G5 F5 G5 BAR ||| <UNK> ||| 4.999999994e-11
A4 A4 BAR G4 ||| G4 ||| 0.3749999999
A4 A4 BAR G4 ||| R ||| 0.3749999999
A4 A4 BAR G4 ||| F4 ||| 0.124999999975
A4 A4 BAR G4 ||| A4 ||| 0.124999999975
A4 A4 BAR G4 ||| <UNK> ||| 1.24999999962e-11
F5 G5 F5 ||| E5 ||| 0.928571428419
F5 G5 F5 ||| G5 ||| 0.0714285714235
F5 G5 F5 ||| <UNK> ||| 7.14285714163e-12
B4 C5 BAR G4 ||| G4 ||| 0.3333333331
B4 C5 BAR G4 ||| F4 ||| 0.666666666167
B4 C5 BAR G4 ||| <UNK> ||| 3.33333333067e-11
BAR F4 BAR E-4 ||| D4 ||| 0.49999999945
BAR F4 BAR E-4 ||| F4 ||| 0.49999999945
BAR F4 BAR E-4 ||| <UNK> ||| 4.999999994e-11
E4 E4 BAR D4 ||| E4 ||| 0.624999999825
E4 E4 BAR D4 ||| D4 ||| 0.249999999937
E4 E4 BAR D4 ||| F4 ||| 0.124999999975
E4 E4 BAR D4 ||| <UNK> ||| 1.24999999962e-11
C4 B3 BAR C4 ||| A3 ||| 0.49999999945
C4 B3 BAR C4 ||| END ||| 0.49999999945
C4 B3 BAR C4 ||| <UNK> ||| 4.999999994e-11
BAR F5 E5 BAR D5 BAR ||| E5 ||| 0.499999999725
BAR F5 E5 BAR D5 BAR ||| C5 ||| 0.499999999725
BAR F5 E5 BAR D5 BAR ||| <UNK> ||| 2.4999999985e-11
E5 BAR C5 D5 ||| E5 ||| 0.928571428419
E5 BAR C5 D5 ||| D5 ||| 0.0714285714235
E5 BAR C5 D5 ||| <UNK> ||| 7.14285714163e-12
BAR A4 B4 BAR C5 ||| G5 ||| 0.399999999828
BAR A4 B4 BAR C5 ||| C5 ||| 0.599999999732
BAR A4 B4 BAR C5 ||| <UNK> ||| 1.99999999904e-11
D5 E5 D5 ||| E5 ||| 0.599999999955
D5 E5 D5 ||| D5 ||| 0.0999999999953
D5 E5 D5 ||| C5 ||| 0.299999999979
D5 E5 D5 ||| <UNK> ||| 3.33333333307e-12
G5 F5 F5 BAR ||| E-5 ||| 0.49999999945
G5 F5 F5 BAR ||| E5 ||| 0.49999999945
G5 F5 F5 BAR ||| <UNK> ||| 4.999999994e-11
E5 BAR D5 BAR C5 ||| B4 ||| 0.399999999828
E5 BAR D5 BAR C5 ||| END ||| 0.599999999732
E5 BAR D5 BAR C5 ||| <UNK> ||| 1.99999999904e-11
BAR G5 F5 E5 BAR ||| D5 ||| 0.3333333331
BAR G5 F5 E5 BAR ||| F5 ||| 0.666666666167
BAR G5 F5 E5 BAR ||| <UNK> ||| 3.33333333067e-11
B-4 BAR B-4 B-4 ||| END ||| 0.249999999875
B-4 BAR B-4 B-4 ||| C5 ||| 0.749999999575
B-4 BAR B-4 B-4 ||| <UNK> ||| 2.4999999985e-11
F5 E5 E5 BAR ||| D5 ||| 0.666666666167
F5 E5 E5 BAR ||| A5 ||| 0.3333333331
F5 E5 E5 BAR ||| <UNK> ||| 3.33333333067e-11
D5 BAR D5 E5 BAR ||| F5 ||| 0.666666666167
D5 BAR D5 E5 BAR ||| C5 ||| 0.3333333331
D5 BAR D5 E5 BAR ||| <UNK> ||| 3.33333333067e-11
C5 C5 G4 BAR ||| G4 ||| 0.49999999945
C5 C5 G4 BAR ||| C5 ||| 0.49999999945
C5 C5 G4 BAR ||| <UNK> ||| 4.999999994e-11
B-4 D5 BAR D5 ||| D5 ||| 0.333333333256
B-4 D5 BAR D5 ||| C5 ||| 0.6666666665
B-4 D5 BAR D5 ||| <UNK> ||| 1.11111111081e-11
C5 D5 E5 ||| <UNK> ||| 7.14285714163e-12
C5 D5 E5 ||| D5 ||| 0.285714285672
C5 D5 E5 ||| F5 ||| 0.571428571338
C5 D5 E5 ||| F#5 ||| 0.14285714284
C5 C5 BAR G4 ||| B4 ||| 0.49999999945
C5 C5 BAR G4 ||| G4 ||| 0.49999999945
C5 C5 BAR G4 ||| <UNK> ||| 4.999999994e-11
BAR A4 B4 C5 BAR ||| B4 ||| 0.333333333256
BAR A4 B4 C5 BAR ||| D5 ||| 0.333333333256
BAR A4 B4 C5 BAR ||| C5 ||| 0.222222222174
BAR A4 B4 C5 BAR ||| B-4 ||| 0.111111111093
BAR A4 B4 C5 BAR ||| <UNK> ||| 1.11111111081e-11
C5 B-4 BAR A4 ||| R ||| 0.3333333331
C5 B-4 BAR A4 ||| A4 ||| 0.666666666167
C5 B-4 BAR A4 ||| <UNK> ||| 3.33333333067e-11
BAR F5 E5 F5 ||| E5 ||| 0.399999999828
BAR F5 E5 F5 ||| G5 ||| 0.399999999828
BAR F5 E5 F5 ||| R ||| 0.199999999924
BAR F5 E5 F5 ||| <UNK> ||| 1.99999999904e-11
E5 BAR D5 R ||| E5 ||| 0.499999999817
E5 BAR D5 R ||| D5 ||| 0.499999999817
E5 BAR D5 R ||| <UNK> ||| 1.666666666e-11
E5 BAR E5 D5 ||| E5 ||| 0.799999999879
E5 BAR E5 D5 ||| C5 ||| 0.199999999975
E5 BAR E5 D5 ||| <UNK> ||| 6.6666666656e-12
A4 B4 C5 BAR ||| B4 ||| 0.263157894709
A4 B4 C5 BAR ||| <UNK> ||| 5.26315789407e-12
A4 B4 C5 BAR ||| G4 ||| 0.105263157887
A4 B4 C5 BAR ||| A4 ||| 0.105263157887
A4 B4 C5 BAR ||| D5 ||| 0.526315789412
BAR E4 F4 BAR G4 ||| F4 ||| 0.3333333331
BAR E4 F4 BAR G4 ||| A4 ||| 0.666666666167
BAR E4 F4 BAR G4 ||| <UNK> ||| 3.33333333067e-11
G4 B-4 BAR A4 ||| G4 ||| 0.666666666167
G4 B-4 BAR A4 ||| F4 ||| 0.3333333331
G4 B-4 BAR A4 ||| <UNK> ||| 3.33333333067e-11
BAR F5 BAR E5 E5 ||| D5 ||| 0.49999999945
BAR F5 BAR E5 E5 ||| F#5 ||| 0.49999999945
BAR F5 BAR E5 E5 ||| <UNK> ||| 4.999999994e-11
BAR A4 BAR ||| G4 ||| 0.249999999969
BAR A4 BAR ||| B-4 ||| 0.0624999999969
BAR A4 BAR ||| E4 ||| 0.249999999969
BAR A4 BAR ||| D5 ||| 0.187499999978
BAR A4 BAR ||| C5 ||| 0.249999999969
BAR A4 BAR ||| <UNK> ||| 6.24999999906e-12
G4 BAR F4 E-4 ||| D4 ||| 0.49999999945
G4 BAR F4 E-4 ||| G4 ||| 0.49999999945
G4 BAR F4 E-4 ||| <UNK> ||| 4.999999994e-11
C5 B4 A4 BAR ||| G4 ||| 0.551724137889
C5 B4 A4 BAR ||| B4 ||| 0.275862068946
C5 B4 A4 BAR ||| A4 ||| 0.0689655172391
C5 B4 A4 BAR ||| D5 ||| 0.0344827586213
C5 B4 A4 BAR ||| C5 ||| 0.0689655172391
C5 B4 A4 BAR ||| <UNK> ||| 3.44827586178e-12
F5 G5 G5 BAR ||| G5 ||| 0.153846153825
F5 G5 G5 BAR ||| F5 ||| 0.846153846005
F5 G5 G5 BAR ||| <UNK> ||| 7.69230769089e-12
D4 D4 BAR G4 ||| E4 ||| 0.49999999945
D4 D4 BAR G4 ||| F4 ||| 0.49999999945
D4 D4 BAR G4 ||| <UNK> ||| 4.999999994e-11
BAR A4 B4 C5 ||| END ||| 0.0370370370374
BAR A4 B4 C5 ||| B4 ||| 0.148148148139
BAR A4 B4 C5 ||| R ||| 0.0370370370374
BAR A4 B4 C5 ||| A4 ||| 0.111111111105
BAR A4 B4 C5 ||| D5 ||| 0.518518518476
BAR A4 B4 C5 ||| C5 ||| 0.148148148139
BAR A4 B4 C5 ||| <UNK> ||| 3.70370370337e-12
A4 BAR A4 A4 ||| <UNK> ||| 1.666666666e-11
A4 BAR A4 A4 ||| G4 ||| 0.166666666617
A4 BAR A4 A4 ||| D5 ||| 0.833333333017
BAR G5 F5 E5 ||| E5 ||| 0.124999999992
BAR G5 F5 E5 ||| D5 ||| 0.583333333279
BAR G5 F5 E5 ||| A5 ||| 0.166666666654
BAR G5 F5 E5 ||| F5 ||| 0.124999999992
BAR G5 F5 E5 ||| <UNK> ||| 4.16666666625e-12
D5 C5 C5 ||| <UNK> ||| 2.4999999985e-11
D5 C5 C5 ||| G5 ||| 0.249999999875
D5 C5 C5 ||| G4 ||| 0.249999999875
D5 C5 C5 ||| END ||| 0.249999999875
D5 C5 C5 ||| D5 ||| 0.249999999875
BAR D5 R D5 BAR ||| E5 ||| 0.3333333331
BAR D5 R D5 BAR ||| C5 ||| 0.666666666167
BAR D5 R D5 BAR ||| <UNK> ||| 3.33333333067e-11
E4 D4 BAR D4 ||| <UNK> ||| 3.33333333067e-11
E4 D4 BAR D4 ||| G4 ||| 0.3333333331
E4 D4 BAR D4 ||| C4 ||| 0.666666666167
B4 A4 B4 BAR ||| G4 ||| 0.0909090908983
B4 A4 B4 BAR ||| A4 ||| 0.181818181788
B4 A4 B4 BAR ||| C5 ||| 0.727272727123
B4 A4 B4 BAR ||| <UNK> ||| 9.09090908893e-12
BAR E5 E5 ||| E5 ||| 0.49999999945
BAR E5 E5 ||| F5 ||| 0.49999999945
BAR E5 E5 ||| <UNK> ||| 4.999999994e-11
BAR D5 E5 F5 ||| E5 ||| 0.718749999949
BAR D5 E5 F5 ||| D5 ||| 0.0937499999961
BAR D5 E5 F5 ||| F5 ||| 0.187499999989
BAR D5 E5 F5 ||| <UNK> ||| 3.12499999977e-12
E5 F5 F5 BAR ||| E5 ||| 0.714285714055
E5 F5 F5 BAR ||| G5 ||| 0.285714285631
E5 F5 F5 BAR ||| <UNK> ||| 1.42857142808e-11
BAR D5 E5 E5 ||| D5 ||| 0.49999999945
BAR D5 E5 E5 ||| F5 ||| 0.49999999945
BAR D5 E5 E5 ||| <UNK> ||| 4.999999994e-11
D5 C5 D5 BAR ||| E5 ||| 0.791666666592
D5 C5 D5 BAR ||| A4 ||| 0.0416666666667
D5 C5 D5 BAR ||| C5 ||| 0.166666666654
D5 C5 D5 BAR ||| <UNK> ||| 4.16666666625e-12
E4 F4 BAR G4 ||| D4 ||| 0.099999999986
E4 F4 BAR G4 ||| G4 ||| 0.199999999962
E4 F4 BAR G4 ||| F4 ||| 0.599999999866
E4 F4 BAR G4 ||| A4 ||| 0.099999999986
E4 F4 BAR G4 ||| <UNK> ||| 9.9999999976e-12
E5 BAR D5 E5 BAR ||| G5 ||| 0.149999999987
E5 BAR D5 E5 BAR ||| D5 ||| 0.299999999969
E5 BAR D5 E5 BAR ||| F5 ||| 0.199999999981
E5 BAR D5 E5 BAR ||| C5 ||| 0.349999999963
E5 BAR D5 E5 BAR ||| <UNK> ||| 4.9999999994e-12
G4 A-4 BAR B-4 ||| E-4 ||| 0.399999999828
G4 A-4 BAR B-4 ||| D4 ||| 0.399999999828
G4 A-4 BAR B-4 ||| C5 ||| 0.199999999924
G4 A-4 BAR B-4 ||| <UNK> ||| 1.99999999904e-11
D4 E4 F4 BAR ||| E4 ||| 0.285714285672
D4 E4 F4 BAR ||| D4 ||| 0.357142857089
D4 E4 F4 BAR ||| G4 ||| 0.357142857089
D4 E4 F4 BAR ||| <UNK> ||| 7.14285714163e-12
A4 B4 BAR A4 ||| G4 ||| 0.499999999725
A4 B4 BAR A4 ||| R ||| 0.249999999875
A4 B4 BAR A4 ||| A4 ||| 0.249999999875
A4 B4 BAR A4 ||| <UNK> ||| 2.4999999985e-11
F5 BAR D5 C5 BAR ||| G5 ||| 0.249999999875
F5 BAR D5 C5 BAR ||| D5 ||| 0.499999999725
F5 BAR D5 C5 BAR ||| C5 ||| 0.249999999875
F5 BAR D5 C5 BAR ||| <UNK> ||| 2.4999999985e-11
BAR C5 B4 A4 BAR ||| <UNK> ||| 5.55555555481e-12
BAR C5 B4 A4 BAR ||| G4 ||| 0.944444444324
BAR C5 B4 A4 BAR ||| D5 ||| 0.0555555555537
C5 C5 D5 BAR ||| B4 ||| 0.0588235294093
C5 C5 D5 BAR ||| E-5 ||| 0.117647058813
C5 C5 D5 BAR ||| B-4 ||| 0.294117647023
C5 C5 D5 BAR ||| E5 ||| 0.41176470583
C5 C5 D5 BAR ||| D5 ||| 0.117647058813
C5 C5 D5 BAR ||| <UNK> ||| 5.88235294035e-12
BAR E4 D4 BAR C4 ||| D4 ||| 0.499999999725
BAR E4 D4 BAR C4 ||| <UNK> ||| 2.4999999985e-11
BAR E4 D4 BAR C4 ||| B3 ||| 0.499999999725
C5 BAR D5 D5 ||| E5 ||| 0.533333333255
C5 BAR D5 D5 ||| G5 ||| 0.0666666666627
C5 BAR D5 D5 ||| A4 ||| 0.199999999975
C5 BAR D5 D5 ||| C5 ||| 0.199999999975
C5 BAR D5 D5 ||| <UNK> ||| 6.6666666656e-12
D5 E5 C5 BAR ||| B4 ||| 0.285714285631
D5 E5 C5 BAR ||| D5 ||| 0.285714285631
D5 E5 C5 BAR ||| A5 ||| 0.285714285631
D5 E5 C5 BAR ||| C5 ||| 0.142857142822
D5 E5 C5 BAR ||| <UNK> ||| 1.42857142808e-11
BAR D5 E5 C5 ||| G4 ||| 0.181818181788
BAR D5 E5 C5 ||| A4 ||| 0.181818181788
BAR D5 E5 C5 ||| E5 ||| 0.454545454455
BAR D5 E5 C5 ||| D5 ||| 0.0909090908983
BAR D5 E5 C5 ||| C5 ||| 0.0909090908983
BAR D5 E5 C5 ||| <UNK> ||| 9.09090908893e-12
BAR C5 B4 C5 ||| G4 ||| 0.117647058813
BAR C5 B4 C5 ||| END ||| 0.23529411762
BAR C5 B4 C5 ||| B4 ||| 0.23529411762
BAR C5 B4 C5 ||| A4 ||| 0.176470588216
BAR C5 B4 C5 ||| D5 ||| 0.117647058813
BAR C5 B4 C5 ||| C5 ||| 0.117647058813
BAR C5 B4 C5 ||| <UNK> ||| 5.88235294035e-12
BAR D5 D5 C5 ||| END ||| 0.0769230769166
BAR D5 D5 C5 ||| B4 ||| 0.384615384552
BAR D5 D5 C5 ||| A4 ||| 0.153846153825
BAR D5 D5 C5 ||| D5 ||| 0.153846153825
BAR D5 D5 C5 ||| C5 ||| 0.230769230734
BAR D5 D5 C5 ||| <UNK> ||| 7.69230769089e-12
A4 G4 G4 BAR ||| G4 ||| 0.25925925924
A4 G4 G4 BAR ||| F4 ||| 0.0370370370374
A4 G4 G4 BAR ||| A4 ||| 0.370370370341
A4 G4 G4 BAR ||| E4 ||| 0.0740740740712
A4 G4 G4 BAR ||| C5 ||| 0.25925925924
A4 G4 G4 BAR ||| <UNK> ||| 3.70370370337e-12
BAR F4 E4 BAR E4 ||| D4 ||| 0.49999999945
BAR F4 E4 BAR E4 ||| F4 ||| 0.49999999945
BAR F4 E4 BAR E4 ||| <UNK> ||| 4.999999994e-11
BAR B4 C5 A4 ||| <UNK> ||| 4.999999994e-11
BAR B4 C5 A4 ||| G4 ||| 0.49999999945
BAR B4 C5 A4 ||| D5 ||| 0.49999999945
C5 D5 E5 BAR ||| D5 ||| 0.299999999979
C5 D5 E5 BAR ||| F5 ||| 0.666666666617
C5 D5 E5 BAR ||| C5 ||| 0.033333333334
C5 D5 E5 BAR ||| <UNK> ||| 3.33333333307e-12
BAR E5 D5 BAR R ||| G5 ||| 0.49999999945
BAR E5 D5 BAR R ||| D5 ||| 0.49999999945
BAR E5 D5 BAR R ||| <UNK> ||| 4.999999994e-11
G5 BAR G5 G5 ||| G5 ||| 0.399999999914
G5 BAR G5 G5 ||| F5 ||| 0.099999999986
G5 BAR G5 G5 ||| F#5 ||| 0.199999999962
G5 BAR G5 G5 ||| A5 ||| 0.199999999962
G5 BAR G5 G5 ||| A-5 ||| 0.099999999986
G5 BAR G5 G5 ||| <UNK> ||| 9.9999999976e-12
E5 D5 G5 BAR ||| G5 ||| 0.399999999828
