3
F2 BAR E2 F2 ||| C2 ||| 0.333283341332
E4 D4 C4 ||| B-3 ||| 0.153841242785
E4 D4 C4 ||| A3 ||| 0.0769210059936
E4 D4 C4 ||| B3 ||| 0.384601953159
E4 D4 C4 ||| D4 ||| 0.307681716367
E4 D4 C4 ||| E3 ||| 0.0769210059936
E4 D4 C4 ||| <UNK> ||| 7.69202367913e-07
BAR C4 BAR B3 ||| A3 ||| 0.571390818915
BAR C4 BAR B3 ||| <UNK> ||| 1.4284734761e-06
BAR C4 BAR B3 ||| G3 ||| 0.285696123694
BAR C4 BAR B3 ||| C4 ||| 0.142848776084
G3 BAR C3 F3 ||| B-2 ||| 0.2499725033
G3 BAR C3 F3 ||| G3 ||| 0.499942506899
G3 BAR C3 F3 ||| B2 ||| 0.2499725033
G3 BAR C3 F3 ||| <UNK> ||| 2.499700036e-06
BAR F2 E2 D2 BAR ||| C2 ||| 0.333283341332
BAR F2 E2 D2 BAR ||| G2 ||| 0.333283341332
BAR F2 E2 D2 BAR ||| C#3 ||| 0.333283341332
BAR F2 E2 D2 BAR ||| <UNK> ||| 3.33280008532e-06
BAR D4 D3 A3 ||| A3 ||| 0.399963603494
BAR D4 D3 A3 ||| <UNK> ||| 1.99980801843e-06
BAR D4 D3 A3 ||| G#3 ||| 0.199982801651
BAR D4 D3 A3 ||| C#3 ||| 0.199982801651
BAR D4 D3 A3 ||| C4 ||| 0.199982801651
BAR F#3 G#3 A3 ||| A3 ||| 0.199982801651
BAR F#3 G#3 A3 ||| G3 ||| 0.599944405337
BAR F#3 G#3 A3 ||| E3 ||| 0.199982801651
BAR F#3 G#3 A3 ||| <UNK> ||| 1.99980801843e-06
A3 G3 BAR A3 ||| <UNK> ||| 1.4284734761e-06
A3 G3 BAR A3 ||| A2 ||| 0.142848776084
A3 G3 BAR A3 ||| D3 ||| 0.142848776084
A3 G3 BAR A3 ||| B3 ||| 0.714238166526
G3 C3 BAR G3 ||| G3 ||| 0.2499725033
G3 C3 BAR G3 ||| D3 ||| 0.499942506899
G3 C3 BAR G3 ||| E3 ||| 0.2499725033
G3 C3 BAR G3 ||| <UNK> ||| 2.499700036e-06
G3 E3 BAR D3 ||| C3 ||| 0.199982801651
G3 E3 BAR D3 ||| F3 ||| 0.199982801651
G3 E3 BAR D3 ||| G3 ||| 0.199982801651
G3 E3 BAR D3 ||| E3 ||| 0.399963603494
G3 E3 BAR D3 ||| <UNK> ||| 1.99980801843e-06
BAR A2 B2 C3 ||| F2 ||| 0.0697668956254
BAR A2 B2 C3 ||| G2 ||| 0.0465113412687
BAR A2 B2 C3 ||| F#2 ||| 0.0465113412687
BAR A2 B2 C3 ||| C#3 ||| 0.0232557869121
BAR A2 B2 C3 ||| A2 ||| 0.093022449982
BAR A2 B2 C3 ||| B2 ||| 0.0465113412687
BAR A2 B2 C3 ||| C3 ||| 0.232555776122
BAR A2 B2 C3 ||| C2 ||| 0.0465113412687
BAR A2 B2 C3 ||| <UNK> ||| 2.32555543566e-07
BAR A2 B2 C3 ||| D3 ||| 0.372089102261
BAR A2 B2 C3 ||| E2 ||| 0.0232557869121
BAR F3 F3 E3 BAR ||| A3 ||| 0.333283341332
BAR F3 F3 E3 BAR ||| F#3 ||| 0.333283341332
BAR F3 F3 E3 BAR ||| D3 ||| 0.333283341332
BAR F3 F3 E3 BAR ||| <UNK> ||| 3.33280008532e-06
D3 C3 D3 BAR ||| <UNK> ||| 8.33300001333e-07
D3 C3 D3 BAR ||| G3 ||| 0.0833308334333
D3 C3 D3 BAR ||| G2 ||| 0.666640834367
D3 C3 D3 BAR ||| E3 ||| 0.166660833567
D3 C3 D3 BAR ||| D3 ||| 0.0833308334333
F3 E3 BAR A3 ||| F3 ||| 0.124993750375
F3 E3 BAR A3 ||| G3 ||| 0.374978751275
F3 E3 BAR A3 ||| A3 ||| 0.249986250825
F3 E3 BAR A3 ||| R ||| 0.124993750375
F3 E3 BAR A3 ||| D3 ||| 0.124993750375
F3 E3 BAR A3 ||| <UNK> ||| 1.2499250045e-06
G3 C4 G3 BAR ||| D4 ||| 0.333283341332
G3 C4 G3 BAR ||| G4 ||| 0.333283341332
G3 C4 G3 BAR ||| A3 ||| 0.333283341332
G3 C4 G3 BAR ||| <UNK> ||| 3.33280008532e-06
BAR E3 C3 F3 ||| C3 ||| 0.166655000933
BAR E3 C3 F3 ||| G#2 ||| 0.333308335333
BAR E3 C3 F3 ||| G3 ||| 0.499961669733
BAR E3 C3 F3 ||| <UNK> ||| 1.666533344e-06
D4 C4 B3 ||| E4 ||| 0.0769210059936
D4 C4 B3 ||| A3 ||| 0.615362663532
D4 C4 B3 ||| <UNK> ||| 7.69202367913e-07
D4 C4 B3 ||| C4 ||| 0.307681716367
F#3 D3 BAR G3 ||| F3 ||| 0.111106296553
F#3 D3 BAR G3 ||| G2 ||| 0.111106296553
F#3 D3 BAR G3 ||| R ||| 0.222211482054
F#3 D3 BAR G3 ||| F#3 ||| 0.222211482054
F#3 D3 BAR G3 ||| E3 ||| 0.333316667556
F#3 D3 BAR G3 ||| <UNK> ||| 1.11105185501e-06
B2 G2 C3 ||| F2 ||| 0.142852959327
B2 G2 C3 ||| G3 ||| 0.0714268367942
B2 G2 C3 ||| G2 ||| 0.0714268367942
B2 G2 C3 ||| A2 ||| 0.0714268367942
B2 G2 C3 ||| B2 ||| 0.357131326926
B2 G2 C3 ||| C3 ||| 0.0714268367942
B2 G2 C3 ||| <UNK> ||| 7.14261225329e-07
B2 G2 C3 ||| E3 ||| 0.142852959327
B2 G2 C3 ||| E2 ||| 0.0714268367942
G3 F3 E3 ||| F3 ||| 0.193180878104
G3 F3 E3 ||| C#4 ||| 0.0113636880162
G3 F3 E3 ||| A3 ||| 0.113635857441
G3 F3 E3 ||| F#3 ||| 0.0113636880162
G3 F3 E3 ||| C3 ||| 0.113635857441
G3 F3 E3 ||| <UNK> ||| 1.13635743805e-07
G3 F3 E3 ||| D3 ||| 0.5454516839
G3 F3 E3 ||| A2 ||| 0.0113636880162
C4 B3 BAR C4 ||| <UNK> ||| 1.99980801843e-06
C4 B3 BAR C4 ||| F3 ||| 0.399963603494
C4 B3 BAR C4 ||| G3 ||| 0.399963603494
C4 B3 BAR C4 ||| B3 ||| 0.199982801651
C4 D4 BAR G3 ||| A3 ||| 0.499942506899
C4 D4 BAR G3 ||| R ||| 0.2499725033
C4 D4 BAR G3 ||| G3 ||| 0.2499725033
C4 D4 BAR G3 ||| <UNK> ||| 2.499700036e-06
BAR C3 BAR ||| <UNK> ||| 2.38092517038e-07
BAR C3 BAR ||| F3 ||| 0.0952372449077
BAR C3 BAR ||| G3 ||| 0.142855748315
BAR C3 BAR ||| G2 ||| 0.0714279932039
BAR C3 BAR ||| B-2 ||| 0.0238094897963
BAR C3 BAR ||| A2 ||| 0.0476187415001
BAR C3 BAR ||| B2 ||| 0.119046496611
BAR C3 BAR ||| C3 ||| 0.309520510242
BAR C3 BAR ||| C4 ||| 0.142855748315
BAR C3 BAR ||| E3 ||| 0.0238094897963
BAR C3 BAR ||| E2 ||| 0.0238094897963
A3 G3 C4 ||| D4 ||| 0.285696123694
A3 G3 C4 ||| <UNK> ||| 1.4284734761e-06
A3 G3 C4 ||| E3 ||| 0.428543471305
A3 G3 C4 ||| B3 ||| 0.285696123694
BAR G3 G#3 A3 ||| B-3 ||| 0.2499725033
BAR G3 G#3 A3 ||| D4 ||| 0.2499725033
BAR G3 G#3 A3 ||| <UNK> ||| 2.499700036e-06
BAR G3 G#3 A3 ||| G3 ||| 0.2499725033
BAR G3 G#3 A3 ||| B3 ||| 0.2499725033
F3 BAR G3 C3 ||| C3 ||| 0.428543471305
F3 BAR G3 C3 ||| <UNK> ||| 1.4284734761e-06
F3 BAR G3 C3 ||| END ||| 0.142848776084
F3 BAR G3 C3 ||| C4 ||| 0.428543471305
F3 E3 C3 BAR ||| F3 ||| 0.285696123694
F3 E3 C3 BAR ||| G3 ||| 0.428543471305
F3 E3 C3 BAR ||| G2 ||| 0.285696123694
F3 E3 C3 BAR ||| <UNK> ||| 1.4284734761e-06
D3 BAR E3 F#3 ||| G#3 ||| 0.0555546296543
D3 BAR E3 F#3 ||| G3 ||| 0.888865741358
D3 BAR E3 F#3 ||| D3 ||| 0.0555546296543
D3 BAR E3 F#3 ||| <UNK> ||| 5.55540741136e-07
BAR C3 E3 F3 ||| <UNK> ||| 3.33280008532e-06
BAR C3 E3 F3 ||| G3 ||| 0.333283341332
BAR C3 E3 F3 ||| D3 ||| 0.333283341332
BAR C3 E3 F3 ||| C4 ||| 0.333283341332
G3 C3 BAR C3 ||| C3 ||| 0.166655000933
G3 C3 BAR C3 ||| D3 ||| 0.666615004133
G3 C3 BAR C3 ||| B2 ||| 0.166655000933
G3 C3 BAR C3 ||| <UNK> ||| 1.666533344e-06
A3 G#3 BAR A3 ||| G3 ||| 0.384601953159
A3 G#3 BAR A3 ||| R ||| 0.153841242785
A3 G#3 BAR A3 ||| B3 ||| 0.153841242785
A3 G#3 BAR A3 ||| E4 ||| 0.0769210059936
A3 G#3 BAR A3 ||| D3 ||| 0.0769210059936
A3 G#3 BAR A3 ||| E3 ||| 0.153841242785
A3 G#3 BAR A3 ||| <UNK> ||| 7.69202367913e-07
G3 BAR C4 B3 ||| E4 ||| 0.0454540082762
G3 BAR C4 B3 ||| A3 ||| 0.863617975608
G3 BAR C4 B3 ||| <UNK> ||| 4.54535537406e-07
G3 BAR C4 B3 ||| C4 ||| 0.0909075620168
BAR F3 F#3 G3 ||| <UNK> ||| 1.666533344e-06
BAR F3 F#3 G3 ||| G#3 ||| 0.166655000933
BAR F3 F#3 G3 ||| F3 ||| 0.333308335333
BAR F3 F#3 G3 ||| G3 ||| 0.333308335333
BAR F3 F#3 G3 ||| B3 ||| 0.166655000933
C4 B3 BAR A3 ||| G3 ||| 0.37499468758
C4 B3 BAR A3 ||| A3 ||| 0.0312498437523
C4 B3 BAR A3 ||| B3 ||| 0.343745156323
C4 B3 BAR A3 ||| E4 ||| 0.0624993750094
C4 B3 BAR A3 ||| D4 ||| 0.0312498437523
C4 B3 BAR A3 ||| D3 ||| 0.0312498437523
C4 B3 BAR A3 ||| E3 ||| 0.124998437523
C4 B3 BAR A3 ||| <UNK> ||| 3.1249531257e-07
B3 A3 BAR E3 ||| R ||| 0.333283341332
B3 A3 BAR E3 ||| D3 ||| 0.333283341332
B3 A3 BAR E3 ||| F3 ||| 0.333283341332
B3 A3 BAR E3 ||| <UNK> ||| 3.33280008532e-06
C3 BAR F3 R ||| F3 ||| 0.714238166526
C3 BAR F3 R ||| F#3 ||| 0.142848776084
C3 BAR F3 R ||| E3 ||| 0.142848776084
C3 BAR F3 R ||| <UNK> ||| 1.4284734761e-06
B3 BAR C4 B3 ||| A3 ||| 0.833300834633
B3 BAR C4 B3 ||| <UNK> ||| 8.33300001333e-07
B3 BAR C4 B3 ||| E3 ||| 0.0833308334333
B3 BAR C4 B3 ||| C4 ||| 0.0833308334333
C3 BAR F3 G3 ||| C3 ||| 0.428557449459
C3 BAR F3 G3 ||| A3 ||| 0.428557449459
C3 BAR F3 G3 ||| A-3 ||| 0.142852959327
C3 BAR F3 G3 ||| <UNK> ||| 7.14261225329e-07
B-2 BAR A2 G2 ||| F#2 ||| 0.333283341332
B-2 BAR A2 G2 ||| A2 ||| 0.333283341332
B-2 BAR A2 G2 ||| F2 ||| 0.333283341332
B-2 BAR A2 G2 ||| <UNK> ||| 3.33280008532e-06
C3 D3 BAR E3 ||| <UNK> ||| 3.1249531257e-07
C3 D3 BAR E3 ||| F3 ||| 0.343745156323
C3 D3 BAR E3 ||| G2 ||| 0.0312498437523
C3 D3 BAR E3 ||| A3 ||| 0.0312498437523
C3 D3 BAR E3 ||| F#3 ||| 0.249996562552
C3 D3 BAR E3 ||| B2 ||| 0.0312498437523
C3 D3 BAR E3 ||| C3 ||| 0.0312498437523
C3 D3 BAR E3 ||| R ||| 0.0312498437523
C3 D3 BAR E3 ||| E2 ||| 0.0624993750094
C3 D3 BAR E3 ||| D3 ||| 0.0937489062664
C3 D3 BAR E3 ||| E3 ||| 0.0624993750094
C3 D3 BAR E3 ||| A2 ||| 0.0312498437523
G3 BAR F3 E3 ||| A3 ||| 0.0833308334333
G3 BAR F3 E3 ||| F3 ||| 0.0833308334333
G3 BAR F3 E3 ||| D3 ||| 0.833300834633
G3 BAR F3 E3 ||| <UNK> ||| 8.33300001333e-07
BAR C4 BAR ||| G4 ||| 0.0909075620168
BAR C4 BAR ||| F4 ||| 0.227268223239
BAR C4 BAR ||| A3 ||| 0.0454540082762
BAR C4 BAR ||| F3 ||| 0.227268223239
BAR C4 BAR ||| B3 ||| 0.31817533072
BAR C4 BAR ||| C3 ||| 0.0454540082762
BAR C4 BAR ||| <UNK> ||| 4.54535537406e-07
BAR C4 BAR ||| C4 ||| 0.0454540082762
B3 G3 BAR C4 ||| <UNK> ||| 1.666533344e-06
B3 G3 BAR C4 ||| D4 ||| 0.333308335333
B3 G3 BAR C4 ||| F#3 ||| 0.166655000933
B3 G3 BAR C4 ||| E3 ||| 0.166655000933
B3 G3 BAR C4 ||| B3 ||| 0.333308335333
C3 D3 E-3 ||| B-2 ||| 0.2499725033
C3 D3 E-3 ||| F3 ||| 0.2499725033
C3 D3 E-3 ||| D3 ||| 0.499942506899
C3 D3 E-3 ||| <UNK> ||| 2.499700036e-06
E3 F3 BAR G3 ||| F3 ||| 0.0810802994988
E3 F3 BAR G3 ||| G3 ||| 0.162160328731
E3 F3 BAR G3 ||| G2 ||| 0.13513365232
E3 F3 BAR G3 ||| A3 ||| 0.189187005142
E3 F3 BAR G3 ||| G#3 ||| 0.0540536230881
E3 F3 BAR G3 ||| R ||| 0.0810802994988
E3 F3 BAR G3 ||| C3 ||| 0.189187005142
E3 F3 BAR G3 ||| <UNK> ||| 2.70266764107e-07
E3 F3 BAR G3 ||| C4 ||| 0.10810697591
BAR G3 BAR ||| F#3 ||| 0.333283341332
BAR G3 BAR ||| D3 ||| 0.333283341332
BAR G3 BAR ||| F3 ||| 0.333283341332
BAR G3 BAR ||| <UNK> ||| 3.33280008532e-06
G2 BAR F2 G2 ||| C3 ||| 0.0909060331913
G2 BAR F2 G2 ||| C2 ||| 0.727241902172
G2 BAR F2 G2 ||| A2 ||| 0.0909060331913
G2 BAR F2 G2 ||| A-2 ||| 0.0909060331913
G2 BAR F2 G2 ||| <UNK> ||| 9.090512414e-07
D3 BAR E3 C3 ||| <UNK> ||| 2.499700036e-06
D3 BAR E3 C3 ||| G3 ||| 0.499942506899
D3 BAR E3 C3 ||| G2 ||| 0.2499725033
D3 BAR E3 C3 ||| D3 ||| 0.2499725033
D3 C3 B2 ||| C3 ||| 0.27585784787
D3 C3 B2 ||| A2 ||| 0.448268787275
D3 C3 B2 ||| G2 ||| 0.206893472108
D3 C3 B2 ||| C#3 ||| 0.0689647205839
D3 C3 B2 ||| <UNK> ||| 3.4482187881e-07
BAR G3 E3 BAR A3 ||| <UNK> ||| 1.4284734761e-06
BAR G3 E3 BAR A3 ||| F3 ||| 0.142848776084
BAR G3 E3 BAR A3 ||| G3 ||| 0.571390818915
BAR G3 E3 BAR A3 ||| B3 ||| 0.285696123694
D3 BAR G2 R ||| <UNK> ||| 2.499700036e-06
D3 BAR G2 R ||| A2 ||| 0.2499725033
D3 BAR G2 R ||| G3 ||| 0.2499725033
D3 BAR G2 R ||| E3 ||| 0.2499725033
D3 BAR G2 R ||| E2 ||| 0.2499725033
BAR C3 D3 E3 ||| <UNK> ||| 1.4925266207e-07
BAR C3 D3 E3 ||| F3 ||| 0.388057070636
BAR C3 D3 E3 ||| A3 ||| 0.0597012140809
BAR C3 D3 E3 ||| F#3 ||| 0.0746264802879
BAR C3 D3 E3 ||| C3 ||| 0.358206538222
BAR C3 D3 E3 ||| E2 ||| 0.0149254154597
BAR C3 D3 E3 ||| D3 ||| 0.0447759478738
BAR C3 D3 E3 ||| E3 ||| 0.0149254154597
BAR C3 D3 E3 ||| A2 ||| 0.0447759478738
B2 C3 A2 BAR ||| F2 ||| 0.199982801651
B2 C3 A2 BAR ||| B2 ||| 0.399963603494
B2 C3 A2 BAR ||| E3 ||| 0.399963603494
B2 C3 A2 BAR ||| <UNK> ||| 1.99980801843e-06
F3 E3 F3 ||| F#3 ||| 0.130432495322
F3 E3 F3 ||| G3 ||| 0.304341909386
F3 E3 F3 ||| A3 ||| 0.0434777882896
F3 E3 F3 ||| A-3 ||| 0.130432495322
F3 E3 F3 ||| D3 ||| 0.217387202354
F3 E3 F3 ||| E3 ||| 0.173909848838
F3 E3 F3 ||| <UNK> ||| 4.34773535161e-07
A2 B2 BAR C3 ||| G2 ||| 0.0666652000469
A2 B2 BAR C3 ||| A2 ||| 0.133329733449
A2 B2 BAR C3 ||| B2 ||| 0.0666652000469
A2 B2 BAR C3 ||| C2 ||| 0.0666652000469
A2 B2 BAR C3 ||| <UNK> ||| 6.66645334016e-07
A2 B2 BAR C3 ||| D3 ||| 0.399987867055
A2 B2 BAR C3 ||| E3 ||| 0.133329733449
A2 B2 BAR C3 ||| E2 ||| 0.133329733449
C4 B3 C4 BAR ||| D4 ||| 0.399963603494
C4 B3 C4 BAR ||| <UNK> ||| 1.99980801843e-06
C4 B3 C4 BAR ||| G3 ||| 0.199982801651
C4 B3 C4 BAR ||| C4 ||| 0.399963603494
F#3 G3 E3 BAR ||| A3 ||| 0.599944405337
F#3 G3 E3 BAR ||| F#3 ||| 0.199982801651
F#3 G3 E3 BAR ||| A2 ||| 0.199982801651
F#3 G3 E3 BAR ||| <UNK> ||| 1.99980801843e-06
A3 G3 BAR F#3 ||| G#3 ||| 0.0588224567777
A3 G3 BAR F#3 ||| G3 ||| 0.588219273809
A3 G3 BAR F#3 ||| B2 ||| 0.117644325337
A3 G3 BAR F#3 ||| E3 ||| 0.235288062455
A3 G3 BAR F#3 ||| <UNK> ||| 5.8821868559e-07
B3 C4 BAR C4 ||| B-3 ||| 0.2499725033
B3 C4 BAR C4 ||| A3 ||| 0.2499725033
B3 C4 BAR C4 ||| <UNK> ||| 2.499700036e-06
B3 C4 BAR C4 ||| B3 ||| 0.499942506899
BAR G2 B2 BAR C3 ||| B-2 ||| 0.333283341332
BAR G2 B2 BAR C3 ||| D3 ||| 0.333283341332
BAR G2 B2 BAR C3 ||| B2 ||| 0.333283341332
BAR G2 B2 BAR C3 ||| <UNK> ||| 3.33280008532e-06
C3 BAR G3 A3 ||| <UNK> ||| 2.499700036e-06
C3 BAR G3 A3 ||| G3 ||| 0.2499725033
C3 BAR G3 A3 ||| E3 ||| 0.499942506899
C3 BAR G3 A3 ||| B3 ||| 0.2499725033
BAR E3 D3 C3 ||| F3 ||| 0.105262091426
BAR E3 D3 C3 ||| G3 ||| 0.0789466343583
BAR E3 D3 C3 ||| G2 ||| 0.0526311772904
BAR E3 D3 C3 ||| D3 ||| 0.236839376766
BAR E3 D3 C3 ||| G#2 ||| 0.0263157202225
BAR E3 D3 C3 ||| B2 ||| 0.447363033309
BAR E3 D3 C3 ||| C3 ||| 0.0263157202225
BAR E3 D3 C3 ||| A2 ||| 0.0263157202225
BAR E3 D3 C3 ||| <UNK> ||| 2.63154570679e-07
B2 C3 BAR G2 ||| C3 ||| 0.499971251725
B2 C3 BAR G2 ||| R ||| 0.124993750375
B2 C3 BAR G2 ||| G3 ||| 0.124993750375
B2 C3 BAR G2 ||| G2 ||| 0.249986250825
B2 C3 BAR G2 ||| <UNK> ||| 1.2499250045e-06
BAR B3 A3 G3 ||| F3 ||| 0.210521523667
BAR B3 A3 G3 ||| A3 ||| 0.157891274326
BAR B3 A3 G3 ||| G#3 ||| 0.0526307756436
BAR B3 A3 G3 ||| F#3 ||| 0.105261024985
BAR B3 A3 G3 ||| <UNK> ||| 5.26302493411e-07
BAR B3 A3 G3 ||| E3 ||| 0.0526307756436
BAR B3 A3 G3 ||| C4 ||| 0.421042521031
C3 BAR C3 B2 ||| C3 ||| 0.466652400457
C3 BAR C3 B2 ||| A2 ||| 0.399987867055
C3 BAR C3 B2 ||| B2 ||| 0.0666652000469
C3 BAR C3 B2 ||| E3 ||| 0.0666652000469
C3 BAR C3 B2 ||| <UNK> ||| 6.66645334016e-07
BAR B2 BAR C3 ||| B-2 ||| 0.333283341332
BAR B2 BAR C3 ||| D3 ||| 0.333283341332
BAR B2 BAR C3 ||| B2 ||| 0.333283341332
BAR B2 BAR C3 ||| <UNK> ||| 3.33280008532e-06
BAR E3 F3 C3 ||| F3 ||| 0.199982801651
BAR E3 F3 C3 ||| A2 ||| 0.199982801651
BAR E3 F3 C3 ||| B2 ||| 0.599944405337
BAR E3 F3 C3 ||| <UNK> ||| 1.99980801843e-06
BAR A3 E3 BAR F3 ||| C3 ||| 0.222211482054
BAR A3 E3 BAR F3 ||| F3 ||| 0.333316667556
BAR A3 E3 BAR F3 ||| D3 ||| 0.111106296553
BAR A3 E3 BAR F3 ||| E3 ||| 0.333316667556
BAR A3 E3 BAR F3 ||| <UNK> ||| 1.11105185501e-06
D3 BAR G3 R ||| C3 ||| 0.2499725033
D3 BAR G3 R ||| G3 ||| 0.2499725033
D3 BAR G3 R ||| E3 ||| 0.499942506899
D3 BAR G3 R ||| <UNK> ||| 2.499700036e-06
E3 F3 D3 ||| B-3 ||| 0.124993750375
E3 F3 D3 ||| G3 ||| 0.499971251725
E3 F3 D3 ||| E3 ||| 0.249986250825
E3 F3 D3 ||| B2 ||| 0.124993750375
E3 F3 D3 ||| <UNK> ||| 1.2499250045e-06
BAR A3 E3 F3 ||| C3 ||| 0.124996875094
BAR A3 E3 F3 ||| F#3 ||| 0.18749500015
BAR A3 E3 F3 ||| G3 ||| 0.6874800006
BAR A3 E3 F3 ||| <UNK> ||| 6.24981250562e-07
B2 C3 E3 ||| A3 ||| 0.2499725033
B2 C3 E3 ||| F3 ||| 0.499942506899
B2 C3 E3 ||| G3 ||| 0.2499725033
B2 C3 E3 ||| <UNK> ||| 2.499700036e-06
F3 G3 A3 ||| F3 ||| 0.131577548494
F3 G3 A3 ||| G3 ||| 0.157893005562
F3 G3 A3 ||| B-3 ||| 0.236839376766
F3 G3 A3 ||| B3 ||| 0.368416662105
F3 G3 A3 ||| <UNK> ||| 2.63154570679e-07
F3 G3 A3 ||| D3 ||| 0.0263157202225
F3 G3 A3 ||| E3 ||| 0.0526311772904
F3 G3 A3 ||| C4 ||| 0.0263157202225
D3 G3 E3 BAR ||| A3 ||| 0.692282900324
D3 G3 E3 BAR ||| F3 ||| 0.230761479576
D3 G3 E3 BAR ||| D3 ||| 0.0769210059936
D3 G3 E3 BAR ||| <UNK> ||| 7.69202367913e-07
A2 D3 BAR G2 ||| G3 ||| 0.249986250825
A2 D3 BAR G2 ||| A2 ||| 0.124993750375
A2 D3 BAR G2 ||| C3 ||| 0.374978751275
A2 D3 BAR G2 ||| C2 ||| 0.124993750375
A2 D3 BAR G2 ||| D3 ||| 0.124993750375
A2 D3 BAR G2 ||| <UNK> ||| 1.2499250045e-06
BAR A3 D3 G3 ||| <UNK> ||| 1.99980801843e-06
BAR A3 D3 G3 ||| F3 ||| 0.199982801651
BAR A3 D3 G3 ||| G3 ||| 0.599944405337
BAR A3 D3 G3 ||| C4 ||| 0.199982801651
D3 E3 F3 BAR ||| <UNK> ||| 4.166583335e-07
D3 E3 F3 BAR ||| F3 ||| 0.124997916708
D3 E3 F3 BAR ||| G3 ||| 0.666653750258
D3 E3 F3 BAR ||| E3 ||| 0.166663750058
D3 E3 F3 BAR ||| C4 ||| 0.0416662500083
E3 C3 BAR F3 ||| F2 ||| 0.0714277040965
E3 C3 BAR F3 ||| F#3 ||| 0.0357140306166
E3 C3 BAR F3 ||| G3 ||| 0.357137091936
E3 C3 BAR F3 ||| C#3 ||| 0.0714277040965
E3 C3 BAR F3 ||| R ||| 0.178568724536
E3 C3 BAR F3 ||| C3 ||| 0.0714277040965
E3 C3 BAR F3 ||| E3 ||| 0.214282398016
E3 C3 BAR F3 ||| <UNK> ||| 3.57136734799e-07
B3 C4 F3 ||| G3 ||| 0.699967401565
B3 C4 F3 ||| F4 ||| 0.199991400413
B3 C4 F3 ||| E3 ||| 0.0999962001824
B3 C4 F3 ||| <UNK> ||| 9.99952002304e-07
F#3 G3 D3 ||| C3 ||| 0.199982801651
F#3 G3 D3 ||| G3 ||| 0.399963603494
F#3 G3 D3 ||| G2 ||| 0.399963603494
F#3 G3 D3 ||| <UNK> ||| 1.99980801843e-06
C4 C#4 BAR D4 ||| G#3 ||| 0.0999962001824
C4 C#4 BAR D4 ||| <UNK> ||| 9.99952002304e-07
C4 C#4 BAR D4 ||| G3 ||| 0.199991400413
C4 C#4 BAR D4 ||| A3 ||| 0.299986600643
C4 C#4 BAR D4 ||| D3 ||| 0.399981800874
G3 C4 B3 ||| <UNK> ||| 1.666533344e-06
G3 C4 B3 ||| A3 ||| 0.333308335333
G3 C4 B3 ||| R ||| 0.166655000933
G3 C4 B3 ||| G3 ||| 0.166655000933
G3 C4 B3 ||| C4 ||| 0.333308335333
C#3 D3 A2 ||| <UNK> ||| 3.33280008532e-06
C#3 D3 A2 ||| D3 ||| 0.333283341332
C#3 D3 A2 ||| B2 ||| 0.333283341332
C#3 D3 A2 ||| E2 ||| 0.333283341332
C3 D3 E3 BAR ||| <UNK> ||| 5.26302493411e-07
C3 D3 E3 BAR ||| F3 ||| 0.578933269054
C3 D3 E3 BAR ||| A3 ||| 0.0526307756436
C3 D3 E3 BAR ||| F#3 ||| 0.105261024985
C3 D3 E3 BAR ||| A2 ||| 0.157891274326
C3 D3 E3 BAR ||| D3 ||| 0.0526307756436
C3 D3 E3 BAR ||| E2 ||| 0.0526307756436
BAR E3 F#3 G3 ||| F#3 ||| 0.0476184353881
BAR E3 F#3 G3 ||| G3 ||| 0.0476184353881
BAR E3 F#3 G3 ||| D#3 ||| 0.0476184353881
BAR E3 F#3 G3 ||| A3 ||| 0.0952363945967
BAR E3 F#3 G3 ||| B2 ||| 0.0476184353881
BAR E3 F#3 G3 ||| C3 ||| 0.190472313014
BAR E3 F#3 G3 ||| <UNK> ||| 4.76179592086e-07
BAR E3 F#3 G3 ||| D3 ||| 0.238090272222
BAR E3 F#3 G3 ||| E3 ||| 0.238090272222
BAR E3 F#3 G3 ||| C4 ||| 0.0476184353881
C#3 BAR D3 E3 ||| <UNK> ||| 9.99952002304e-07
C#3 BAR D3 E3 ||| F3 ||| 0.799962601795
C#3 BAR D3 E3 ||| F#3 ||| 0.0999962001824
C#3 BAR D3 E3 ||| D3 ||| 0.0999962001824
E3 F3 E3 ||| F3 ||| 0.0769210059936
E3 F3 E3 ||| D3 ||| 0.846123373906
E3 F3 E3 ||| E-3 ||| 0.0769210059936
E3 F3 E3 ||| <UNK> ||| 7.69202367913e-07
BAR F3 E3 F3 ||| F#3 ||| 0.0624987500375
BAR F3 E3 F3 ||| G3 ||| 0.624981875544
BAR F3 E3 F3 ||| B-3 ||| 0.0624987500375
BAR F3 E3 F3 ||| C3 ||| 0.0624987500375
BAR F3 E3 F3 ||| D3 ||| 0.18749500015
BAR F3 E3 F3 ||| <UNK> ||| 6.24981250562e-07
A2 G#2 BAR A2 ||| F2 ||| 0.2499725033
A2 G#2 BAR A2 ||| A2 ||| 0.499942506899
A2 G#2 BAR A2 ||| B2 ||| 0.2499725033
A2 G#2 BAR A2 ||| <UNK> ||| 2.499700036e-06
B2 BAR A2 D3 ||| G3 ||| 0.166655000933
B2 BAR A2 D3 ||| G2 ||| 0.666615004133
B2 BAR A2 D3 ||| B2 ||| 0.166655000933
B2 BAR A2 D3 ||| <UNK> ||| 1.666533344e-06
E3 A3 G3 BAR ||| <UNK> ||| 9.99952002304e-07
E3 A3 G3 BAR ||| F#3 ||| 0.199991400413
