3
G4 E4 BAR C4 ||| D4 ||| 0.49999999945
BAR E4 E4 F4 ||| E4 ||| 0.166666666617
BAR E4 E4 F4 ||| D4 ||| 0.166666666617
BAR E4 E4 F4 ||| <UNK> ||| 1.666666666e-11
BAR E4 E4 F4 ||| F4 ||| 0.333333333217
BAR E4 E4 F4 ||| C4 ||| 0.333333333217
C4 BAR B3 BAR C4 ||| <UNK> ||| 4.999999994e-11
C4 BAR B3 BAR C4 ||| F4 ||| 0.49999999945
C4 BAR B3 BAR C4 ||| C4 ||| 0.49999999945
G3 A-3 BAR G3 ||| D4 ||| 0.3333333331
G3 A-3 BAR G3 ||| R ||| 0.666666666167
G3 A-3 BAR G3 ||| <UNK> ||| 3.33333333067e-11
A3 B-3 A3 ||| <UNK> ||| 1.666666666e-11
A3 B-3 A3 ||| G3 ||| 0.833333333017
A3 B-3 A3 ||| B3 ||| 0.166666666617
B3 BAR C4 G3 ||| <UNK> ||| 9.9999999976e-12
B3 BAR C4 G3 ||| F3 ||| 0.399999999914
B3 BAR C4 G3 ||| G3 ||| 0.49999999989
B3 BAR C4 G3 ||| C4 ||| 0.099999999986
G4 BAR G4 E4 ||| D4 ||| 0.333333333217
G4 BAR G4 E4 ||| <UNK> ||| 1.666666666e-11
G4 BAR G4 E4 ||| F4 ||| 0.166666666617
G4 BAR G4 E4 ||| A4 ||| 0.333333333217
G4 BAR G4 E4 ||| C4 ||| 0.166666666617
BAR G3 A3 BAR B3 BAR ||| D4 ||| 0.49999999945
BAR G3 A3 BAR B3 BAR ||| G3 ||| 0.49999999945
BAR G3 A3 BAR B3 BAR ||| <UNK> ||| 4.999999994e-11
A3 A3 G3 ||| F3 ||| 0.583333333225
A3 A3 G3 ||| G3 ||| 0.333333333275
A3 A3 G3 ||| F#3 ||| 0.083333333325
A3 A3 G3 ||| <UNK> ||| 8.33333333167e-12
E3 F#3 G3 ||| A3 ||| 0.49999999945
E3 F#3 G3 ||| G3 ||| 0.49999999945
E3 F#3 G3 ||| <UNK> ||| 4.999999994e-11
C4 BAR G3 A3 ||| B-3 ||| 0.49999999945
C4 BAR G3 A3 ||| <UNK> ||| 4.999999994e-11
C4 BAR G3 A3 ||| B3 ||| 0.49999999945
BAR C4 C4 C4 ||| F3 ||| 0.0344827586213
BAR C4 C4 C4 ||| F4 ||| 0.0344827586213
BAR C4 C4 C4 ||| B-3 ||| 0.0689655172391
BAR C4 C4 C4 ||| B3 ||| 0.344827586182
BAR C4 C4 C4 ||| E4 ||| 0.0344827586213
BAR C4 C4 C4 ||| D4 ||| 0.310344827564
BAR C4 C4 C4 ||| <UNK> ||| 3.44827586178e-12
BAR C4 C4 C4 ||| C4 ||| 0.172413793093
G3 E3 BAR E3 ||| F3 ||| 0.166666666617
G3 E3 BAR E3 ||| F#3 ||| 0.166666666617
G3 E3 BAR E3 ||| E3 ||| 0.666666666417
G3 E3 BAR E3 ||| <UNK> ||| 1.666666666e-11
BAR A3 B-3 BAR G3 ||| A3 ||| 0.399999999828
BAR A3 B-3 BAR G3 ||| F3 ||| 0.399999999828
BAR A3 B-3 BAR G3 ||| G3 ||| 0.199999999924
BAR A3 B-3 BAR G3 ||| <UNK> ||| 1.99999999904e-11
BAR E3 F3 G3 ||| F3 ||| 0.166666666642
BAR E3 F3 G3 ||| G3 ||| 0.333333333275
BAR E3 F3 G3 ||| A3 ||| 0.249999999958
BAR E3 F3 G3 ||| C3 ||| 0.083333333325
BAR E3 F3 G3 ||| D3 ||| 0.083333333325
BAR E3 F3 G3 ||| E3 ||| 0.083333333325
BAR E3 F3 G3 ||| <UNK> ||| 8.33333333167e-12
A3 BAR A3 D4 ||| D4 ||| 0.3333333331
A3 BAR A3 D4 ||| <UNK> ||| 3.33333333067e-11
A3 BAR A3 D4 ||| G3 ||| 0.3333333331
A3 BAR A3 D4 ||| C4 ||| 0.3333333331
BAR G3 E4 BAR E4 ||| E4 ||| 0.49999999945
BAR G3 E4 BAR E4 ||| F4 ||| 0.49999999945
BAR G3 E4 BAR E4 ||| <UNK> ||| 4.999999994e-11
D4 BAR C4 C4 ||| <UNK> ||| 1.24999999962e-11
D4 BAR C4 C4 ||| D4 ||| 0.249999999937
D4 BAR C4 C4 ||| B3 ||| 0.499999999862
D4 BAR C4 C4 ||| C4 ||| 0.249999999937
E4 BAR D4 C4 ||| <UNK> ||| 4.3478260865e-12
E4 BAR D4 C4 ||| B-3 ||| 0.0869565217344
E4 BAR D4 C4 ||| D4 ||| 0.260869565195
E4 BAR D4 C4 ||| B3 ||| 0.434782608655
E4 BAR D4 C4 ||| C4 ||| 0.217391304329
F4 BAR G4 F4 ||| E4 ||| 0.555555555419
F4 BAR G4 F4 ||| <UNK> ||| 1.11111111081e-11
F4 BAR G4 F4 ||| F4 ||| 0.222222222174
F4 BAR G4 F4 ||| E-4 ||| 0.222222222174
B3 A3 B3 ||| END ||| 0.130434782599
B3 A3 B3 ||| A3 ||| 0.173913043464
B3 A3 B3 ||| E4 ||| 0.0434782608694
B3 A3 B3 ||| G3 ||| 0.0869565217344
B3 A3 B3 ||| <UNK> ||| 4.3478260865e-12
B3 A3 B3 ||| E3 ||| 0.0434782608694
B3 A3 B3 ||| C4 ||| 0.521739130385
G3 D4 BAR D4 ||| D4 ||| 0.249999999875
G3 D4 BAR D4 ||| <UNK> ||| 2.4999999985e-11
G3 D4 BAR D4 ||| C4 ||| 0.749999999575
BAR B-3 A3 G3 ||| A3 ||| 0.49999999945
BAR B-3 A3 G3 ||| F3 ||| 0.49999999945
BAR B-3 A3 G3 ||| <UNK> ||| 4.999999994e-11
B3 BAR C4 G4 ||| G4 ||| 0.749999999575
B3 BAR C4 G4 ||| F4 ||| 0.249999999875
B3 BAR C4 G4 ||| <UNK> ||| 2.4999999985e-11
D4 G4 G4 BAR ||| G4 ||| 0.49999999945
D4 G4 G4 BAR ||| A4 ||| 0.49999999945
D4 G4 G4 BAR ||| <UNK> ||| 4.999999994e-11
A3 BAR G3 G3 ||| F3 ||| 0.333333333294
A3 BAR G3 G3 ||| G3 ||| 0.444444444391
A3 BAR G3 G3 ||| A3 ||| 0.111111111102
A3 BAR G3 G3 ||| D4 ||| 0.0555555555537
A3 BAR G3 G3 ||| D3 ||| 0.0555555555537
A3 BAR G3 G3 ||| <UNK> ||| 5.55555555481e-12
G3 A3 B3 BAR ||| <UNK> ||| 9.9999999976e-12
G3 A3 B3 BAR ||| B3 ||| 0.099999999986
G3 A3 B3 BAR ||| E3 ||| 0.49999999989
G3 A3 B3 BAR ||| C4 ||| 0.399999999914
C4 D4 BAR D4 ||| G4 ||| 0.153846153825
C4 D4 BAR D4 ||| G3 ||| 0.0769230769166
C4 D4 BAR D4 ||| A3 ||| 0.0769230769166
C4 D4 BAR D4 ||| E4 ||| 0.0769230769166
C4 D4 BAR D4 ||| D4 ||| 0.0769230769166
C4 D4 BAR D4 ||| <UNK> ||| 7.69230769089e-12
C4 D4 BAR D4 ||| C4 ||| 0.53846153837
C4 C4 BAR D4 ||| F4 ||| 0.166666666617
C4 C4 BAR D4 ||| B3 ||| 0.166666666617
C4 C4 BAR D4 ||| E4 ||| 0.333333333217
C4 C4 BAR D4 ||| D4 ||| 0.166666666617
C4 C4 BAR D4 ||| C4 ||| 0.166666666617
C4 C4 BAR D4 ||| <UNK> ||| 1.666666666e-11
E3 F3 D3 BAR ||| C3 ||| 0.499999999725
E3 F3 D3 BAR ||| E3 ||| 0.499999999725
E3 F3 D3 BAR ||| <UNK> ||| 2.4999999985e-11
B3 C4 BAR G3 ||| <UNK> ||| 3.33333333067e-11
B3 C4 BAR G3 ||| A3 ||| 0.3333333331
B3 C4 BAR G3 ||| R ||| 0.3333333331
B3 C4 BAR G3 ||| C4 ||| 0.3333333331
BAR E4 D4 G4 ||| B4 ||| 0.199999999924
BAR E4 D4 G4 ||| G4 ||| 0.399999999828
BAR E4 D4 G4 ||| A4 ||| 0.399999999828
BAR E4 D4 G4 ||| <UNK> ||| 1.99999999904e-11
BAR G4 ||| G4 ||| 0.3333333331
BAR G4 ||| A4 ||| 0.666666666167
BAR G4 ||| <UNK> ||| 3.33333333067e-11
C4 C4 B-3 BAR ||| A3 ||| 0.749999999575
C4 C4 B-3 BAR ||| A-3 ||| 0.249999999875
C4 C4 B-3 BAR ||| <UNK> ||| 2.4999999985e-11
BAR F4 G4 A4 ||| G4 ||| 0.499999999862
BAR F4 G4 A4 ||| A4 ||| 0.124999999975
BAR F4 G4 A4 ||| B-4 ||| 0.3749999999
BAR F4 G4 A4 ||| <UNK> ||| 1.24999999962e-11
BAR C4 D4 BAR D4 ||| D4 ||| 0.499999999725
BAR C4 D4 BAR D4 ||| <UNK> ||| 2.4999999985e-11
BAR C4 D4 BAR D4 ||| C4 ||| 0.499999999725
C4 C4 BAR B-3 ||| B-3 ||| 0.49999999945
C4 C4 BAR B-3 ||| <UNK> ||| 4.999999994e-11
C4 C4 BAR B-3 ||| C4 ||| 0.49999999945
D4 BAR E-4 F4 ||| G4 ||| 0.666666666167
D4 BAR E-4 F4 ||| F4 ||| 0.3333333331
D4 BAR E-4 F4 ||| <UNK> ||| 3.33333333067e-11
BAR E3 F3 BAR G3 ||| A3 ||| 0.499999999725
BAR E3 F3 BAR G3 ||| F3 ||| 0.249999999875
BAR E3 F3 BAR G3 ||| G3 ||| 0.249999999875
BAR E3 F3 BAR G3 ||| <UNK> ||| 2.4999999985e-11
C4 D4 BAR D4 BAR ||| <UNK> ||| 4.999999994e-11
C4 D4 BAR D4 BAR ||| C4 ||| 0.49999999945
C4 D4 BAR D4 BAR ||| B3 ||| 0.49999999945
A3 A3 BAR B3 ||| B-3 ||| 0.49999999945
A3 A3 BAR B3 ||| <UNK> ||| 4.999999994e-11
A3 A3 BAR B3 ||| C4 ||| 0.49999999945
B-3 BAR A3 C4 ||| D4 ||| 0.49999999945
B-3 BAR A3 C4 ||| <UNK> ||| 4.999999994e-11
B-3 BAR A3 C4 ||| B3 ||| 0.49999999945
A3 B-3 A3 BAR ||| A3 ||| 0.749999999575
A3 B-3 A3 BAR ||| G3 ||| 0.249999999875
A3 B-3 A3 BAR ||| <UNK> ||| 2.4999999985e-11
BAR F4 G4 G4 BAR ||| <UNK> ||| 2.4999999985e-11
BAR F4 G4 G4 BAR ||| G4 ||| 0.249999999875
BAR F4 G4 G4 BAR ||| R ||| 0.499999999725
BAR F4 G4 G4 BAR ||| C4 ||| 0.249999999875
BAR D4 D4 C4 ||| <UNK> ||| 8.33333333167e-12
BAR D4 D4 C4 ||| D4 ||| 0.249999999958
BAR D4 D4 C4 ||| B3 ||| 0.583333333225
BAR D4 D4 C4 ||| C4 ||| 0.166666666642
F4 E4 D4 ||| G4 ||| 0.159090909085
F4 E4 D4 ||| G3 ||| 0.0227272727283
F4 E4 D4 ||| C#4 ||| 0.0227272727283
F4 E4 D4 ||| A4 ||| 0.0227272727283
F4 E4 D4 ||| E4 ||| 0.181818181811
F4 E4 D4 ||| <UNK> ||| 2.2727272726e-12
F4 E4 D4 ||| C4 ||| 0.590909090879
F3 G3 G3 BAR ||| <UNK> ||| 1.666666666e-11
F3 G3 G3 BAR ||| F3 ||| 0.166666666617
F3 G3 G3 BAR ||| G3 ||| 0.666666666417
F3 G3 G3 BAR ||| C4 ||| 0.166666666617
F3 F3 E3 ||| G3 ||| 0.499999999725
F3 F3 E3 ||| E3 ||| 0.499999999725
F3 F3 E3 ||| <UNK> ||| 2.4999999985e-11
BAR A3 BAR G3 ||| F3 ||| 0.399999999828
BAR A3 BAR G3 ||| G3 ||| 0.599999999732
BAR A3 BAR G3 ||| <UNK> ||| 1.99999999904e-11
BAR G4 R G4 BAR ||| G4 ||| 0.249999999875
BAR G4 R G4 BAR ||| F4 ||| 0.749999999575
BAR G4 R G4 BAR ||| <UNK> ||| 2.4999999985e-11
B3 A3 B3 BAR ||| <UNK> ||| 6.6666666656e-12
B3 A3 B3 BAR ||| A3 ||| 0.266666666631
B3 A3 B3 BAR ||| R ||| 0.0666666666627
B3 A3 B3 BAR ||| G3 ||| 0.133333333319
B3 A3 B3 BAR ||| C4 ||| 0.533333333255
B3 A3 E4 ||| E4 ||| 0.49999999945
B3 A3 E4 ||| D4 ||| 0.49999999945
B3 A3 E4 ||| <UNK> ||| 4.999999994e-11
G4 G4 BAR G4 ||| F#4 ||| 0.0606060606047
G4 G4 BAR G4 ||| G4 ||| 0.151515151507
G4 G4 BAR G4 ||| F4 ||| 0.333333333312
G4 G4 BAR G4 ||| R ||| 0.0606060606047
G4 G4 BAR G4 ||| A4 ||| 0.151515151507
G4 G4 BAR G4 ||| E4 ||| 0.0606060606047
G4 G4 BAR G4 ||| D4 ||| 0.121212121206
G4 G4 BAR G4 ||| <UNK> ||| 3.03030303008e-12
G4 G4 BAR G4 ||| C4 ||| 0.0606060606047
A3 G#3 A3 BAR ||| A3 ||| 0.3749999999
A3 G#3 A3 BAR ||| <UNK> ||| 1.24999999962e-11
A3 G#3 A3 BAR ||| G3 ||| 0.124999999975
A3 G#3 A3 BAR ||| D4 ||| 0.124999999975
A3 G#3 A3 BAR ||| B3 ||| 0.3749999999
C4 B-3 A3 ||| G3 ||| 0.357142857089
C4 B-3 A3 ||| B-3 ||| 0.0714285714235
C4 B-3 A3 ||| A3 ||| 0.0714285714235
C4 B-3 A3 ||| B3 ||| 0.285714285672
C4 B-3 A3 ||| D4 ||| 0.0714285714235
C4 B-3 A3 ||| <UNK> ||| 7.14285714163e-12
C4 B-3 A3 ||| C4 ||| 0.14285714284
G3 A3 A3 BAR ||| A3 ||| 0.49999999945
G3 A3 A3 BAR ||| G3 ||| 0.49999999945
G3 A3 A3 BAR ||| <UNK> ||| 4.999999994e-11
BAR D4 B3 A3 ||| A3 ||| 0.3333333331
BAR D4 B3 A3 ||| <UNK> ||| 3.33333333067e-11
BAR D4 B3 A3 ||| G3 ||| 0.3333333331
BAR D4 B3 A3 ||| B3 ||| 0.3333333331
BAR E4 G4 G4 ||| G4 ||| 0.3333333331
BAR E4 G4 G4 ||| A4 ||| 0.666666666167
BAR E4 G4 G4 ||| <UNK> ||| 3.33333333067e-11
D3 F3 BAR E3 ||| END ||| 0.49999999945
D3 F3 BAR E3 ||| D3 ||| 0.49999999945
D3 F3 BAR E3 ||| <UNK> ||| 4.999999994e-11
G3 BAR F3 G3 ||| A3 ||| 0.833333333175
G3 BAR F3 G3 ||| G3 ||| 0.083333333325
G3 BAR F3 G3 ||| D4 ||| 0.083333333325
G3 BAR F3 G3 ||| <UNK> ||| 8.33333333167e-12
D4 BAR G3 G3 ||| F3 ||| 0.199999999924
D4 BAR G3 G3 ||| G3 ||| 0.399999999828
D4 BAR G3 G3 ||| F#3 ||| 0.399999999828
D4 BAR G3 G3 ||| <UNK> ||| 1.99999999904e-11
G#3 A3 BAR B3 ||| <UNK> ||| 1.99999999904e-11
G#3 A3 BAR B3 ||| A3 ||| 0.399999999828
G#3 A3 BAR B3 ||| R ||| 0.199999999924
G#3 A3 BAR B3 ||| C4 ||| 0.399999999828
A3 BAR B3 C4 BAR ||| <UNK> ||| 2.4999999985e-11
A3 BAR B3 C4 BAR ||| G4 ||| 0.499999999725
A3 BAR B3 C4 BAR ||| C4 ||| 0.499999999725
G#3 A3 BAR A3 ||| <UNK> ||| 3.33333333067e-11
G#3 A3 BAR A3 ||| G3 ||| 0.666666666167
G#3 A3 BAR A3 ||| B3 ||| 0.3333333331
BAR E3 E3 E3 BAR ||| A3 ||| 0.49999999945
BAR E3 E3 E3 BAR ||| D3 ||| 0.49999999945
BAR E3 E3 E3 BAR ||| <UNK> ||| 4.999999994e-11
E-4 D4 G4 BAR ||| G4 ||| 0.249999999937
E-4 D4 G4 BAR ||| F4 ||| 0.749999999787
E-4 D4 G4 BAR ||| <UNK> ||| 1.24999999962e-11
BAR G3 C4 C4 ||| D4 ||| 0.599999999732
BAR G3 C4 C4 ||| <UNK> ||| 1.99999999904e-11
BAR G3 C4 C4 ||| A3 ||| 0.199999999924
BAR G3 C4 C4 ||| B3 ||| 0.199999999924
B-3 B-3 BAR B3 ||| A3 ||| 0.199999999924
B-3 B-3 BAR B3 ||| <UNK> ||| 1.99999999904e-11
B-3 B-3 BAR B3 ||| C4 ||| 0.799999999636
F#3 E3 F#3 BAR ||| G3 ||| 0.3333333331
F#3 E3 F#3 BAR ||| D3 ||| 0.666666666167
F#3 E3 F#3 BAR ||| <UNK> ||| 3.33333333067e-11
E4 B3 BAR C4 ||| B-3 ||| 0.333333333217
E4 B3 BAR C4 ||| D4 ||| 0.166666666617
E4 B3 BAR C4 ||| R ||| 0.333333333217
E4 B3 BAR C4 ||| G3 ||| 0.166666666617
E4 B3 BAR C4 ||| <UNK> ||| 1.666666666e-11
C4 B3 B3 BAR ||| <UNK> ||| 5.26315789407e-12
C4 B3 B3 BAR ||| A3 ||| 0.052631578946
C4 B3 B3 BAR ||| C4 ||| 0.894736841998
C4 B3 B3 BAR ||| B3 ||| 0.052631578946
E4 E4 D4 ||| <UNK> ||| 9.9999999976e-12
E4 E4 D4 ||| E4 ||| 0.199999999962
E4 E4 D4 ||| D4 ||| 0.399999999914
E4 E4 D4 ||| C4 ||| 0.299999999938
E4 E4 D4 ||| C#4 ||| 0.099999999986
C4 B3 E4 BAR ||| <UNK> ||| 9.09090908893e-12
C4 B3 E4 BAR ||| E4 ||| 0.636363636234
C4 B3 E4 BAR ||| D4 ||| 0.0909090908983
C4 B3 E4 BAR ||| G4 ||| 0.181818181788
C4 B3 E4 BAR ||| C4 ||| 0.0909090908983
F#4 G4 G4 BAR ||| G4 ||| 0.666666666417
F#4 G4 G4 BAR ||| F4 ||| 0.166666666617
F#4 G4 G4 BAR ||| A4 ||| 0.166666666617
F#4 G4 G4 BAR ||| <UNK> ||| 1.666666666e-11
F4 F4 E4 ||| E4 ||| 0.3333333331
F4 F4 E4 ||| D4 ||| 0.3333333331
F4 F4 E4 ||| F4 ||| 0.3333333331
F4 F4 E4 ||| <UNK> ||| 3.33333333067e-11
B3 F4 E4 ||| E4 ||| 0.249999999875
B3 F4 E4 ||| D4 ||| 0.249999999875
B3 F4 E4 ||| END ||| 0.499999999725
B3 F4 E4 ||| <UNK> ||| 2.4999999985e-11
G4 G4 A4 ||| D4 ||| 0.249999999937
G4 G4 A4 ||| G4 ||| 0.249999999937
G4 G4 A4 ||| A4 ||| 0.249999999937
G4 G4 A4 ||| B-4 ||| 0.249999999937
G4 G4 A4 ||| <UNK> ||| 1.24999999962e-11
BAR E3 A3 G3 ||| F3 ||| 0.49999999945
BAR E3 A3 G3 ||| F#3 ||| 0.49999999945
BAR E3 A3 G3 ||| <UNK> ||| 4.999999994e-11
BAR F#3 BAR ||| G3 ||| 0.666666666167
BAR F#3 BAR ||| D3 ||| 0.3333333331
BAR F#3 BAR ||| <UNK> ||| 3.33333333067e-11
B3 E4 D4 ||| <UNK> ||| 3.33333333067e-11
B3 E4 D4 ||| B3 ||| 0.666666666167
B3 E4 D4 ||| C4 ||| 0.3333333331
A3 BAR G3 B3 ||| E4 ||| 0.666666666167
A3 BAR G3 B3 ||| <UNK> ||| 3.33333333067e-11
A3 BAR G3 B3 ||| C4 ||| 0.3333333331
BAR G3 G3 G3 BAR ||| F3 ||| 0.3333333331
BAR G3 G3 G3 BAR ||| G3 ||| 0.666666666167
BAR G3 G3 G3 BAR ||| <UNK> ||| 3.33333333067e-11
C4 B3 A3 ||| F#3 ||| 0.0294117647067
C4 B3 A3 ||| G3 ||| 0.20588235293
C4 B3 A3 ||| B3 ||| 0.588235294079
C4 B3 A3 ||| E4 ||| 0.0588235294106
C4 B3 A3 ||| D4 ||| 0.0882352941144
C4 B3 A3 ||| <UNK> ||| 2.94117647038e-12
C4 B3 A3 ||| C4 ||| 0.0294117647067
G3 G3 F3 ||| F3 ||| 0.199999999962
G3 G3 F3 ||| G3 ||| 0.099999999986
G3 G3 F3 ||| E3 ||| 0.699999999842
G3 G3 F3 ||| <UNK> ||| 9.9999999976e-12
F#3 BAR D3 E3 ||| F3 ||| 0.666666666167
F#3 BAR D3 E3 ||| E3 ||| 0.3333333331
F#3 BAR D3 E3 ||| <UNK> ||| 3.33333333067e-11
B-3 A3 BAR G3 ||| F3 ||| 0.3333333331
B-3 A3 BAR G3 ||| G3 ||| 0.666666666167
B-3 A3 BAR G3 ||| <UNK> ||| 3.33333333067e-11
F3 A3 BAR A3 ||| G#3 ||| 0.49999999945
F3 A3 BAR A3 ||| F#3 ||| 0.49999999945
F3 A3 BAR A3 ||| <UNK> ||| 4.999999994e-11
F3 BAR E3 F3 ||| G3 ||| 0.666666666167
F3 BAR E3 F3 ||| E3 ||| 0.3333333331
F3 BAR E3 F3 ||| <UNK> ||| 3.33333333067e-11
G4 BAR E4 E4 BAR ||| E4 ||| 0.49999999945
G4 BAR E4 E4 BAR ||| F4 ||| 0.49999999945
G4 BAR E4 E4 BAR ||| <UNK> ||| 4.999999994e-11
G3 BAR G3 A3 ||| F#3 ||| 0.117647058813
G3 BAR G3 A3 ||| G3 ||| 0.294117647023
G3 BAR G3 A3 ||| A3 ||| 0.23529411762
G3 BAR G3 A3 ||| B3 ||| 0.294117647023
G3 BAR G3 A3 ||| D3 ||| 0.0588235294093
G3 BAR G3 A3 ||| <UNK> ||| 5.88235294035e-12
BAR G3 F3 G3 ||| A3 ||| 0.166666666617
BAR G3 F3 G3 ||| <UNK> ||| 1.666666666e-11
BAR G3 F3 G3 ||| A-3 ||| 0.166666666617
BAR G3 F3 G3 ||| C4 ||| 0.666666666417
D4 B3 BAR E4 ||| A3 ||| 0.499999999725
D4 B3 BAR E4 ||| END ||| 0.249999999875
D4 B3 BAR E4 ||| D4 ||| 0.249999999875
D4 B3 BAR E4 ||| <UNK> ||| 2.4999999985e-11
BAR E4 F4 G4 ||| G4 ||| 0.346153846126
BAR E4 F4 G4 ||| F4 ||| 0.230769230752
BAR E4 F4 G4 ||| A4 ||| 0.192307692294
BAR E4 F4 G4 ||| E4 ||| 0.115384615378
BAR E4 F4 G4 ||| F#4 ||| 0.0384615384618
BAR E4 F4 G4 ||| D4 ||| 0.0384615384618
BAR E4 F4 G4 ||| <UNK> ||| 3.8461538458e-12
BAR E4 F4 G4 ||| C4 ||| 0.0384615384618
B3 BAR E4 F4 ||| G4 ||| 0.49999999945
B3 BAR E4 F4 ||| F4 ||| 0.49999999945
B3 BAR E4 F4 ||| <UNK> ||| 4.999999994e-11
F3 BAR E3 G3 ||| F#3 ||| 0.49999999945
F3 BAR E3 G3 ||| G3 ||| 0.49999999945
F3 BAR E3 G3 ||| <UNK> ||| 4.999999994e-11
E3 BAR G3 F#3 ||| D4 ||| 0.49999999945
E3 BAR G3 F#3 ||| G3 ||| 0.49999999945
E3 BAR G3 F#3 ||| <UNK> ||| 4.999999994e-11
B3 C4 B3 ||| G4 ||| 0.0476190476184
B3 C4 B3 ||| END ||| 0.0476190476184
B3 C4 B3 ||| B4 ||| 0.0476190476184
B3 C4 B3 ||| A3 ||| 0.571428571368
B3 C4 B3 ||| B3 ||| 0.285714285686
B3 C4 B3 ||| <UNK> ||| 4.76190476136e-12
G3 G3 A3 BAR ||| G3 ||| 0.222222222174
G3 G3 A3 BAR ||| B-3 ||| 0.222222222174
G3 G3 A3 BAR ||| A3 ||| 0.111111111093
G3 G3 A3 BAR ||| B3 ||| 0.333333333256
G3 G3 A3 BAR ||| D3 ||| 0.111111111093
G3 G3 A3 BAR ||| <UNK> ||| 1.11111111081e-11
G3 BAR C4 C4 ||| <UNK> ||| 3.33333333067e-11
G3 BAR C4 C4 ||| D4 ||| 0.3333333331
G3 BAR C4 C4 ||| B3 ||| 0.3333333331
G3 BAR C4 C4 ||| C4 ||| 0.3333333331
C4 G3 BAR A3 ||| F3 ||| 0.666666666167
C4 G3 BAR A3 ||| D3 ||| 0.3333333331
C4 G3 BAR A3 ||| <UNK> ||| 3.33333333067e-11
C4 D4 B3 ||| <UNK> ||| 1.42857142808e-11
C4 D4 B3 ||| A3 ||| 0.142857142822
C4 D4 B3 ||| C4 ||| 0.571428571247
C4 D4 B3 ||| D4 ||| 0.142857142822
C4 D4 B3 ||| B3 ||| 0.142857142822
BAR F4 B3 BAR C4 ||| <UNK> ||| 4.999999994e-11
BAR F4 B3 BAR C4 ||| F3 ||| 0.49999999945
BAR F4 B3 BAR C4 ||| B3 ||| 0.49999999945
E-3 F3 E-3 ||| B-3 ||| 0.199999999924
E-3 F3 E-3 ||| A-3 ||| 0.399999999828
E-3 F3 E-3 ||| E-3 ||| 0.399999999828
E-3 F3 E-3 ||| <UNK> ||| 1.99999999904e-11
D4 E-4 BAR E-4 ||| D4 ||| 0.49999999945
D4 E-4 BAR E-4 ||| F4 ||| 0.49999999945
D4 E-4 BAR E-4 ||| <UNK> ||| 4.999999994e-11
F4 F4 G4 ||| E4 ||| 0.285714285631
F4 F4 G4 ||| F4 ||| 0.142857142822
F4 F4 G4 ||| A4 ||| 0.142857142822
F4 F4 G4 ||| B-4 ||| 0.428571428439
F4 F4 G4 ||| <UNK> ||| 1.42857142808e-11
BAR G4 A4 ||| B4 ||| 0.49999999945
BAR G4 A4 ||| G4 ||| 0.49999999945
BAR G4 A4 ||| <UNK> ||| 4.999999994e-11
E3 BAR E3 F3 ||| G3 ||| 0.49999999945
E3 BAR E3 F3 ||| E3 ||| 0.49999999945
E3 BAR E3 F3 ||| <UNK> ||| 4.999999994e-11
BAR E4 BAR D4 ||| D4 ||| 0.49999999945
BAR E4 BAR D4 ||| <UNK> ||| 4.999999994e-11
BAR E4 BAR D4 ||| C4 ||| 0.49999999945
BAR C4 G3 BAR G3 ||| G#3 ||| 0.49999999945
BAR C4 G3 BAR G3 ||| G3 ||| 0.49999999945
BAR C4 G3 BAR G3 ||| <UNK> ||| 4.999999994e-11
B-3 B-3 BAR B-3 ||| B-3 ||| 0.333333333217
B-3 B-3 BAR B-3 ||| A-3 ||| 0.333333333217
B-3 B-3 BAR B-3 ||| R ||| 0.166666666617
B-3 B-3 BAR B-3 ||| F3 ||| 0.166666666617
B-3 B-3 BAR B-3 ||| <UNK> ||| 1.666666666e-11
E4 BAR F4 G4 BAR ||| G4 ||| 0.49999999945
E4 BAR F4 G4 BAR ||| G#4 ||| 0.49999999945
E4 BAR F4 G4 BAR ||| <UNK> ||| 4.999999994e-11
F3 E3 G3 BAR ||| F3 ||| 0.249999999875
F3 E3 G3 BAR ||| G3 ||| 0.749999999575
F3 E3 G3 BAR ||| <UNK> ||| 2.4999999985e-11
BAR A3 A3 G3 ||| A3 ||| 0.124999999975
BAR A3 A3 G3 ||| F3 ||| 0.499999999862
BAR A3 A3 G3 ||| G3 ||| 0.3749999999
BAR A3 A3 G3 ||| <UNK> ||| 1.24999999962e-11
BAR B3 A3 A3 ||| A3 ||| 0.3333333331
BAR B3 A3 A3 ||| G3 ||| 0.666666666167
BAR B3 A3 A3 ||| <UNK> ||| 3.33333333067e-11
G4 F4 E-4 ||| D4 ||| 0.944444444324
G4 F4 E-4 ||| F4 ||| 0.0555555555537
G4 F4 E-4 ||| <UNK> ||| 5.55555555481e-12
BAR C4 B-3 C4 ||| D4 ||| 0.666666666167
BAR C4 B-3 C4 ||| <UNK> ||| 3.33333333067e-11
BAR C4 B-3 C4 ||| C4 ||| 0.3333333331
BAR A3 G3 G3 BAR ||| F#3 ||| 0.099999999986
BAR A3 G3 G3 BAR ||| G3 ||| 0.899999999794
BAR A3 G3 G3 BAR ||| <UNK> ||| 9.9999999976e-12
G3 BAR G3 C4 ||| B-3 ||| 0.499999999725
G3 BAR G3 C4 ||| D4 ||| 0.249999999875
G3 BAR G3 C4 ||| <UNK> ||| 2.4999999985e-11
G3 BAR G3 C4 ||| C4 ||| 0.249999999875
E4 C4 G4 BAR ||| E4 ||| 0.249999999875
