3
F3 E3 F3 BAR ||| F3 ||| 0.0952363945967
E3 A3 A3 BAR ||| A3 ||| 0.249993125206
E3 A3 A3 BAR ||| B3 ||| 0.18749500015
E3 A3 A3 BAR ||| E4 ||| 0.249993125206
E3 A3 A3 BAR ||| D4 ||| 0.18749500015
E3 A3 A3 BAR ||| <UNK> ||| 6.24981250562e-07
G#4 A4 G4 ||| F#4 ||| 0.499885027593
G#4 A4 G4 ||| F4 ||| 0.499885027593
G#4 A4 G4 ||| <UNK> ||| 4.99880028793e-06
BAR R BAR F4 E4 ||| D4 ||| 0.999530225492
BAR R BAR F4 E4 ||| <UNK> ||| 9.99520230289e-06
C3 BAR G3 B3 ||| A3 ||| 0.499885027593
C3 BAR G3 B3 ||| <UNK> ||| 4.99880028793e-06
C3 BAR G3 B3 ||| C4 ||| 0.499885027593
R A3 BAR A3 ||| G#3 ||| 0.999530225492
R A3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
C#3 D3 D#3 BAR ||| E3 ||| 0.999765056386
C#3 D3 D#3 BAR ||| <UNK> ||| 4.99880028793e-06
D#4 E4 G#3 BAR ||| A3 ||| 0.999530225492
D#4 E4 G#3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR D3 B2 G2 BAR ||| C3 ||| 0.999530225492
BAR D3 B2 G2 BAR ||| <UNK> ||| 9.99520230289e-06
D3 E3 BAR F2 ||| G2 ||| 0.999530225492
D3 E3 BAR F2 ||| <UNK> ||| 9.99520230289e-06
F3 E3 A3 ||| <UNK> ||| 1.666533344e-06
F3 E3 A3 ||| G3 ||| 0.499961669733
F3 E3 A3 ||| D3 ||| 0.166655000933
F3 E3 A3 ||| B3 ||| 0.333308335333
G3 D3 G3 ||| <UNK> ||| 4.99880028793e-06
G3 D3 G3 ||| F#3 ||| 0.499885027593
G3 D3 G3 ||| C4 ||| 0.499885027593
A3 BAR G#3 F#3 ||| G#3 ||| 0.666563349864
A3 BAR G#3 F#3 ||| E3 ||| 0.333283341332
A3 BAR G#3 F#3 ||| <UNK> ||| 3.33280008532e-06
BAR B3 G3 A3 ||| <UNK> ||| 1.2499250045e-06
BAR B3 G3 A3 ||| B3 ||| 0.749956252625
BAR B3 G3 A3 ||| D3 ||| 0.124993750375
BAR B3 G3 A3 ||| C4 ||| 0.124993750375
A3 E3 C4 BAR ||| F#3 ||| 0.999530225492
A3 E3 C4 BAR ||| <UNK> ||| 9.99520230289e-06
G3 BAR C3 BAR R BAR ||| R ||| 0.999530225492
G3 BAR C3 BAR R BAR ||| <UNK> ||| 9.99520230289e-06
BAR E3 F3 BAR C3 ||| END ||| 0.999530225492
BAR E3 F3 BAR C3 ||| <UNK> ||| 9.99520230289e-06
A3 BAR E3 BAR E3 ||| D3 ||| 0.999530225492
A3 BAR E3 BAR E3 ||| <UNK> ||| 9.99520230289e-06
A2 E3 F3 BAR ||| E3 ||| 0.999530225492
A2 E3 F3 BAR ||| <UNK> ||| 9.99520230289e-06
E3 A3 BAR D4 ||| E4 ||| 0.999765056386
E3 A3 BAR D4 ||| <UNK> ||| 4.99880028793e-06
D3 BAR C3 G3 ||| A3 ||| 0.999530225492
D3 BAR C3 G3 ||| <UNK> ||| 9.99520230289e-06
BAR C3 D3 BAR G3 ||| E3 ||| 0.999530225492
BAR C3 D3 BAR G3 ||| <UNK> ||| 9.99520230289e-06
BAR C4 D4 E4 ||| F#4 ||| 0.0317459486023
BAR C4 D4 E4 ||| F4 ||| 0.238093582779
BAR C4 D4 E4 ||| A3 ||| 0.0634917384756
BAR C4 D4 E4 ||| B3 ||| 0.0158730536656
BAR C4 D4 E4 ||| E4 ||| 0.047618843539
BAR C4 D4 E4 ||| D4 ||| 0.158729108096
BAR C4 D4 E4 ||| <UNK> ||| 1.58728949367e-07
BAR C4 D4 E4 ||| E3 ||| 0.0793646334123
BAR C4 D4 E4 ||| C4 ||| 0.365076742272
F3 D3 G3 ||| F3 ||| 0.166655000933
F3 D3 G3 ||| F4 ||| 0.166655000933
F3 D3 G3 ||| G2 ||| 0.666615004133
F3 D3 G3 ||| <UNK> ||| 1.666533344e-06
BAR G2 E3 BAR A3 ||| <UNK> ||| 4.99880028793e-06
BAR G2 E3 BAR A3 ||| D3 ||| 0.499885027593
BAR G2 E3 BAR A3 ||| B3 ||| 0.499885027593
E3 C3 G2 BAR ||| C3 ||| 0.999530225492
E3 C3 G2 BAR ||| <UNK> ||| 9.99520230289e-06
G4 G3 BAR C4 BAR ||| C3 ||| 0.2499725033
G4 G3 BAR C4 BAR ||| <UNK> ||| 2.499700036e-06
G4 G3 BAR C4 BAR ||| R ||| 0.2499725033
G4 G3 BAR C4 BAR ||| C4 ||| 0.499942506899
D4 E4 BAR A4 ||| G4 ||| 0.666563349864
D4 E4 BAR A4 ||| F4 ||| 0.333283341332
D4 E4 BAR A4 ||| <UNK> ||| 3.33280008532e-06
F3 C4 A3 BAR ||| E4 ||| 0.666563349864
F3 C4 A3 BAR ||| G3 ||| 0.333283341332
F3 C4 A3 BAR ||| <UNK> ||| 3.33280008532e-06
C3 BAR G3 BAR C3 ||| <UNK> ||| 9.99520230289e-06
C3 BAR G3 BAR C3 ||| C4 ||| 0.999530225492
D3 BAR A2 R ||| A3 ||| 0.499885027593
D3 BAR A2 R ||| A2 ||| 0.499885027593
D3 BAR A2 R ||| <UNK> ||| 4.99880028793e-06
D4 G3 BAR B3 ||| G3 ||| 0.999530225492
D4 G3 BAR B3 ||| <UNK> ||| 9.99520230289e-06
B-3 BAR A3 A-3 ||| G3 ||| 0.999530225492
B-3 BAR A3 A-3 ||| <UNK> ||| 9.99520230289e-06
R C3 BAR G3 ||| A3 ||| 0.999765056386
R C3 BAR G3 ||| <UNK> ||| 4.99880028793e-06
E4 F4 A3 ||| <UNK> ||| 9.99520230289e-06
E4 F4 A3 ||| B3 ||| 0.999530225492
A3 D4 A3 ||| G3 ||| 0.999906009023
A3 D4 A3 ||| <UNK> ||| 1.99980801843e-06
G3 BAR C4 B3 BAR ||| <UNK> ||| 1.666533344e-06
G3 BAR C4 B3 BAR ||| A3 ||| 0.333308335333
G3 BAR C4 B3 BAR ||| F#3 ||| 0.333308335333
G3 BAR C4 B3 BAR ||| C4 ||| 0.333308335333
BAR A3 A4 BAR D4 ||| E4 ||| 0.999882514098
BAR A3 A4 BAR D4 ||| <UNK> ||| 2.499700036e-06
A4 E4 A3 ||| END ||| 0.999530225492
A4 E4 A3 ||| <UNK> ||| 9.99520230289e-06
F3 B-3 BAR B-3 ||| A3 ||| 0.999765056386
F3 B-3 BAR B-3 ||| <UNK> ||| 4.99880028793e-06
R A3 BAR B3 ||| C#4 ||| 0.499885027593
R A3 BAR B3 ||| <UNK> ||| 4.99880028793e-06
R A3 BAR B3 ||| C4 ||| 0.499885027593
G4 A4 F#4 BAR ||| G4 ||| 0.999530225492
G4 A4 F#4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR G#3 A3 BAR A3 ||| G3 ||| 0.999530225492
BAR G#3 A3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
A2 B2 C3 ||| G2 ||| 0.0833320833583
A2 B2 C3 ||| C#3 ||| 0.0416662500083
A2 B2 C3 ||| A2 ||| 0.0416662500083
A2 B2 C3 ||| B2 ||| 0.0416662500083
A2 B2 C3 ||| D3 ||| 0.749985416958
A2 B2 C3 ||| E3 ||| 0.0416662500083
A2 B2 C3 ||| <UNK> ||| 4.166583335e-07
BAR A2 A3 B3 BAR ||| <UNK> ||| 3.33280008532e-06
BAR A2 A3 B3 BAR ||| C4 ||| 0.999843358396
E3 B3 BAR C4 ||| <UNK> ||| 4.99880028793e-06
E3 B3 BAR C4 ||| B3 ||| 0.999765056386
BAR A2 BAR ||| A3 ||| 0.812476250712
BAR A2 BAR ||| A2 ||| 0.0624987500375
BAR A2 BAR ||| E3 ||| 0.124996875094
BAR A2 BAR ||| <UNK> ||| 6.24981250562e-07
BAR C4 BAR G3 A3 ||| <UNK> ||| 9.99520230289e-06
BAR C4 BAR G3 A3 ||| B3 ||| 0.999530225492
D#4 E4 A3 ||| <UNK> ||| 4.99880028793e-06
D#4 E4 A3 ||| B3 ||| 0.999765056386
F#4 G4 E4 BAR ||| C#4 ||| 0.333283341332
F#4 G4 E4 BAR ||| A3 ||| 0.333283341332
F#4 G4 E4 BAR ||| F#4 ||| 0.333283341332
F#4 G4 E4 BAR ||| <UNK> ||| 3.33280008532e-06
B3 E3 D4 ||| <UNK> ||| 3.33280008532e-06
B3 E3 D4 ||| C4 ||| 0.999843358396
BAR F4 R E4 ||| D4 ||| 0.999530225492
BAR F4 R E4 ||| <UNK> ||| 9.99520230289e-06
D3 G2 G#3 BAR ||| A3 ||| 0.999530225492
D3 G2 G#3 BAR ||| <UNK> ||| 9.99520230289e-06
B-4 C#4 D4 BAR ||| G3 ||| 0.999530225492
B-4 C#4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR F#3 G3 C4 ||| D4 ||| 0.499885027593
BAR F#3 G3 C4 ||| END ||| 0.499885027593
BAR F#3 G3 C4 ||| <UNK> ||| 4.99880028793e-06
G2 G3 C#3 BAR ||| D3 ||| 0.999530225492
G2 G3 C#3 BAR ||| <UNK> ||| 9.99520230289e-06
G4 G3 A3 ||| A3 ||| 0.999530225492
G4 G3 A3 ||| <UNK> ||| 9.99520230289e-06
A2 E3 D3 BAR ||| C3 ||| 0.999843358396
A2 E3 D3 BAR ||| <UNK> ||| 3.33280008532e-06
E3 D3 C#3 BAR ||| D3 ||| 0.999882514098
E3 D3 C#3 BAR ||| <UNK> ||| 2.499700036e-06
F2 E2 F2 ||| D2 ||| 0.999530225492
F2 E2 F2 ||| <UNK> ||| 9.99520230289e-06
E4 BAR A3 A3 ||| END ||| 0.333283341332
E4 BAR A3 A3 ||| <UNK> ||| 3.33280008532e-06
E4 BAR A3 A3 ||| G3 ||| 0.333283341332
E4 BAR A3 A3 ||| B3 ||| 0.333283341332
BAR R BAR F3 BAR F3 ||| E3 ||| 0.999530225492
BAR R BAR F3 BAR F3 ||| <UNK> ||| 9.99520230289e-06
F3 C3 BAR C4 ||| G3 ||| 0.999765056386
F3 C3 BAR C4 ||| <UNK> ||| 4.99880028793e-06
G#2 A2 C3 ||| E3 ||| 0.999530225492
G#2 A2 C3 ||| <UNK> ||| 9.99520230289e-06
D4 G#3 E3 BAR ||| A3 ||| 0.999765056386
D4 G#3 E3 BAR ||| <UNK> ||| 4.99880028793e-06
A2 B2 C3 BAR ||| C3 ||| 0.142848776084
A2 B2 C3 BAR ||| G#3 ||| 0.142848776084
A2 B2 C3 BAR ||| <UNK> ||| 1.4284734761e-06
A2 B2 C3 BAR ||| F2 ||| 0.285696123694
A2 B2 C3 BAR ||| D3 ||| 0.428543471305
E3 F3 C3 ||| D3 ||| 0.999843358396
E3 F3 C3 ||| <UNK> ||| 3.33280008532e-06
BAR A4 E4 A3 ||| A4 ||| 0.999530225492
BAR A4 E4 A3 ||| <UNK> ||| 9.99520230289e-06
BAR D3 C3 ||| B2 ||| 0.999530225492
BAR D3 C3 ||| <UNK> ||| 9.99520230289e-06
F4 G4 BAR G4 ||| END ||| 0.499885027593
F4 G4 BAR G4 ||| F#4 ||| 0.499885027593
F4 G4 BAR G4 ||| <UNK> ||| 4.99880028793e-06
F#3 E3 F#3 ||| G#3 ||| 0.666563349864
F#3 E3 F#3 ||| G3 ||| 0.333283341332
F#3 E3 F#3 ||| <UNK> ||| 3.33280008532e-06
G3 BAR A-3 A3 ||| B-3 ||| 0.999530225492
G3 BAR A-3 A3 ||| <UNK> ||| 9.99520230289e-06
B2 G2 A2 ||| B2 ||| 0.999530225492
B2 G2 A2 ||| <UNK> ||| 9.99520230289e-06
D#3 E3 G#3 BAR ||| A3 ||| 0.999765056386
D#3 E3 G#3 BAR ||| <UNK> ||| 4.99880028793e-06
F3 G3 F#3 BAR ||| G3 ||| 0.999530225492
F3 G3 F#3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A2 A3 D3 ||| E3 ||| 0.999765056386
BAR A2 A3 D3 ||| <UNK> ||| 4.99880028793e-06
C4 D4 A3 BAR ||| D3 ||| 0.999530225492
C4 D4 A3 BAR ||| <UNK> ||| 9.99520230289e-06
C3 D3 E3 ||| F3 ||| 0.575753539974
C3 D3 E3 ||| A3 ||| 0.0454543663925
C3 D3 E3 ||| A2 ||| 0.060605771352
C3 D3 E3 ||| F#3 ||| 0.0909085812709
C3 D3 E3 ||| C3 ||| 0.12121139119
C3 D3 E3 ||| D3 ||| 0.10605998623
C3 D3 E3 ||| <UNK> ||| 1.51514049595e-07
A3 A3 A3 ||| G3 ||| 0.999530225492
A3 A3 A3 ||| <UNK> ||| 9.99520230289e-06
G3 BAR A2 B2 ||| C3 ||| 0.999530225492
G3 BAR A2 B2 ||| <UNK> ||| 9.99520230289e-06
R C3 BAR C4 ||| <UNK> ||| 9.99520230289e-06
R C3 BAR C4 ||| B3 ||| 0.999530225492
A3 BAR B3 E4 ||| A3 ||| 0.999530225492
A3 BAR B3 E4 ||| <UNK> ||| 9.99520230289e-06
BAR E3 E4 B3 ||| A3 ||| 0.999765056386
BAR E3 E4 B3 ||| <UNK> ||| 4.99880028793e-06
D3 D4 D4 ||| <UNK> ||| 9.99520230289e-06
D3 D4 D4 ||| B3 ||| 0.999530225492
G4 BAR C#4 B3 ||| C#4 ||| 0.999530225492
G4 BAR C#4 B3 ||| <UNK> ||| 9.99520230289e-06
E3 E3 D#3 BAR ||| E3 ||| 0.999530225492
E3 E3 D#3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 D4 D3 ||| G3 ||| 0.999530225492
BAR C4 D4 D3 ||| <UNK> ||| 9.99520230289e-06
BAR B3 C4 C#4 ||| D4 ||| 0.999843358396
BAR B3 C4 C#4 ||| <UNK> ||| 3.33280008532e-06
A2 BAR G#2 E2 ||| A2 ||| 0.999530225492
A2 BAR G#2 E2 ||| <UNK> ||| 9.99520230289e-06
G3 BAR A3 A3 ||| F3 ||| 0.333283341332
G3 BAR A3 A3 ||| G3 ||| 0.333283341332
G3 BAR A3 A3 ||| D3 ||| 0.333283341332
G3 BAR A3 A3 ||| <UNK> ||| 3.33280008532e-06
BAR C4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 BAR E4 ||| C4 ||| 0.999530225492
BAR E3 G3 BAR C4 ||| <UNK> ||| 4.99880028793e-06
BAR E3 G3 BAR C4 ||| B3 ||| 0.999765056386
F3 B-3 A3 ||| G3 ||| 0.999882514098
F3 B-3 A3 ||| <UNK> ||| 2.499700036e-06
A3 E4 E3 BAR ||| A3 ||| 0.999765056386
A3 E4 E3 BAR ||| <UNK> ||| 4.99880028793e-06
A3 BAR D3 A2 ||| G2 ||| 0.999530225492
A3 BAR D3 A2 ||| <UNK> ||| 9.99520230289e-06
G3 BAR C4 G3 BAR ||| <UNK> ||| 3.33280008532e-06
G3 BAR C4 G3 BAR ||| G4 ||| 0.666563349864
G3 BAR C4 G3 BAR ||| C4 ||| 0.333283341332
BAR B-2 G2 D3 ||| A2 ||| 0.999530225492
BAR B-2 G2 D3 ||| <UNK> ||| 9.99520230289e-06
C4 BAR F#3 G3 ||| F#3 ||| 0.0909060331913
C4 BAR F#3 G3 ||| A3 ||| 0.363621405611
C4 BAR F#3 G3 ||| C3 ||| 0.181811157331
C4 BAR F#3 G3 ||| <UNK> ||| 9.090512414e-07
C4 BAR F#3 G3 ||| D#3 ||| 0.181811157331
C4 BAR F#3 G3 ||| E3 ||| 0.0909060331913
C4 BAR F#3 G3 ||| C4 ||| 0.0909060331913
BAR E3 A2 B2 ||| C3 ||| 0.999530225492
BAR E3 A2 B2 ||| <UNK> ||| 9.99520230289e-06
D#3 E3 A2 BAR ||| D3 ||| 0.999882514098
D#3 E3 A2 BAR ||| <UNK> ||| 2.499700036e-06
BAR A3 A4 BAR E4 ||| D#4 ||| 0.999530225492
BAR A3 A4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 C4 E4 BAR ||| D4 ||| 0.999530225492
BAR C4 C4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 B-3 C4 ||| D4 ||| 0.999765056386
BAR A3 B-3 C4 ||| <UNK> ||| 4.99880028793e-06
G#3 BAR C4 D4 ||| E4 ||| 0.999530225492
G#3 BAR C4 D4 ||| <UNK> ||| 9.99520230289e-06
D#3 E3 E2 BAR ||| C3 ||| 0.333283341332
D#3 E3 E2 BAR ||| A2 ||| 0.666563349864
D#3 E3 E2 BAR ||| <UNK> ||| 3.33280008532e-06
BAR D3 BAR E3 G3 ||| D3 ||| 0.999530225492
BAR D3 BAR E3 G3 ||| <UNK> ||| 9.99520230289e-06
C3 G2 BAR A2 ||| F2 ||| 0.999530225492
C3 G2 BAR A2 ||| <UNK> ||| 9.99520230289e-06
F#3 BAR E3 G3 ||| A3 ||| 0.999530225492
F#3 BAR E3 G3 ||| <UNK> ||| 9.99520230289e-06
BAR E3 A3 D4 ||| D3 ||| 0.999530225492
BAR E3 A3 D4 ||| <UNK> ||| 9.99520230289e-06
D3 B-3 BAR G3 ||| A3 ||| 0.999530225492
D3 B-3 BAR G3 ||| <UNK> ||| 9.99520230289e-06
E3 A3 R BAR ||| A3 ||| 0.599944405337
E3 A3 R BAR ||| R ||| 0.399963603494
E3 A3 R BAR ||| <UNK> ||| 1.99980801843e-06
A3 D4 BAR G3 BAR ||| A3 ||| 0.999530225492
A3 D4 BAR G3 BAR ||| <UNK> ||| 9.99520230289e-06
F4 BAR C4 C4 BAR ||| R ||| 0.999530225492
F4 BAR C4 C4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E3 BAR A2 A3 ||| G#3 ||| 0.499885027593
BAR E3 BAR A2 A3 ||| G3 ||| 0.499885027593
BAR E3 BAR A2 A3 ||| <UNK> ||| 4.99880028793e-06
BAR B4 C5 BAR F4 ||| G4 ||| 0.999530225492
BAR B4 C5 BAR F4 ||| <UNK> ||| 9.99520230289e-06
F#4 G4 BAR D4 ||| G#3 ||| 0.333283341332
F#4 G4 BAR D4 ||| D3 ||| 0.666563349864
F#4 G4 BAR D4 ||| <UNK> ||| 3.33280008532e-06
BAR G3 F3 G3 ||| C3 ||| 0.647041142368
BAR G3 F3 G3 ||| A3 ||| 0.294109931014
BAR G3 F3 G3 ||| G2 ||| 0.0588224567777
BAR G3 F3 G3 ||| <UNK> ||| 5.8821868559e-07
A3 B3 G3 ||| C3 ||| 0.119998096037
A3 B3 G3 ||| E4 ||| 0.0399996320071
A3 B3 G3 ||| A3 ||| 0.119998096037
A3 B3 G3 ||| <UNK> ||| 3.99992320147e-07
A3 B3 G3 ||| C4 ||| 0.719986576258
B3 R BAR C4 ||| <UNK> ||| 9.99520230289e-06
B3 R BAR C4 ||| B3 ||| 0.999530225492
D4 BAR A3 G3 ||| A3 ||| 0.399963603494
D4 BAR A3 G3 ||| F3 ||| 0.399963603494
D4 BAR A3 G3 ||| G3 ||| 0.199982801651
D4 BAR A3 G3 ||| <UNK> ||| 1.99980801843e-06
E4 BAR A4 A4 ||| A4 ||| 0.999882514098
E4 BAR A4 A4 ||| <UNK> ||| 2.499700036e-06
D3 BAR G3 BAR R BAR ||| R ||| 0.999530225492
D3 BAR G3 BAR R BAR ||| <UNK> ||| 9.99520230289e-06
B3 BAR C4 R ||| R ||| 0.999530225492
B3 BAR C4 R ||| <UNK> ||| 9.99520230289e-06
F3 BAR E3 B2 ||| C3 ||| 0.999843358396
F3 BAR E3 B2 ||| <UNK> ||| 3.33280008532e-06
C3 D3 D#3 BAR ||| E3 ||| 0.999765056386
C3 D3 D#3 BAR ||| <UNK> ||| 4.99880028793e-06
G3 BAR D4 B3 ||| G3 ||| 0.999530225492
G3 BAR D4 B3 ||| <UNK> ||| 9.99520230289e-06
BAR A4 BAR E4 D#4 ||| E4 ||| 0.999530225492
BAR A4 BAR E4 D#4 ||| <UNK> ||| 9.99520230289e-06
B2 BAR C3 D3 ||| G3 ||| 0.0952363945967
B2 BAR C3 D3 ||| E3 ||| 0.904741701142
B2 BAR C3 D3 ||| <UNK> ||| 4.76179592086e-07
BAR E4 D4 C4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E4 D4 C4 BAR ||| B3 ||| 0.999530225492
G3 G2 BAR G3 ||| A3 ||| 0.499885027593
G3 G2 BAR G3 ||| F3 ||| 0.499885027593
G3 G2 BAR G3 ||| <UNK> ||| 4.99880028793e-06
D4 BAR G4 F#4 ||| E4 ||| 0.999843358396
D4 BAR G4 F#4 ||| <UNK> ||| 3.33280008532e-06
BAR A3 G3 BAR C3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR A3 G3 BAR C3 BAR ||| G3 ||| 0.499885027593
BAR A3 G3 BAR C3 BAR ||| C4 ||| 0.499885027593
BAR A3 E3 ||| G3 ||| 0.999530225492
BAR A3 E3 ||| <UNK> ||| 9.99520230289e-06
G3 C4 G#3 BAR ||| A3 ||| 0.999882514098
G3 C4 G#3 BAR ||| <UNK> ||| 2.499700036e-06
BAR D4 C4 F4 BAR ||| E4 ||| 0.999530225492
BAR D4 C4 F4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C3 E3 ||| C3 ||| 0.333283341332
BAR C3 E3 ||| F3 ||| 0.333283341332
BAR C3 E3 ||| G3 ||| 0.333283341332
BAR C3 E3 ||| <UNK> ||| 3.33280008532e-06
BAR C4 C3 BAR F3 BAR ||| C3 ||| 0.999530225492
BAR C4 C3 BAR F3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR D3 E3 D3 ||| E3 ||| 0.999765056386
BAR D3 E3 D3 ||| <UNK> ||| 4.99880028793e-06
B3 C4 B3 ||| E4 ||| 0.0444441925953
B3 C4 B3 ||| A3 ||| 0.666659777851
B3 C4 B3 ||| <UNK> ||| 2.22219851877e-07
B3 C4 B3 ||| G3 ||| 0.0222222074076
B3 C4 B3 ||| C4 ||| 0.266664044472
B3 C4 BAR B3 ||| A3 ||| 0.199982801651
B3 C4 BAR B3 ||| G3 ||| 0.79992520718
B3 C4 BAR B3 ||| <UNK> ||| 1.99980801843e-06
BAR E3 BAR E3 F#3 ||| G#3 ||| 0.999530225492
BAR E3 BAR E3 F#3 ||| <UNK> ||| 9.99520230289e-06
C3 F2 BAR G2 ||| C3 ||| 0.499885027593
C3 F2 BAR G2 ||| A2 ||| 0.499885027593
C3 F2 BAR G2 ||| <UNK> ||| 4.99880028793e-06
BAR A3 G3 C3 BAR ||| D3 ||| 0.999530225492
BAR A3 G3 C3 BAR ||| <UNK> ||| 9.99520230289e-06
G3 A3 G#3 BAR ||| A3 ||| 0.999530225492
G3 A3 G#3 BAR ||| <UNK> ||| 9.99520230289e-06
C4 BAR G4 F#4 ||| E4 ||| 0.999530225492
C4 BAR G4 F#4 ||| <UNK> ||| 9.99520230289e-06
BAR D3 B2 E3 BAR ||| A2 ||| 0.79992520718
BAR D3 B2 E3 BAR ||| E3 ||| 0.199982801651
BAR D3 B2 E3 BAR ||| <UNK> ||| 1.99980801843e-06
BAR G3 C4 A3 BAR ||| G3 ||| 0.999765056386
BAR G3 C4 A3 BAR ||| <UNK> ||| 4.99880028793e-06
C3 B2 A2 ||| G3 ||| 0.0999981000456
C3 B2 A2 ||| G2 ||| 0.199995700103
C3 B2 A2 ||| G#2 ||| 0.249994500132
C3 B2 A2 ||| B2 ||| 0.149996900074
C3 B2 A2 ||| C3 ||| 0.199995700103
C3 B2 A2 ||| E3 ||| 0.0999981000456
C3 B2 A2 ||| <UNK> ||| 4.99988000288e-07
BAR G2 BAR G3 F#3 BAR ||| E3 ||| 0.999530225492
BAR G2 BAR G3 F#3 BAR ||| <UNK> ||| 9.99520230289e-06
E4 BAR D4 A3 ||| G3 ||| 0.999843358396
E4 BAR D4 A3 ||| <UNK> ||| 3.33280008532e-06
A2 BAR A3 D4 ||| <UNK> ||| 4.99880028793e-06
A2 BAR A3 D4 ||| C4 ||| 0.999765056386
E3 A2 B2 ||| C3 ||| 0.999843358396
E3 A2 B2 ||| <UNK> ||| 3.33280008532e-06
F3 BAR G3 G3 ||| C3 ||| 0.899957802026
F3 BAR G3 G3 ||| <UNK> ||| 9.99952002304e-07
F3 BAR G3 G3 ||| C4 ||| 0.0999962001824
A3 BAR A3 E3 ||| F3 ||| 0.999765056386
A3 BAR A3 E3 ||| <UNK> ||| 4.99880028793e-06
BAR F4 F3 C4 BAR ||| D4 ||| 0.999530225492
BAR F4 F3 C4 BAR ||| <UNK> ||| 9.99520230289e-06
D4 BAR C#4 A3 ||| D4 ||| 0.999882514098
D4 BAR C#4 A3 ||| <UNK> ||| 2.499700036e-06
BAR C4 A3 E4 ||| A4 ||| 0.999530225492
BAR C4 A3 E4 ||| <UNK> ||| 9.99520230289e-06
E4 F4 C4 ||| D4 ||| 0.79992520718
E4 F4 C4 ||| <UNK> ||| 1.99980801843e-06
E4 F4 C4 ||| B3 ||| 0.199982801651
F4 B3 G3 BAR ||| <UNK> ||| 9.99520230289e-06
F4 B3 G3 BAR ||| C4 ||| 0.999530225492
E4 BAR R G#3 ||| A3 ||| 0.999530225492
E4 BAR R G#3 ||| <UNK> ||| 9.99520230289e-06
BAR E4 F4 G4 BAR ||| <UNK> ||| 4.99880028793e-06
BAR E4 F4 G4 BAR ||| C4 ||| 0.999765056386
BAR C3 C4 BAR F4 ||| E4 ||| 0.999530225492
BAR C3 C4 BAR F4 ||| <UNK> ||| 9.99520230289e-06
G3 BAR E3 F3 ||| G3 ||| 0.999765056386
G3 BAR E3 F3 ||| <UNK> ||| 4.99880028793e-06
C3 D3 BAR C3 ||| <UNK> ||| 3.33280008532e-06
C3 D3 BAR C3 ||| A2 ||| 0.333283341332
C3 D3 BAR C3 ||| D3 ||| 0.333283341332
C3 D3 BAR C3 ||| C4 ||| 0.333283341332
BAR D4 C4 B-3 BAR ||| E3 ||| 0.999530225492
BAR D4 C4 B-3 BAR ||| <UNK> ||| 9.99520230289e-06
D3 D4 C4 ||| <UNK> ||| 9.99520230289e-06
D3 D4 C4 ||| B3 ||| 0.999530225492
BAR F#3 G3 D3 ||| D4 ||| 0.399963603494
BAR F#3 G3 D3 ||| <UNK> ||| 1.99980801843e-06
BAR F#3 G3 D3 ||| G3 ||| 0.199982801651
BAR F#3 G3 D3 ||| D#3 ||| 0.199982801651
BAR F#3 G3 D3 ||| G2 ||| 0.199982801651
G3 D3 BAR G3 BAR ||| A3 ||| 0.499942506899
G3 D3 BAR G3 BAR ||| <UNK> ||| 2.499700036e-06
G3 D3 BAR G3 BAR ||| E3 ||| 0.2499725033
G3 D3 BAR G3 BAR ||| C4 ||| 0.2499725033
G4 E4 BAR C#4 ||| A3 ||| 0.999530225492
G4 E4 BAR C#4 ||| <UNK> ||| 9.99520230289e-06
BAR E3 E4 F#4 ||| G#4 ||| 0.999765056386
BAR E3 E4 F#4 ||| <UNK> ||| 4.99880028793e-06
D3 A3 B3 BAR ||| <UNK> ||| 9.99520230289e-06
D3 A3 B3 BAR ||| C4 ||| 0.999530225492
BAR E3 F3 B2 ||| C3 ||| 0.749912510499
BAR E3 F3 B2 ||| G2 ||| 0.2499725033
BAR E3 F3 B2 ||| <UNK> ||| 2.499700036e-06
BAR E3 E3 F3 ||| C3 ||| 0.399963603494
BAR E3 E3 F3 ||| G3 ||| 0.599944405337
BAR E3 E3 F3 ||| <UNK> ||| 1.99980801843e-06
E3 D3 B-3 BAR ||| G3 ||| 0.999530225492
E3 D3 B-3 BAR ||| <UNK> ||| 9.99520230289e-06
F#3 BAR G3 G3 ||| A3 ||| 0.499885027593
F#3 BAR G3 G3 ||| F#3 ||| 0.499885027593
F#3 BAR G3 G3 ||| <UNK> ||| 4.99880028793e-06
BAR D3 D#3 E3 BAR ||| A2 ||| 0.999843358396
