3
A4 BAR G4 E4 BAR ||| F4 ||| 0.499885027593
F3 E3 F3 ||| G3 ||| 0.999765056386
F3 E3 F3 ||| <UNK> ||| 4.99880028793e-06
E4 C4 E4 BAR ||| D4 ||| 0.499942506899
E4 C4 E4 BAR ||| F#4 ||| 0.2499725033
E4 C4 E4 BAR ||| D#4 ||| 0.2499725033
E4 C4 E4 BAR ||| <UNK> ||| 2.499700036e-06
BAR G#3 A3 G#3 ||| A3 ||| 0.333283341332
BAR G#3 A3 G#3 ||| <UNK> ||| 3.33280008532e-06
BAR G#3 A3 G#3 ||| C4 ||| 0.666563349864
B-4 A4 BAR G4 ||| <UNK> ||| 3.33280008532e-06
B-4 A4 BAR G4 ||| G4 ||| 0.333283341332
B-4 A4 BAR G4 ||| F4 ||| 0.333283341332
B-4 A4 BAR G4 ||| D5 ||| 0.333283341332
B4 G4 BAR R ||| C5 ||| 0.999530225492
B4 G4 BAR R ||| <UNK> ||| 9.99520230289e-06
G4 A4 R BAR ||| A4 ||| 0.999530225492
G4 A4 R BAR ||| <UNK> ||| 9.99520230289e-06
G4 F4 C4 BAR ||| <UNK> ||| 4.99880028793e-06
G4 F4 C4 BAR ||| G4 ||| 0.499885027593
G4 F4 C4 BAR ||| C4 ||| 0.499885027593
E4 F4 BAR G4 ||| G4 ||| 0.224487800936
E4 F4 BAR G4 ||| F4 ||| 0.244895764286
E4 F4 BAR G4 ||| C#4 ||| 0.0204081674302
E4 F4 BAR G4 ||| R ||| 0.0204081674302
E4 F4 BAR G4 ||| A4 ||| 0.306119654338
E4 F4 BAR G4 ||| F#4 ||| 0.0408161307808
E4 F4 BAR G4 ||| D4 ||| 0.0816320574819
E4 F4 BAR G4 ||| <UNK> ||| 2.04079633506e-07
E4 F4 BAR G4 ||| C5 ||| 0.0408161307808
E4 F4 BAR G4 ||| C4 ||| 0.0204081674302
BAR E4 D4 C4 ||| G4 ||| 0.0542167709395
BAR E4 D4 C4 ||| F4 ||| 0.0301204550734
BAR E4 D4 C4 ||| C#4 ||| 0.00602413920731
BAR E4 D4 C4 ||| F3 ||| 0.0120482181738
BAR E4 D4 C4 ||| B-3 ||| 0.00602413920731
BAR E4 D4 C4 ||| R ||| 0.00602413920731
BAR E4 D4 C4 ||| A4 ||| 0.0481926919729
BAR E4 D4 C4 ||| B3 ||| 0.246987297868
BAR E4 D4 C4 ||| E4 ||| 0.072289007839
BAR E4 D4 C4 ||| D4 ||| 0.3132521665
BAR E4 D4 C4 ||| <UNK> ||| 6.02407896652e-08
BAR E4 D4 C4 ||| C4 ||| 0.204818745102
A3 A3 F3 BAR ||| E3 ||| 0.999530225492
A3 A3 F3 BAR ||| <UNK> ||| 9.99520230289e-06
G3 BAR A3 R ||| A3 ||| 0.999530225492
G3 BAR A3 R ||| <UNK> ||| 9.99520230289e-06
G3 D4 BAR A3 ||| E4 ||| 0.999906009023
G3 D4 BAR A3 ||| <UNK> ||| 1.99980801843e-06
BAR B4 D4 E4 BAR ||| E4 ||| 0.999530225492
BAR B4 D4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
G4 B3 BAR C4 ||| <UNK> ||| 1.666533344e-06
G4 B3 BAR C4 ||| D4 ||| 0.166655000933
G4 B3 BAR C4 ||| F3 ||| 0.333308335333
G4 B3 BAR C4 ||| F4 ||| 0.333308335333
G4 B3 BAR C4 ||| B3 ||| 0.166655000933
BAR F#4 C#4 BAR D4 ||| D4 ||| 0.999530225492
BAR F#4 C#4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
A3 C4 B3 BAR ||| A3 ||| 0.499885027593
A3 C4 B3 BAR ||| <UNK> ||| 4.99880028793e-06
A3 C4 B3 BAR ||| B3 ||| 0.499885027593
B3 C4 BAR C4 ||| G4 ||| 0.0256409664702
B3 C4 BAR C4 ||| A3 ||| 0.102563096659
B3 C4 BAR C4 ||| B3 ||| 0.61537729792
B3 C4 BAR C4 ||| E4 ||| 0.0512816765332
B3 C4 BAR C4 ||| D4 ||| 0.102563096659
B3 C4 BAR C4 ||| <UNK> ||| 2.56407100631e-07
B3 C4 BAR C4 ||| C4 ||| 0.102563096659
BAR F#4 B4 C#5 ||| END ||| 0.999530225492
BAR F#4 B4 C#5 ||| <UNK> ||| 9.99520230289e-06
A3 G3 B3 BAR ||| A3 ||| 0.333283341332
A3 G3 B3 BAR ||| <UNK> ||| 3.33280008532e-06
A3 G3 B3 BAR ||| C4 ||| 0.666563349864
A4 A4 BAR G#4 ||| A4 ||| 0.999843358396
A4 A4 BAR G#4 ||| <UNK> ||| 3.33280008532e-06
BAR C4 B-3 BAR A3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 B-3 BAR A3 BAR ||| C4 ||| 0.999530225492
D4 G3 E4 ||| D4 ||| 0.999530225492
D4 G3 E4 ||| <UNK> ||| 9.99520230289e-06
BAR E5 A4 D5 ||| B4 ||| 0.666563349864
BAR E5 A4 D5 ||| C5 ||| 0.333283341332
BAR E5 A4 D5 ||| <UNK> ||| 3.33280008532e-06
BAR F4 E4 E4 ||| E4 ||| 0.299986600643
BAR F4 E4 E4 ||| D4 ||| 0.499977001104
BAR F4 E4 E4 ||| END ||| 0.0999962001824
BAR F4 E4 E4 ||| A4 ||| 0.0999962001824
BAR F4 E4 E4 ||| <UNK> ||| 9.99952002304e-07
D4 G#3 A3 BAR ||| A3 ||| 0.999530225492
D4 G#3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
A4 B4 G4 BAR ||| E5 ||| 0.2499725033
A4 B4 G4 BAR ||| E4 ||| 0.499942506899
A4 B4 G4 BAR ||| G4 ||| 0.2499725033
A4 B4 G4 BAR ||| <UNK> ||| 2.499700036e-06
D#4 BAR E4 B4 ||| B4 ||| 0.499885027593
D#4 BAR E4 B4 ||| A4 ||| 0.499885027593
D#4 BAR E4 B4 ||| <UNK> ||| 4.99880028793e-06
BAR F4 E4 G4 ||| C5 ||| 0.999530225492
BAR F4 E4 G4 ||| <UNK> ||| 9.99520230289e-06
C3 C4 C4 ||| E4 ||| 0.999530225492
C3 C4 C4 ||| <UNK> ||| 9.99520230289e-06
B-4 C5 F4 BAR ||| F4 ||| 0.999530225492
B-4 C5 F4 BAR ||| <UNK> ||| 9.99520230289e-06
G3 G3 B3 ||| A3 ||| 0.333283341332
G3 G3 B3 ||| G3 ||| 0.666563349864
G3 G3 B3 ||| <UNK> ||| 3.33280008532e-06
G4 BAR F#4 D4 ||| <UNK> ||| 9.99520230289e-06
G4 BAR F#4 D4 ||| C4 ||| 0.999530225492
BAR A4 E4 E4 ||| D4 ||| 0.2499725033
BAR A4 E4 E4 ||| <UNK> ||| 2.499700036e-06
BAR A4 E4 E4 ||| F4 ||| 0.2499725033
BAR A4 E4 E4 ||| D#4 ||| 0.2499725033
BAR A4 E4 E4 ||| A4 ||| 0.2499725033
E4 BAR F4 A3 ||| E4 ||| 0.999530225492
E4 BAR F4 A3 ||| <UNK> ||| 9.99520230289e-06
F#4 G#4 B3 BAR ||| <UNK> ||| 9.99520230289e-06
F#4 G#4 B3 BAR ||| C4 ||| 0.999530225492
BAR D5 D5 C5 ||| B4 ||| 0.749956252625
BAR D5 D5 C5 ||| D5 ||| 0.124993750375
BAR D5 D5 C5 ||| C5 ||| 0.124993750375
BAR D5 D5 C5 ||| <UNK> ||| 1.2499250045e-06
E4 C4 BAR B3 ||| <UNK> ||| 2.499700036e-06
E4 C4 BAR B3 ||| A3 ||| 0.2499725033
E4 C4 BAR B3 ||| R ||| 0.2499725033
E4 C4 BAR B3 ||| B3 ||| 0.499942506899
G#3 A3 E3 ||| END ||| 0.999530225492
G#3 A3 E3 ||| <UNK> ||| 9.99520230289e-06
G4 R BAR R ||| C5 ||| 0.999765056386
G4 R BAR R ||| <UNK> ||| 4.99880028793e-06
C4 BAR C4 A3 ||| D4 ||| 0.499961669733
C4 BAR C4 A3 ||| <UNK> ||| 1.666533344e-06
C4 BAR C4 A3 ||| G3 ||| 0.166655000933
C4 BAR C4 A3 ||| B3 ||| 0.333308335333
BAR A4 G4 D5 BAR ||| D5 ||| 0.999530225492
BAR A4 G4 D5 BAR ||| <UNK> ||| 9.99520230289e-06
G#4 C5 BAR B4 ||| C5 ||| 0.999530225492
G#4 C5 BAR B4 ||| <UNK> ||| 9.99520230289e-06
F4 F4 BAR F4 ||| E4 ||| 0.666563349864
F4 F4 BAR F4 ||| D4 ||| 0.333283341332
F4 F4 BAR F4 ||| <UNK> ||| 3.33280008532e-06
B3 E4 C5 ||| B4 ||| 0.999530225492
B3 E4 C5 ||| <UNK> ||| 9.99520230289e-06
BAR F4 G4 D5 ||| C5 ||| 0.999530225492
BAR F4 G4 D5 ||| <UNK> ||| 9.99520230289e-06
BAR F4 G4 F4 ||| E4 ||| 0.499942506899
BAR F4 G4 F4 ||| D4 ||| 0.2499725033
BAR F4 G4 F4 ||| A4 ||| 0.2499725033
BAR F4 G4 F4 ||| <UNK> ||| 2.499700036e-06
G3 C4 BAR E4 ||| D4 ||| 0.999530225492
G3 C4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
E4 BAR C5 F#4 ||| G#4 ||| 0.999530225492
E4 BAR C5 F#4 ||| <UNK> ||| 9.99520230289e-06
A3 C4 B3 ||| <UNK> ||| 1.666533344e-06
A3 C4 B3 ||| A3 ||| 0.499961669733
A3 C4 B3 ||| C4 ||| 0.333308335333
A3 C4 B3 ||| B3 ||| 0.166655000933
A4 BAR B4 E5 ||| E5 ||| 0.999530225492
A4 BAR B4 E5 ||| <UNK> ||| 9.99520230289e-06
BAR B3 E4 D4 BAR ||| D4 ||| 0.666563349864
BAR B3 E4 D4 BAR ||| <UNK> ||| 3.33280008532e-06
BAR B3 E4 D4 BAR ||| B3 ||| 0.333283341332
BAR E5 BAR E5 E5 BAR ||| C5 ||| 0.999530225492
BAR E5 BAR E5 E5 BAR ||| <UNK> ||| 9.99520230289e-06
G3 A3 F4 ||| E4 ||| 0.999530225492
G3 A3 F4 ||| <UNK> ||| 9.99520230289e-06
F#4 G4 E4 ||| F4 ||| 0.333308335333
F#4 G4 E4 ||| D4 ||| 0.166655000933
F#4 G4 E4 ||| <UNK> ||| 1.666533344e-06
F#4 G4 E4 ||| F#4 ||| 0.333308335333
F#4 G4 E4 ||| E4 ||| 0.166655000933
BAR G4 R E4 BAR ||| E4 ||| 0.599944405337
BAR G4 R E4 BAR ||| F4 ||| 0.399963603494
BAR G4 R E4 BAR ||| <UNK> ||| 1.99980801843e-06
E4 E4 F#4 ||| <UNK> ||| 9.99520230289e-06
E4 E4 F#4 ||| B3 ||| 0.999530225492
B-3 BAR A3 B-3 ||| A3 ||| 0.999765056386
B-3 BAR A3 B-3 ||| <UNK> ||| 4.99880028793e-06
E4 E4 B3 BAR ||| <UNK> ||| 9.99520230289e-06
E4 E4 B3 BAR ||| C4 ||| 0.999530225492
F#3 G3 D4 ||| <UNK> ||| 3.33280008532e-06
F#3 G3 D4 ||| C4 ||| 0.999843358396
C4 B3 BAR C#4 ||| E4 ||| 0.499885027593
C4 B3 BAR C#4 ||| <UNK> ||| 4.99880028793e-06
C4 B3 BAR C#4 ||| C4 ||| 0.499885027593
D5 E-5 BAR D5 ||| G4 ||| 0.999530225492
D5 E-5 BAR D5 ||| <UNK> ||| 9.99520230289e-06
BAR A3 BAR D4 C4 ||| D4 ||| 0.999530225492
BAR A3 BAR D4 C4 ||| <UNK> ||| 9.99520230289e-06
A3 A4 G4 ||| F4 ||| 0.999530225492
A3 A4 G4 ||| <UNK> ||| 9.99520230289e-06
E5 BAR A4 A4 ||| C5 ||| 0.999530225492
E5 BAR A4 A4 ||| <UNK> ||| 9.99520230289e-06
BAR A4 D4 C#4 ||| D4 ||| 0.999530225492
BAR A4 D4 C#4 ||| <UNK> ||| 9.99520230289e-06
G4 D5 BAR D5 ||| R ||| 0.999530225492
G4 D5 BAR D5 ||| <UNK> ||| 9.99520230289e-06
C4 BAR F4 A4 ||| D4 ||| 0.999530225492
C4 BAR F4 A4 ||| <UNK> ||| 9.99520230289e-06
C5 A4 BAR A4 ||| G4 ||| 0.499885027593
C5 A4 BAR A4 ||| F#4 ||| 0.499885027593
C5 A4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
D4 G#3 BAR E4 ||| D4 ||| 0.999530225492
D4 G#3 BAR E4 ||| <UNK> ||| 9.99520230289e-06
D#4 E4 BAR C4 ||| <UNK> ||| 9.99520230289e-06
D#4 E4 BAR C4 ||| B3 ||| 0.999530225492
C4 B3 B3 BAR ||| B4 ||| 0.0499993000168
C4 B3 B3 BAR ||| <UNK> ||| 4.99988000288e-07
C4 B3 B3 BAR ||| A3 ||| 0.299993300161
C4 B3 B3 BAR ||| C4 ||| 0.499988500276
C4 B3 B3 BAR ||| B3 ||| 0.149996900074
A4 G4 BAR G4 BAR ||| E4 ||| 0.2499725033
A4 G4 BAR G4 BAR ||| <UNK> ||| 2.499700036e-06
A4 G4 BAR G4 BAR ||| A4 ||| 0.499942506899
A4 G4 BAR G4 BAR ||| C4 ||| 0.2499725033
G3 E4 BAR F4 ||| E4 ||| 0.999530225492
G3 E4 BAR F4 ||| <UNK> ||| 9.99520230289e-06
BAR B3 G3 F3 ||| E3 ||| 0.999530225492
BAR B3 G3 F3 ||| <UNK> ||| 9.99520230289e-06
BAR E4 BAR C4 E4 ||| E4 ||| 0.999530225492
BAR E4 BAR C4 E4 ||| <UNK> ||| 9.99520230289e-06
G#4 A4 BAR G4 ||| G4 ||| 0.999765056386
G#4 A4 BAR G4 ||| <UNK> ||| 4.99880028793e-06
BAR B4 A4 C5 ||| B4 ||| 0.999765056386
BAR B4 A4 C5 ||| <UNK> ||| 4.99880028793e-06
BAR G4 E4 BAR C4 ||| E4 ||| 0.999530225492
BAR G4 E4 BAR C4 ||| <UNK> ||| 9.99520230289e-06
C5 BAR F#4 G4 ||| A4 ||| 0.999530225492
C5 BAR F#4 G4 ||| <UNK> ||| 9.99520230289e-06
A3 BAR A3 D3 ||| G3 ||| 0.499885027593
A3 BAR A3 D3 ||| D3 ||| 0.499885027593
A3 BAR A3 D3 ||| <UNK> ||| 4.99880028793e-06
F4 G4 G4 ||| G4 ||| 0.235288062455
F4 G4 G4 ||| F4 ||| 0.235288062455
F4 G4 G4 ||| A4 ||| 0.294109931014
F4 G4 G4 ||| B-4 ||| 0.0588224567777
F4 G4 G4 ||| E4 ||| 0.117644325337
F4 G4 G4 ||| D4 ||| 0.0588224567777
F4 G4 G4 ||| <UNK> ||| 5.8821868559e-07
BAR A4 A4 BAR C5 ||| B4 ||| 0.999530225492
BAR A4 A4 BAR C5 ||| <UNK> ||| 9.99520230289e-06
BAR E5 D5 BAR ||| C5 ||| 0.999765056386
BAR E5 D5 BAR ||| <UNK> ||| 4.99880028793e-06
BAR F3 E3 F3 ||| E3 ||| 0.999530225492
BAR F3 E3 F3 ||| <UNK> ||| 9.99520230289e-06
BAR A3 F4 B3 ||| <UNK> ||| 9.99520230289e-06
BAR A3 F4 B3 ||| C4 ||| 0.999530225492
F#4 B3 BAR C4 ||| E4 ||| 0.333283341332
F#4 B3 BAR C4 ||| F4 ||| 0.666563349864
F#4 B3 BAR C4 ||| <UNK> ||| 3.33280008532e-06
BAR C4 G#3 BAR A3 ||| <UNK> ||| 4.99880028793e-06
BAR C4 G#3 BAR A3 ||| B3 ||| 0.999765056386
BAR B3 C4 BAR D4 ||| G4 ||| 0.999765056386
BAR B3 C4 BAR D4 ||| <UNK> ||| 4.99880028793e-06
C4 BAR B3 E4 ||| E4 ||| 0.133329733449
C4 BAR B3 E4 ||| D4 ||| 0.733310534063
C4 BAR B3 E4 ||| <UNK> ||| 6.66645334016e-07
C4 BAR B3 E4 ||| F#4 ||| 0.0666652000469
C4 BAR B3 E4 ||| B3 ||| 0.0666652000469
G3 A3 BAR G3 ||| C3 ||| 0.199982801651
G3 A3 BAR G3 ||| D4 ||| 0.199982801651
G3 A3 BAR G3 ||| G3 ||| 0.399963603494
G3 A3 BAR G3 ||| A3 ||| 0.199982801651
G3 A3 BAR G3 ||| <UNK> ||| 1.99980801843e-06
BAR R G3 G3 ||| <UNK> ||| 9.99520230289e-06
BAR R G3 G3 ||| C4 ||| 0.999530225492
D4 A4 A4 ||| F4 ||| 0.999765056386
D4 A4 A4 ||| <UNK> ||| 4.99880028793e-06
F#4 BAR D4 BAR E4 ||| F4 ||| 0.999530225492
F#4 BAR D4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
A3 G3 D4 ||| E4 ||| 0.999530225492
A3 G3 D4 ||| <UNK> ||| 9.99520230289e-06
G4 BAR G4 G#4 ||| E4 ||| 0.999530225492
G4 BAR G4 G#4 ||| <UNK> ||| 9.99520230289e-06
BAR D#4 E4 F#4 ||| <UNK> ||| 3.33280008532e-06
BAR D#4 E4 F#4 ||| D#4 ||| 0.333283341332
BAR D#4 E4 F#4 ||| G4 ||| 0.333283341332
BAR D#4 E4 F#4 ||| B3 ||| 0.333283341332
BAR B4 BAR C5 C5 ||| B4 ||| 0.999530225492
BAR B4 BAR C5 C5 ||| <UNK> ||| 9.99520230289e-06
BAR B4 G4 BAR G4 ||| G4 ||| 0.333283341332
BAR B4 G4 BAR G4 ||| C5 ||| 0.666563349864
BAR B4 G4 BAR G4 ||| <UNK> ||| 3.33280008532e-06
E3 D4 C4 ||| <UNK> ||| 9.99520230289e-06
E3 D4 C4 ||| B3 ||| 0.999530225492
G4 D5 C5 ||| D5 ||| 0.999530225492
G4 D5 C5 ||| <UNK> ||| 9.99520230289e-06
BAR G4 E4 B4 ||| A4 ||| 0.999530225492
BAR G4 E4 B4 ||| <UNK> ||| 9.99520230289e-06
G#3 A3 B3 ||| <UNK> ||| 1.99980801843e-06
G#3 A3 B3 ||| D4 ||| 0.399963603494
G#3 A3 B3 ||| B3 ||| 0.199982801651
G#3 A3 B3 ||| A3 ||| 0.199982801651
G#3 A3 B3 ||| C4 ||| 0.199982801651
BAR E4 E4 B4 ||| A4 ||| 0.999530225492
BAR E4 E4 B4 ||| <UNK> ||| 9.99520230289e-06
BAR G4 BAR E4 D4 ||| <UNK> ||| 9.99520230289e-06
BAR G4 BAR E4 D4 ||| C4 ||| 0.999530225492
B-3 A3 B3 ||| C#4 ||| 0.199991400413
B-3 A3 B3 ||| A3 ||| 0.499977001104
B-3 A3 B3 ||| <UNK> ||| 9.99952002304e-07
B-3 A3 B3 ||| C4 ||| 0.299986600643
E4 E4 BAR A3 ||| E4 ||| 0.285696123694
E4 E4 BAR A3 ||| D4 ||| 0.571390818915
E4 E4 BAR A3 ||| G3 ||| 0.142848776084
E4 E4 BAR A3 ||| <UNK> ||| 1.4284734761e-06
BAR B4 R B4 BAR ||| A4 ||| 0.999765056386
BAR B4 R B4 BAR ||| <UNK> ||| 4.99880028793e-06
F4 G4 A4 BAR ||| D4 ||| 0.249994500132
F4 G4 A4 BAR ||| G4 ||| 0.549987300305
F4 G4 A4 BAR ||| F#4 ||| 0.0499993000168
F4 G4 A4 BAR ||| A4 ||| 0.149996900074
F4 G4 A4 BAR ||| <UNK> ||| 4.99988000288e-07
BAR G4 G4 R BAR ||| G4 ||| 0.333283341332
BAR G4 G4 R BAR ||| R ||| 0.666563349864
BAR G4 G4 R BAR ||| <UNK> ||| 3.33280008532e-06
D3 F3 BAR G3 ||| G3 ||| 0.999530225492
D3 F3 BAR G3 ||| <UNK> ||| 9.99520230289e-06
R BAR G4 A4 ||| D4 ||| 0.999530225492
R BAR G4 A4 ||| <UNK> ||| 9.99520230289e-06
D#4 BAR B3 C#4 ||| C#4 ||| 0.999530225492
D#4 BAR B3 C#4 ||| <UNK> ||| 9.99520230289e-06
G4 A4 G4 BAR ||| G4 ||| 0.571415986682
G4 A4 G4 BAR ||| F4 ||| 0.190472313014
G4 A4 G4 BAR ||| F#4 ||| 0.0476184353881
G4 A4 G4 BAR ||| A4 ||| 0.142854353805
G4 A4 G4 BAR ||| E4 ||| 0.0476184353881
G4 A4 G4 BAR ||| <UNK> ||| 4.76179592086e-07
G#4 BAR E4 F4 ||| E4 ||| 0.999530225492
G#4 BAR E4 F4 ||| <UNK> ||| 9.99520230289e-06
A4 BAR A4 G4 ||| G4 ||| 0.3260837713
A4 BAR A4 G4 ||| F4 ||| 0.3260837713
A4 BAR A4 G4 ||| A4 ||| 0.130433638953
A4 BAR A4 G4 ||| E5 ||| 0.0434780245771
A4 BAR A4 G4 ||| F#4 ||| 0.130433638953
A4 BAR A4 G4 ||| D4 ||| 0.0217391209831
A4 BAR A4 G4 ||| C5 ||| 0.0217391209831
A4 BAR A4 G4 ||| <UNK> ||| 2.1738903594e-07
F#4 G4 BAR G4 ||| G4 ||| 0.142852959327
F#4 G4 BAR G4 ||| F4 ||| 0.142852959327
F#4 G4 BAR G4 ||| A4 ||| 0.0714268367942
F#4 G4 BAR G4 ||| E4 ||| 0.0714268367942
F#4 G4 BAR G4 ||| F#4 ||| 0.499983571992
F#4 G4 BAR G4 ||| C5 ||| 0.0714268367942
F#4 G4 BAR G4 ||| <UNK> ||| 7.14261225329e-07
E4 C5 BAR C5 ||| D5 ||| 0.333283341332
E4 C5 BAR C5 ||| F4 ||| 0.666563349864
E4 C5 BAR C5 ||| <UNK> ||| 3.33280008532e-06
BAR C4 BAR E4 E4 ||| E4 ||| 0.666563349864
BAR C4 BAR E4 E4 ||| D4 ||| 0.333283341332
BAR C4 BAR E4 E4 ||| <UNK> ||| 3.33280008532e-06
BAR E4 BAR F4 D4 ||| G4 ||| 0.999530225492
BAR E4 BAR F4 D4 ||| <UNK> ||| 9.99520230289e-06
F#4 E4 D#4 ||| E4 ||| 0.999843358396
F#4 E4 D#4 ||| <UNK> ||| 3.33280008532e-06
BAR F5 E5 E-5 ||| D5 ||| 0.999765056386
BAR F5 E5 E-5 ||| <UNK> ||| 4.99880028793e-06
B4 C5 A4 ||| B4 ||| 0.499885027593
B4 C5 A4 ||| G4 ||| 0.499885027593
B4 C5 A4 ||| <UNK> ||| 4.99880028793e-06
BAR C4 B-3 B-3 ||| A3 ||| 0.999843358396
BAR C4 B-3 B-3 ||| <UNK> ||| 3.33280008532e-06
C4 BAR F4 E4 ||| E4 ||| 0.176466193896
C4 BAR F4 E4 ||| D4 ||| 0.588219273809
C4 BAR F4 E4 ||| F4 ||| 0.235288062455
C4 BAR F4 E4 ||| <UNK> ||| 5.8821868559e-07
BAR B3 A3 G#3 ||| A3 ||| 0.333316667556
BAR B3 A3 G#3 ||| <UNK> ||| 1.11105185501e-06
BAR B3 A3 G#3 ||| END ||| 0.333316667556
BAR B3 A3 G#3 ||| E3 ||| 0.111106296553
BAR B3 A3 G#3 ||| C4 ||| 0.222211482054
D4 D4 A3 ||| <UNK> ||| 9.99520230289e-06
D4 D4 A3 ||| B3 ||| 0.999530225492
BAR D#4 BAR E4 E4 ||| E4 ||| 0.999530225492
BAR D#4 BAR E4 E4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 A3 BAR C4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 A3 BAR C4 ||| B3 ||| 0.999530225492
F4 G4 G5 BAR ||| F5 ||| 0.999765056386
F4 G4 G5 BAR ||| <UNK> ||| 4.99880028793e-06
BAR R E4 A4 ||| E4 ||| 0.999765056386
BAR R E4 A4 ||| <UNK> ||| 4.99880028793e-06
G3 F3 E3 BAR ||| E4 ||| 0.499885027593
G3 F3 E3 BAR ||| F3 ||| 0.499885027593
G3 F3 E3 BAR ||| <UNK> ||| 4.99880028793e-06
C#4 D4 C4 ||| B-3 ||| 0.333283341332
C#4 D4 C4 ||| <UNK> ||| 3.33280008532e-06
C#4 D4 C4 ||| B3 ||| 0.666563349864
F#3 G3 A3 BAR ||| G#3 ||| 0.999530225492
F#3 G3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E4 C4 BAR D4 ||| A4 ||| 0.999530225492
BAR E4 C4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
F4 BAR G4 D4 ||| D4 ||| 0.499942506899
F4 BAR G4 D4 ||| G4 ||| 0.499942506899
F4 BAR G4 D4 ||| <UNK> ||| 2.499700036e-06
B3 A3 BAR B3 BAR ||| <UNK> ||| 4.99880028793e-06
B3 A3 BAR B3 BAR ||| C4 ||| 0.999765056386
G3 BAR A3 B-3 ||| A3 ||| 0.999765056386
G3 BAR A3 B-3 ||| <UNK> ||| 4.99880028793e-06
G4 G#4 BAR E4 ||| D4 ||| 0.199982801651
G4 G#4 BAR E4 ||| A4 ||| 0.79992520718
G4 G#4 BAR E4 ||| <UNK> ||| 1.99980801843e-06
BAR E4 E4 F4 ||| G4 ||| 0.277770926109
BAR E4 E4 F4 ||| F4 ||| 0.166662777881
BAR E4 E4 F4 ||| A4 ||| 0.0555546296543
BAR E4 E4 F4 ||| E4 ||| 0.222216851995
BAR E4 E4 F4 ||| D4 ||| 0.111108703768
BAR E4 E4 F4 ||| <UNK> ||| 5.55540741136e-07
BAR E4 E4 F4 ||| C4 ||| 0.166662777881
E4 BAR R G4 ||| G4 ||| 0.2499725033
E4 BAR R G4 ||| F4 ||| 0.499942506899
E4 BAR R G4 ||| A4 ||| 0.2499725033
E4 BAR R G4 ||| <UNK> ||| 2.499700036e-06
A4 E5 C5 BAR ||| C5 ||| 0.999530225492
A4 E5 C5 BAR ||| <UNK> ||| 9.99520230289e-06
F4 BAR E4 E4 ||| END ||| 0.0909075620168
F4 BAR E4 E4 ||| B4 ||| 0.0454540082762
F4 BAR E4 E4 ||| A3 ||| 0.0454540082762
F4 BAR E4 E4 ||| E4 ||| 0.363628884461
F4 BAR E4 E4 ||| F#4 ||| 0.0454540082762
F4 BAR E4 E4 ||| D4 ||| 0.409082438201
F4 BAR E4 E4 ||| <UNK> ||| 4.54535537406e-07
D4 B3 B3 BAR ||| <UNK> ||| 4.99880028793e-06
D4 B3 B3 BAR ||| C4 ||| 0.999765056386
BAR G#3 A3 ||| D4 ||| 0.999530225492
BAR G#3 A3 ||| <UNK> ||| 9.99520230289e-06
B3 BAR G4 F4 ||| E4 ||| 0.999530225492
B3 BAR G4 F4 ||| <UNK> ||| 9.99520230289e-06
BAR E4 D4 E4 ||| G4 ||| 0.030302892564
BAR E4 D4 E4 ||| F4 ||| 0.363631377483
BAR E4 D4 E4 ||| C#4 ||| 0.0606054821021
BAR E4 D4 E4 ||| A3 ||| 0.030302892564
BAR E4 D4 E4 ||| F#4 ||| 0.121210661178
BAR E4 D4 E4 ||| A4 ||| 0.151513250716
BAR E4 D4 E4 ||| E4 ||| 0.121210661178
BAR E4 D4 E4 ||| END ||| 0.030302892564
BAR E4 D4 E4 ||| D4 ||| 0.0909080716402
BAR E4 D4 E4 ||| <UNK> ||| 3.03025895381e-07
D#4 B3 E4 BAR ||| E4 ||| 0.999843358396
D#4 B3 E4 BAR ||| <UNK> ||| 3.33280008532e-06
D5 D5 C5 ||| B4 ||| 0.499961669733
D5 D5 C5 ||| <UNK> ||| 1.666533344e-06
D5 D5 C5 ||| G4 ||| 0.166655000933
D5 D5 C5 ||| A4 ||| 0.166655000933
D5 D5 C5 ||| D5 ||| 0.166655000933
E4 E4 BAR C4 ||| D4 ||| 0.333283341332
E4 E4 BAR C4 ||| <UNK> ||| 3.33280008532e-06
E4 E4 BAR C4 ||| C4 ||| 0.666563349864
BAR A4 G4 F#4 ||| B4 ||| 0.105261024985
BAR A4 G4 F#4 ||| E4 ||| 0.578933269054
BAR A4 G4 F#4 ||| G4 ||| 0.263151773008
BAR A4 G4 F#4 ||| F#4 ||| 0.0526307756436
BAR A4 G4 F#4 ||| <UNK> ||| 5.26302493411e-07
C4 G4 G4 BAR ||| G4 ||| 0.857085514136
C4 G4 G4 BAR ||| A4 ||| 0.142848776084
C4 G4 G4 BAR ||| <UNK> ||| 1.4284734761e-06
