3
A#2 B2 E3 BAR ||| B2 ||| 0.999530225492
A2 BAR A2 A3 ||| G#3 ||| 0.999765056386
A2 BAR A2 A3 ||| <UNK> ||| 4.99880028793e-06
BAR G3 A3 D3 BAR ||| D4 ||| 0.999530225492
BAR G3 A3 D3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C3 G3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
BAR C3 G3 BAR A3 ||| B3 ||| 0.999530225492
G#2 A2 BAR D3 ||| B2 ||| 0.499961669733
G#2 A2 BAR D3 ||| E3 ||| 0.499961669733
G#2 A2 BAR D3 ||| <UNK> ||| 1.666533344e-06
D4 A3 G3 ||| F3 ||| 0.999882514098
D4 A3 G3 ||| <UNK> ||| 2.499700036e-06
BAR A3 F#3 B3 ||| E3 ||| 0.999843358396
BAR A3 F#3 B3 ||| <UNK> ||| 3.33280008532e-06
BAR G#3 A3 D3 BAR ||| E3 ||| 0.999530225492
BAR G#3 A3 D3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 F#3 G#3 BAR ||| A3 ||| 0.999530225492
BAR C4 F#3 G#3 BAR ||| <UNK> ||| 9.99520230289e-06
A2 D3 BAR C3 ||| B2 ||| 0.999530225492
A2 D3 BAR C3 ||| <UNK> ||| 9.99520230289e-06
F3 B2 C#3 BAR ||| D3 ||| 0.999765056386
F3 B2 C#3 BAR ||| <UNK> ||| 4.99880028793e-06
R A2 BAR A3 ||| G3 ||| 0.999530225492
R A2 BAR A3 ||| <UNK> ||| 9.99520230289e-06
BAR B3 B3 C4 ||| G#3 ||| 0.999530225492
BAR B3 B3 C4 ||| <UNK> ||| 9.99520230289e-06
F#4 G4 G#4 BAR ||| A4 ||| 0.999530225492
F#4 G4 G#4 BAR ||| <UNK> ||| 9.99520230289e-06
B2 BAR C3 B2 ||| A2 ||| 0.999932861747
B2 BAR C3 B2 ||| <UNK> ||| 1.4284734761e-06
BAR D4 C#4 ||| <UNK> ||| 9.99520230289e-06
BAR D4 C#4 ||| B3 ||| 0.999530225492
G3 BAR F3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
G3 BAR F3 E3 BAR ||| C4 ||| 0.999530225492
B-3 A3 G#3 ||| A3 ||| 0.999530225492
B-3 A3 G#3 ||| <UNK> ||| 9.99520230289e-06
A3 F3 B-3 ||| <UNK> ||| 4.99880028793e-06
A3 F3 B-3 ||| B3 ||| 0.999765056386
E4 C4 A3 ||| A#3 ||| 0.333283341332
E4 C4 A3 ||| <UNK> ||| 3.33280008532e-06
E4 C4 A3 ||| B3 ||| 0.666563349864
B2 BAR C3 C3 ||| D3 ||| 0.999530225492
B2 BAR C3 C3 ||| <UNK> ||| 9.99520230289e-06
D3 E3 BAR A2 BAR ||| E3 ||| 0.999530225492
D3 E3 BAR A2 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E2 E3 D3 BAR ||| C3 ||| 0.999530225492
BAR E2 E3 D3 BAR ||| <UNK> ||| 9.99520230289e-06
E3 D#3 E3 ||| C3 ||| 0.666563349864
E3 D#3 E3 ||| A3 ||| 0.333283341332
E3 D#3 E3 ||| <UNK> ||| 3.33280008532e-06
BAR E4 C4 F4 BAR ||| E4 ||| 0.999530225492
BAR E4 C4 F4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C#3 D3 G3 ||| F3 ||| 0.999530225492
BAR C#3 D3 G3 ||| <UNK> ||| 9.99520230289e-06
G3 C4 E3 BAR ||| F3 ||| 0.999530225492
G3 C4 E3 BAR ||| <UNK> ||| 9.99520230289e-06
B2 C#3 BAR D3 ||| C3 ||| 0.2499725033
B2 C#3 BAR D3 ||| A2 ||| 0.499942506899
B2 C#3 BAR D3 ||| E3 ||| 0.2499725033
B2 C#3 BAR D3 ||| <UNK> ||| 2.499700036e-06
BAR E3 E3 D3 ||| C3 ||| 0.999843358396
BAR E3 E3 D3 ||| <UNK> ||| 3.33280008532e-06
G3 F#3 BAR G#3 ||| E3 ||| 0.999530225492
G3 F#3 BAR G#3 ||| <UNK> ||| 9.99520230289e-06
BAR G#3 F#3 G#3 ||| E3 ||| 0.999882514098
BAR G#3 F#3 G#3 ||| <UNK> ||| 2.499700036e-06
C4 BAR C5 B4 ||| A4 ||| 0.999530225492
C4 BAR C5 B4 ||| <UNK> ||| 9.99520230289e-06
E4 A3 B3 BAR ||| <UNK> ||| 1.666533344e-06
E4 A3 B3 BAR ||| C4 ||| 0.999921672933
D3 D#3 E3 BAR ||| E3 ||| 0.999530225492
D3 D#3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E3 F#3 F#3 ||| G#3 ||| 0.999530225492
BAR E3 F#3 F#3 ||| <UNK> ||| 9.99520230289e-06
BAR E4 B3 C4 ||| G3 ||| 0.999530225492
BAR E4 B3 C4 ||| <UNK> ||| 9.99520230289e-06
E3 F3 F#3 ||| G3 ||| 0.999530225492
E3 F3 F#3 ||| <UNK> ||| 9.99520230289e-06
F3 E3 G3 ||| <UNK> ||| 4.99880028793e-06
F3 E3 G3 ||| C4 ||| 0.999765056386
BAR C4 A3 B3 ||| <UNK> ||| 4.99880028793e-06
BAR C4 A3 B3 ||| E3 ||| 0.499885027593
BAR C4 A3 B3 ||| C4 ||| 0.499885027593
D3 G2 BAR C3 ||| A2 ||| 0.999530225492
D3 G2 BAR C3 ||| <UNK> ||| 9.99520230289e-06
G2 BAR G#2 A2 ||| <UNK> ||| 4.99880028793e-06
G2 BAR G#2 A2 ||| E2 ||| 0.999765056386
B2 BAR A2 G#2 ||| A2 ||| 0.999882514098
B2 BAR A2 G#2 ||| <UNK> ||| 2.499700036e-06
BAR E3 F3 G3 ||| F3 ||| 0.124993750375
BAR E3 F3 G3 ||| G3 ||| 0.124993750375
BAR E3 F3 G3 ||| G#3 ||| 0.124993750375
BAR E3 F3 G3 ||| A3 ||| 0.374978751275
BAR E3 F3 G3 ||| C3 ||| 0.249986250825
BAR E3 F3 G3 ||| <UNK> ||| 1.2499250045e-06
F3 BAR C3 B2 ||| C3 ||| 0.499885027593
F3 BAR C3 B2 ||| A2 ||| 0.499885027593
F3 BAR C3 B2 ||| <UNK> ||| 4.99880028793e-06
A3 B3 F4 ||| E4 ||| 0.999530225492
A3 B3 F4 ||| <UNK> ||| 9.99520230289e-06
F#3 B3 BAR E3 ||| D4 ||| 0.499885027593
F#3 B3 BAR E3 ||| R ||| 0.499885027593
F#3 B3 BAR E3 ||| <UNK> ||| 4.99880028793e-06
BAR G4 BAR E4 F4 ||| E4 ||| 0.999530225492
BAR G4 BAR E4 F4 ||| <UNK> ||| 9.99520230289e-06
G2 C3 BAR B2 ||| C3 ||| 0.999530225492
G2 C3 BAR B2 ||| <UNK> ||| 9.99520230289e-06
BAR F3 G3 A3 ||| F3 ||| 0.153841242785
BAR F3 G3 A3 ||| G3 ||| 0.0769210059936
BAR F3 G3 A3 ||| A3 ||| 0.0769210059936
BAR F3 G3 A3 ||| B2 ||| 0.0769210059936
BAR F3 G3 A3 ||| B3 ||| 0.46152218995
BAR F3 G3 A3 ||| D3 ||| 0.153841242785
BAR F3 G3 A3 ||| <UNK> ||| 7.69202367913e-07
A3 E3 A2 BAR ||| A3 ||| 0.999882514098
A3 E3 A2 BAR ||| <UNK> ||| 2.499700036e-06
G3 BAR C4 F3 BAR ||| E3 ||| 0.999530225492
G3 BAR C4 F3 BAR ||| <UNK> ||| 9.99520230289e-06
E3 D3 G#3 ||| E3 ||| 0.999530225492
E3 D3 G#3 ||| <UNK> ||| 9.99520230289e-06
C4 C4 D4 ||| <UNK> ||| 9.99520230289e-06
C4 C4 D4 ||| C4 ||| 0.999530225492
D#3 E3 E3 BAR ||| F#3 ||| 0.999530225492
D#3 E3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 E3 D3 BAR ||| C3 ||| 0.999530225492
BAR A3 E3 D3 BAR ||| <UNK> ||| 9.99520230289e-06
D3 E3 E2 ||| A2 ||| 0.999765056386
D3 E3 E2 ||| <UNK> ||| 4.99880028793e-06
BAR G#3 E3 F#3 ||| G#3 ||| 0.999765056386
BAR G#3 E3 F#3 ||| <UNK> ||| 4.99880028793e-06
E4 BAR A3 G3 ||| F3 ||| 0.999530225492
E4 BAR A3 G3 ||| <UNK> ||| 9.99520230289e-06
E3 F#3 G#3 BAR ||| A3 ||| 0.999973889585
E3 F#3 G#3 BAR ||| <UNK> ||| 5.55540741136e-07
BAR A3 C4 F4 ||| E4 ||| 0.999765056386
BAR A3 C4 F4 ||| <UNK> ||| 4.99880028793e-06
D3 A2 BAR B-2 ||| A2 ||| 0.999530225492
D3 A2 BAR B-2 ||| <UNK> ||| 9.99520230289e-06
C3 G2 BAR C2 ||| R ||| 0.999530225492
C3 G2 BAR C2 ||| <UNK> ||| 9.99520230289e-06
D3 BAR D4 G#3 ||| A3 ||| 0.999530225492
D3 BAR D4 G#3 ||| <UNK> ||| 9.99520230289e-06
BAR D4 B3 E4 ||| A3 ||| 0.333283341332
BAR D4 B3 E4 ||| E3 ||| 0.666563349864
BAR D4 B3 E4 ||| <UNK> ||| 3.33280008532e-06
BAR G3 G3 F3 ||| E3 ||| 0.999530225492
BAR G3 G3 F3 ||| <UNK> ||| 9.99520230289e-06
BAR C3 G3 A3 BAR ||| F3 ||| 0.999530225492
BAR C3 G3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
D4 BAR G3 BAR D3 ||| D4 ||| 0.999530225492
D4 BAR G3 BAR D3 ||| <UNK> ||| 9.99520230289e-06
A2 C3 BAR G3 ||| A3 ||| 0.999765056386
A2 C3 BAR G3 ||| <UNK> ||| 4.99880028793e-06
G#3 BAR A3 A2 ||| B2 ||| 0.749912510499
G#3 BAR A3 A2 ||| E3 ||| 0.2499725033
G#3 BAR A3 A2 ||| <UNK> ||| 2.499700036e-06
BAR G3 F3 E3 BAR ||| A3 ||| 0.999530225492
BAR G3 F3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
E3 F3 F4 ||| E4 ||| 0.999530225492
E3 F3 F4 ||| <UNK> ||| 9.99520230289e-06
B4 A4 G#4 ||| A4 ||| 0.999530225492
B4 A4 G#4 ||| <UNK> ||| 9.99520230289e-06
BAR A2 BAR A2 A3 ||| G3 ||| 0.999530225492
BAR A2 BAR A2 A3 ||| <UNK> ||| 9.99520230289e-06
F3 C3 D3 ||| E3 ||| 0.999906009023
F3 C3 D3 ||| <UNK> ||| 1.99980801843e-06
E3 BAR F3 R ||| <UNK> ||| 4.99880028793e-06
E3 BAR F3 R ||| E3 ||| 0.499885027593
E3 BAR F3 R ||| C4 ||| 0.499885027593
F4 E4 A4 BAR ||| E4 ||| 0.999530225492
F4 E4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A2 A3 BAR D3 ||| E3 ||| 0.999765056386
BAR A2 A3 BAR D3 ||| <UNK> ||| 4.99880028793e-06
BAR A4 G#4 A4 ||| F4 ||| 0.0769210059936
BAR A4 G#4 A4 ||| E4 ||| 0.769203137115
BAR A4 G#4 A4 ||| F#4 ||| 0.153841242785
BAR A4 G#4 A4 ||| <UNK> ||| 7.69202367913e-07
G3 BAR C3 C4 BAR ||| A3 ||| 0.999530225492
G3 BAR C3 C4 BAR ||| <UNK> ||| 9.99520230289e-06
E4 E3 BAR A2 ||| END ||| 0.999530225492
E4 E3 BAR A2 ||| <UNK> ||| 9.99520230289e-06
BAR E3 A3 BAR A3 ||| G#3 ||| 0.499885027593
BAR E3 A3 BAR A3 ||| E3 ||| 0.499885027593
BAR E3 A3 BAR A3 ||| <UNK> ||| 4.99880028793e-06
BAR E3 F3 E3 ||| D3 ||| 0.944419815472
BAR E3 F3 E3 ||| E3 ||| 0.0555546296543
BAR E3 F3 E3 ||| <UNK> ||| 5.55540741136e-07
B3 C#4 D4 BAR ||| G#3 ||| 0.666563349864
B3 C#4 D4 BAR ||| A3 ||| 0.333283341332
B3 C#4 D4 BAR ||| <UNK> ||| 3.33280008532e-06
C4 G3 C4 ||| <UNK> ||| 4.99880028793e-06
C4 G3 C4 ||| C5 ||| 0.499885027593
C4 G3 C4 ||| C4 ||| 0.499885027593
BAR A3 E4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 E4 D4 BAR ||| C4 ||| 0.999530225492
E3 C4 BAR F4 ||| E4 ||| 0.999530225492
E3 C4 BAR F4 ||| <UNK> ||| 9.99520230289e-06
E4 E4 D4 BAR ||| <UNK> ||| 2.499700036e-06
E4 E4 D4 BAR ||| C4 ||| 0.999882514098
G3 BAR A3 F#3 ||| <UNK> ||| 9.99520230289e-06
G3 BAR A3 F#3 ||| B3 ||| 0.999530225492
A3 B-3 BAR C4 ||| D4 ||| 0.999530225492
A3 B-3 BAR C4 ||| <UNK> ||| 9.99520230289e-06
BAR A3 G#3 A3 BAR ||| E3 ||| 0.999530225492
BAR A3 G#3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
G3 E3 BAR F3 ||| G3 ||| 0.999765056386
G3 E3 BAR F3 ||| <UNK> ||| 4.99880028793e-06
E3 A3 G3 ||| F3 ||| 0.999530225492
E3 A3 G3 ||| <UNK> ||| 9.99520230289e-06
E3 BAR A2 A3 ||| G#3 ||| 0.124996875094
E3 BAR A2 A3 ||| <UNK> ||| 6.24981250562e-07
E3 BAR A2 A3 ||| G3 ||| 0.499985625431
E3 BAR A2 A3 ||| D3 ||| 0.124996875094
E3 BAR A2 A3 ||| B3 ||| 0.249993125206
C4 C#4 D4 BAR ||| E4 ||| 0.999765056386
C4 C#4 D4 BAR ||| <UNK> ||| 4.99880028793e-06
A2 C3 BAR C3 ||| D3 ||| 0.999765056386
A2 C3 BAR C3 ||| <UNK> ||| 4.99880028793e-06
F3 G3 BAR A3 ||| <UNK> ||| 1.11105185501e-06
F3 G3 BAR A3 ||| G#3 ||| 0.111106296553
F3 G3 BAR A3 ||| F3 ||| 0.111106296553
F3 G3 BAR A3 ||| E3 ||| 0.111106296553
F3 G3 BAR A3 ||| B3 ||| 0.666632224059
G3 C#3 BAR D3 ||| E3 ||| 0.999530225492
G3 C#3 BAR D3 ||| <UNK> ||| 9.99520230289e-06
BAR A3 A2 E3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 A2 E3 BAR ||| C4 ||| 0.999530225492
F#4 D4 G3 ||| <UNK> ||| 9.99520230289e-06
F#4 D4 G3 ||| C4 ||| 0.999530225492
C4 G3 A3 ||| G3 ||| 0.999530225492
C4 G3 A3 ||| <UNK> ||| 9.99520230289e-06
G4 G#4 BAR A4 ||| E4 ||| 0.499885027593
G4 G#4 BAR A4 ||| D#4 ||| 0.499885027593
G4 G#4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
B3 A3 G#3 ||| A3 ||| 0.705863010927
B3 A3 G#3 ||| <UNK> ||| 5.8821868559e-07
B3 A3 G#3 ||| E3 ||| 0.117644325337
B3 A3 G#3 ||| B3 ||| 0.176466193896
F4 G4 A4 ||| G4 ||| 0.333283341332
F4 G4 A4 ||| D4 ||| 0.333283341332
F4 G4 A4 ||| R ||| 0.333283341332
F4 G4 A4 ||| <UNK> ||| 3.33280008532e-06
BAR E3 B2 E3 ||| G#3 ||| 0.79992520718
BAR E3 B2 E3 ||| D3 ||| 0.199982801651
BAR E3 B2 E3 ||| <UNK> ||| 1.99980801843e-06
B3 E3 G#3 BAR ||| A3 ||| 0.999921672933
B3 E3 G#3 BAR ||| <UNK> ||| 1.666533344e-06
E3 BAR A3 D#3 ||| E3 ||| 0.999843358396
E3 BAR A3 D#3 ||| <UNK> ||| 3.33280008532e-06
E4 A3 E4 BAR ||| A4 ||| 0.999530225492
E4 A3 E4 BAR ||| <UNK> ||| 9.99520230289e-06
C3 B2 G2 BAR ||| C3 ||| 0.499885027593
C3 B2 G2 BAR ||| A2 ||| 0.499885027593
C3 B2 G2 BAR ||| <UNK> ||| 4.99880028793e-06
C3 D3 BAR G3 ||| F3 ||| 0.499885027593
C3 D3 BAR G3 ||| G3 ||| 0.499885027593
C3 D3 BAR G3 ||| <UNK> ||| 4.99880028793e-06
BAR A3 A3 ||| G#3 ||| 0.499885027593
BAR A3 A3 ||| G3 ||| 0.499885027593
BAR A3 A3 ||| <UNK> ||| 4.99880028793e-06
C3 B-2 A2 ||| F2 ||| 0.333283341332
C3 B-2 A2 ||| <UNK> ||| 3.33280008532e-06
C3 B-2 A2 ||| D3 ||| 0.333283341332
C3 B-2 A2 ||| G2 ||| 0.333283341332
C4 C4 D4 BAR ||| E4 ||| 0.999530225492
C4 C4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 A3 G3 BAR ||| F3 ||| 0.999882514098
BAR A3 A3 G3 BAR ||| <UNK> ||| 2.499700036e-06
D3 B2 E3 ||| F#3 ||| 0.999530225492
D3 B2 E3 ||| <UNK> ||| 9.99520230289e-06
BAR E4 D4 E4 ||| A3 ||| 0.999921672933
BAR E4 D4 E4 ||| <UNK> ||| 1.666533344e-06
B3 A3 BAR E4 ||| R ||| 0.666563349864
B3 A3 BAR E4 ||| E3 ||| 0.333283341332
B3 A3 BAR E4 ||| <UNK> ||| 3.33280008532e-06
D3 G3 BAR C3 ||| <UNK> ||| 1.4284734761e-06
D3 G3 BAR C3 ||| R ||| 0.142848776084
D3 G3 BAR C3 ||| G3 ||| 0.142848776084
D3 G3 BAR C3 ||| D3 ||| 0.142848776084
D3 G3 BAR C3 ||| C4 ||| 0.571390818915
F3 BAR B2 G2 ||| C3 ||| 0.999530225492
F3 BAR B2 G2 ||| <UNK> ||| 9.99520230289e-06
C#4 D4 D3 BAR ||| A3 ||| 0.999530225492
C#4 D4 D3 BAR ||| <UNK> ||| 9.99520230289e-06
A2 G#2 A2 ||| <UNK> ||| 1.666533344e-06
A2 G#2 A2 ||| F3 ||| 0.333308335333
A2 G#2 A2 ||| D3 ||| 0.166655000933
A2 G#2 A2 ||| B2 ||| 0.166655000933
A2 G#2 A2 ||| E2 ||| 0.333308335333
A2 BAR F2 G2 ||| A2 ||| 0.999530225492
A2 BAR F2 G2 ||| <UNK> ||| 9.99520230289e-06
C4 C3 BAR F3 ||| B-3 ||| 0.2499725033
C4 C3 BAR F3 ||| F#3 ||| 0.2499725033
C4 C3 BAR F3 ||| E3 ||| 0.499942506899
C4 C3 BAR F3 ||| <UNK> ||| 2.499700036e-06
D4 C4 BAR G4 ||| G3 ||| 0.999530225492
D4 C4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
D3 BAR E3 E3 ||| R ||| 0.199982801651
D3 BAR E3 E3 ||| A2 ||| 0.399963603494
D3 BAR E3 E3 ||| F3 ||| 0.399963603494
D3 BAR E3 E3 ||| <UNK> ||| 1.99980801843e-06
G4 BAR E4 D4 ||| <UNK> ||| 4.99880028793e-06
G4 BAR E4 D4 ||| C4 ||| 0.999765056386
BAR C#3 F#3 B3 ||| END ||| 0.999530225492
BAR C#3 F#3 B3 ||| <UNK> ||| 9.99520230289e-06
E3 D4 C4 ||| <UNK> ||| 9.99520230289e-06
E3 D4 C4 ||| B3 ||| 0.999530225492
D3 BAR E3 B2 ||| C3 ||| 0.999530225492
D3 BAR E3 B2 ||| <UNK> ||| 9.99520230289e-06
F3 D3 BAR A3 BAR ||| A3 ||| 0.999530225492
F3 D3 BAR A3 BAR ||| <UNK> ||| 9.99520230289e-06
E3 D#3 BAR E3 ||| A3 ||| 0.0999962001824
E3 D#3 BAR E3 ||| A2 ||| 0.0999962001824
E3 D#3 BAR E3 ||| B2 ||| 0.499977001104
E3 D#3 BAR E3 ||| B3 ||| 0.199991400413
E3 D#3 BAR E3 ||| E4 ||| 0.0999962001824
E3 D#3 BAR E3 ||| <UNK> ||| 9.99952002304e-07
BAR D3 E3 A2 ||| END ||| 0.379304411513
BAR D3 E3 A2 ||| G2 ||| 0.0344825327029
BAR D3 E3 A2 ||| C#4 ||| 0.0344825327029
BAR D3 E3 A2 ||| A3 ||| 0.241375659989
BAR D3 E3 A2 ||| R ||| 0.0344825327029
BAR D3 E3 A2 ||| B2 ||| 0.0344825327029
BAR D3 E3 A2 ||| C3 ||| 0.0344825327029
BAR D3 E3 A2 ||| G3 ||| 0.0689647205839
BAR D3 E3 A2 ||| A2 ||| 0.103446908465
BAR D3 E3 A2 ||| E3 ||| 0.0344825327029
BAR D3 E3 A2 ||| <UNK> ||| 3.4482187881e-07
A2 C3 E3 BAR ||| F3 ||| 0.999530225492
A2 C3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
B-3 A3 G3 BAR ||| <UNK> ||| 3.33280008532e-06
B-3 A3 G3 BAR ||| F3 ||| 0.333283341332
B-3 A3 G3 BAR ||| C4 ||| 0.666563349864
BAR G4 G3 BAR G4 ||| F4 ||| 0.999530225492
BAR G4 G3 BAR G4 ||| <UNK> ||| 9.99520230289e-06
BAR G2 G3 F#3 BAR ||| G3 ||| 0.999530225492
BAR G2 G3 F#3 BAR ||| <UNK> ||| 9.99520230289e-06
D2 BAR E3 F#3 ||| G3 ||| 0.999530225492
D2 BAR E3 F#3 ||| <UNK> ||| 9.99520230289e-06
G3 BAR F#3 G#3 ||| A3 ||| 0.666615004133
G3 BAR F#3 G#3 ||| E3 ||| 0.333308335333
G3 BAR F#3 G#3 ||| <UNK> ||| 1.666533344e-06
BAR A2 B2 C#3 ||| D#3 ||| 0.999765056386
BAR A2 B2 C#3 ||| <UNK> ||| 4.99880028793e-06
BAR A4 E4 D4 ||| <UNK> ||| 4.99880028793e-06
BAR A4 E4 D4 ||| C4 ||| 0.999765056386
BAR C3 R A3 ||| <UNK> ||| 9.99520230289e-06
BAR C3 R A3 ||| B3 ||| 0.999530225492
E4 D4 B3 ||| E4 ||| 0.999765056386
E4 D4 B3 ||| <UNK> ||| 4.99880028793e-06
A2 BAR B2 C3 ||| D3 ||| 0.999941253525
A2 BAR B2 C3 ||| <UNK> ||| 1.2499250045e-06
C4 C4 B3 BAR ||| A3 ||| 0.666563349864
C4 C4 B3 BAR ||| <UNK> ||| 3.33280008532e-06
C4 C4 B3 BAR ||| C4 ||| 0.333283341332
BAR F2 G2 A2 ||| B-2 ||| 0.499885027593
BAR F2 G2 A2 ||| B2 ||| 0.499885027593
BAR F2 G2 A2 ||| <UNK> ||| 4.99880028793e-06
BAR A3 A2 B2 ||| C3 ||| 0.749912510499
BAR A3 A2 B2 ||| C#3 ||| 0.2499725033
BAR A3 A2 B2 ||| <UNK> ||| 2.499700036e-06
BAR C3 BAR F3 E3 ||| F3 ||| 0.999530225492
BAR C3 BAR F3 E3 ||| <UNK> ||| 9.99520230289e-06
B4 A4 G4 ||| F4 ||| 0.999530225492
B4 A4 G4 ||| <UNK> ||| 9.99520230289e-06
D3 E3 BAR F3 ||| G3 ||| 0.0833320833583
D3 E3 BAR F3 ||| D3 ||| 0.124997916708
D3 E3 BAR F3 ||| A3 ||| 0.0416662500083
D3 E3 BAR F3 ||| F4 ||| 0.0416662500083
D3 E3 BAR F3 ||| <UNK> ||| 4.166583335e-07
D3 E3 BAR F3 ||| D#3 ||| 0.0416662500083
D3 E3 BAR F3 ||| E3 ||| 0.583322083558
D3 E3 BAR F3 ||| C4 ||| 0.0833320833583
C4 F#3 G#3 ||| A3 ||| 0.999530225492
C4 F#3 G#3 ||| <UNK> ||| 9.99520230289e-06
F3 D3 E3 ||| C3 ||| 0.374978751275
F3 D3 E3 ||| F3 ||| 0.249986250825
F3 D3 E3 ||| E3 ||| 0.374978751275
F3 D3 E3 ||| <UNK> ||| 1.2499250045e-06
BAR E4 F#4 G4 BAR ||| E4 ||| 0.999530225492
BAR E4 F#4 G4 BAR ||| <UNK> ||| 9.99520230289e-06
A3 BAR G#3 G3 ||| F#3 ||| 0.999765056386
A3 BAR G#3 G3 ||| <UNK> ||| 4.99880028793e-06
D3 BAR G2 C3 ||| <UNK> ||| 4.99880028793e-06
D3 BAR G2 C3 ||| B2 ||| 0.499885027593
D3 BAR G2 C3 ||| C4 ||| 0.499885027593
E4 D4 G4 ||| G3 ||| 0.999530225492
E4 D4 G4 ||| <UNK> ||| 9.99520230289e-06
C#4 D4 D#4 ||| E4 ||| 0.999530225492
C#4 D4 D#4 ||| <UNK> ||| 9.99520230289e-06
BAR C#4 D#4 E4 BAR ||| D4 ||| 0.333283341332
BAR C#4 D#4 E4 BAR ||| <UNK> ||| 3.33280008532e-06
BAR C#4 D#4 E4 BAR ||| C4 ||| 0.666563349864
BAR G3 C4 E3 ||| F3 ||| 0.999530225492
BAR G3 C4 E3 ||| <UNK> ||| 9.99520230289e-06
A2 F3 E3 BAR ||| D3 ||| 0.999530225492
A2 F3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 ||| G3 ||| 0.285711258538
BAR A3 ||| G#3 ||| 0.0952372449077
BAR A3 ||| A3 ||| 0.0476187415001
BAR A3 ||| A2 ||| 0.0238094897963
BAR A3 ||| B3 ||| 0.452376020465
BAR A3 ||| <UNK> ||| 2.38092517038e-07
BAR A3 ||| D3 ||| 0.0238094897963
BAR A3 ||| E3 ||| 0.0238094897963
BAR A3 ||| C4 ||| 0.0476187415001
G2 A2 B-2 ||| C3 ||| 0.999530225492
G2 A2 B-2 ||| <UNK> ||| 9.99520230289e-06
E3 F3 BAR E3 ||| F#3 ||| 0.133329733449
E3 F3 BAR E3 ||| END ||| 0.133329733449
E3 F3 BAR E3 ||| D3 ||| 0.266658800252
E3 F3 BAR E3 ||| A3 ||| 0.0666652000469
E3 F3 BAR E3 ||| R ||| 0.0666652000469
E3 F3 BAR E3 ||| <UNK> ||| 6.66645334016e-07
E3 F3 BAR E3 ||| D#3 ||| 0.0666652000469
E3 F3 BAR E3 ||| E3 ||| 0.133329733449
E3 F3 BAR E3 ||| E2 ||| 0.133329733449
F3 C4 BAR C4 ||| <UNK> ||| 9.99520230289e-06
F3 C4 BAR C4 ||| B3 ||| 0.999530225492
C3 F3 G#2 BAR ||| A2 ||| 0.999530225492
C3 F3 G#2 BAR ||| <UNK> ||| 9.99520230289e-06
BAR B2 E3 E3 ||| D3 ||| 0.999530225492
BAR B2 E3 E3 ||| <UNK> ||| 9.99520230289e-06
E3 BAR F3 D#3 ||| E3 ||| 0.999530225492
E3 BAR F3 D#3 ||| <UNK> ||| 9.99520230289e-06
E3 BAR A2 B2 ||| C3 ||| 0.999921672933
E3 BAR A2 B2 ||| <UNK> ||| 1.666533344e-06
BAR C#4 BAR ||| D4 ||| 0.999530225492
BAR C#4 BAR ||| <UNK> ||| 9.99520230289e-06
C3 B2 A2 BAR ||| <UNK> ||| 7.69202367913e-07
C3 B2 A2 BAR ||| A2 ||| 0.0769210059936
C3 B2 A2 BAR ||| B2 ||| 0.0769210059936
C3 B2 A2 BAR ||| E3 ||| 0.769203137115
C3 B2 A2 BAR ||| G2 ||| 0.0769210059936
BAR D3 ||| C3 ||| 0.999530225492
BAR D3 ||| <UNK> ||| 9.99520230289e-06
E4 F4 BAR G4 BAR ||| E4 ||| 0.999530225492
E4 F4 BAR G4 BAR ||| <UNK> ||| 9.99520230289e-06
B2 C3 C4 ||| <UNK> ||| 9.99520230289e-06
B2 C3 C4 ||| B3 ||| 0.999530225492
BAR A2 A3 F3 ||| D3 ||| 0.999530225492
BAR A2 A3 F3 ||| <UNK> ||| 9.99520230289e-06
E3 A3 BAR G3 ||| F3 ||| 0.166655000933
E3 A3 BAR G3 ||| G2 ||| 0.166655000933
E3 A3 BAR G3 ||| A3 ||| 0.166655000933
E3 A3 BAR G3 ||| C3 ||| 0.333308335333
E3 A3 BAR G3 ||| C4 ||| 0.166655000933
E3 A3 BAR G3 ||| <UNK> ||| 1.666533344e-06
BAR E3 BAR E3 F3 ||| G3 ||| 0.499885027593
BAR E3 BAR E3 F3 ||| E3 ||| 0.499885027593
BAR E3 BAR E3 F3 ||| <UNK> ||| 4.99880028793e-06
