3
A4 BAR G4 E4 BAR ||| A4 ||| 0.999530225492
E4 A4 BAR F4 BAR ||| A4 ||| 0.999530225492
E4 A4 BAR F4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 B3 ||| <UNK> ||| 1.4284734761e-06
BAR C4 B3 ||| A3 ||| 0.714238166526
BAR C4 B3 ||| C4 ||| 0.142848776084
BAR C4 B3 ||| B3 ||| 0.142848776084
B4 BAR C5 G4 ||| G4 ||| 0.999765056386
B4 BAR C5 G4 ||| <UNK> ||| 4.99880028793e-06
BAR G4 D4 E4 ||| E4 ||| 0.999765056386
BAR G4 D4 E4 ||| <UNK> ||| 4.99880028793e-06
G#4 BAR R B3 ||| A3 ||| 0.999530225492
G#4 BAR R B3 ||| <UNK> ||| 9.99520230289e-06
G4 BAR F4 G4 ||| D4 ||| 0.0624987500375
G4 BAR F4 G4 ||| G4 ||| 0.249993125206
G4 BAR F4 G4 ||| F4 ||| 0.0624987500375
G4 BAR F4 G4 ||| A4 ||| 0.624981875544
G4 BAR F4 G4 ||| <UNK> ||| 6.24981250562e-07
BAR G3 G3 G3 ||| A3 ||| 0.333283341332
BAR G3 G3 G3 ||| G3 ||| 0.666563349864
BAR G3 G3 G3 ||| <UNK> ||| 3.33280008532e-06
D4 C4 F4 ||| E4 ||| 0.749912510499
D4 C4 F4 ||| F4 ||| 0.2499725033
D4 C4 F4 ||| <UNK> ||| 2.499700036e-06
G3 BAR D4 D4 BAR ||| E4 ||| 0.999765056386
G3 BAR D4 D4 BAR ||| <UNK> ||| 4.99880028793e-06
A4 A4 G4 BAR ||| G4 ||| 0.999882514098
A4 A4 G4 BAR ||| <UNK> ||| 2.499700036e-06
BAR B4 F4 B4 ||| B4 ||| 0.999530225492
BAR B4 F4 B4 ||| <UNK> ||| 9.99520230289e-06
E4 BAR F#4 G#4 ||| A4 ||| 0.999530225492
E4 BAR F#4 G#4 ||| <UNK> ||| 9.99520230289e-06
G4 F4 BAR R ||| G4 ||| 0.999530225492
G4 F4 BAR R ||| <UNK> ||| 9.99520230289e-06
BAR E4 B3 B3 ||| A3 ||| 0.999765056386
BAR E4 B3 B3 ||| <UNK> ||| 4.99880028793e-06
E4 D4 G4 BAR ||| E4 ||| 0.2499725033
E4 D4 G4 BAR ||| G4 ||| 0.499942506899
E4 D4 G4 BAR ||| F4 ||| 0.2499725033
E4 D4 G4 BAR ||| <UNK> ||| 2.499700036e-06
B-3 BAR A3 C4 ||| <UNK> ||| 9.99520230289e-06
B-3 BAR A3 C4 ||| B3 ||| 0.999530225492
D5 BAR E5 F5 ||| B4 ||| 0.999765056386
D5 BAR E5 F5 ||| <UNK> ||| 4.99880028793e-06
BAR B3 E4 E4 ||| E4 ||| 0.666615004133
BAR B3 E4 E4 ||| D4 ||| 0.333308335333
BAR B3 E4 E4 ||| <UNK> ||| 1.666533344e-06
E4 D4 B3 BAR ||| A3 ||| 0.399963603494
E4 D4 B3 BAR ||| <UNK> ||| 1.99980801843e-06
E4 D4 B3 BAR ||| C4 ||| 0.599944405337
BAR E4 E4 A3 ||| <UNK> ||| 9.99520230289e-06
BAR E4 E4 A3 ||| B3 ||| 0.999530225492
E4 E4 BAR E4 BAR ||| E4 ||| 0.499885027593
E4 E4 BAR E4 BAR ||| A3 ||| 0.499885027593
E4 E4 BAR E4 BAR ||| <UNK> ||| 4.99880028793e-06
BAR A3 C4 C4 ||| <UNK> ||| 3.33280008532e-06
BAR A3 C4 C4 ||| C4 ||| 0.666563349864
BAR A3 C4 C4 ||| B3 ||| 0.333283341332
BAR E4 E4 BAR G4 ||| G4 ||| 0.999530225492
BAR E4 E4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
E5 BAR D5 D5 ||| C5 ||| 0.999530225492
E5 BAR D5 D5 ||| <UNK> ||| 9.99520230289e-06
BAR A3 D4 BAR D4 ||| D4 ||| 0.999530225492
BAR A3 D4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
C4 B3 A3 BAR ||| F4 ||| 0.0909075620168
C4 B3 A3 BAR ||| A3 ||| 0.227268223239
C4 B3 A3 BAR ||| G#3 ||| 0.0909075620168
C4 B3 A3 BAR ||| A4 ||| 0.0454540082762
C4 B3 A3 BAR ||| B3 ||| 0.409082438201
C4 B3 A3 BAR ||| E4 ||| 0.0454540082762
C4 B3 A3 BAR ||| D4 ||| 0.0909075620168
C4 B3 A3 BAR ||| <UNK> ||| 4.54535537406e-07
C4 C4 G4 ||| F4 ||| 0.999530225492
C4 C4 G4 ||| <UNK> ||| 9.99520230289e-06
D4 BAR D4 D4 ||| E4 ||| 0.749912510499
D4 BAR D4 D4 ||| D4 ||| 0.2499725033
D4 BAR D4 D4 ||| <UNK> ||| 2.499700036e-06
BAR F4 F4 A4 ||| A4 ||| 0.999765056386
BAR F4 F4 A4 ||| <UNK> ||| 4.99880028793e-06
BAR D4 D4 D4 ||| <UNK> ||| 1.666533344e-06
BAR D4 D4 D4 ||| E4 ||| 0.166655000933
BAR D4 D4 D4 ||| D4 ||| 0.166655000933
BAR D4 D4 D4 ||| C4 ||| 0.499961669733
BAR D4 D4 D4 ||| B3 ||| 0.166655000933
BAR C4 C4 BAR C4 ||| D4 ||| 0.2499725033
BAR C4 C4 BAR C4 ||| <UNK> ||| 2.499700036e-06
BAR C4 C4 BAR C4 ||| B3 ||| 0.749912510499
BAR B3 E4 E4 BAR ||| A3 ||| 0.999765056386
BAR B3 E4 E4 BAR ||| <UNK> ||| 4.99880028793e-06
E5 E5 D#5 ||| E5 ||| 0.999530225492
E5 E5 D#5 ||| <UNK> ||| 9.99520230289e-06
A3 C4 D4 ||| E4 ||| 0.999530225492
A3 C4 D4 ||| <UNK> ||| 9.99520230289e-06
C5 G4 C5 BAR ||| B4 ||| 0.999530225492
C5 G4 C5 BAR ||| <UNK> ||| 9.99520230289e-06
B4 G4 C5 BAR ||| C5 ||| 0.999530225492
B4 G4 C5 BAR ||| <UNK> ||| 9.99520230289e-06
D4 D4 G3 BAR ||| G3 ||| 0.999530225492
D4 D4 G3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A4 A4 A4 ||| G4 ||| 0.0333331333365
BAR A4 A4 A4 ||| F4 ||| 0.0333331333365
BAR A4 A4 A4 ||| B4 ||| 0.0333331333365
BAR A4 A4 A4 ||| G#4 ||| 0.666656333499
BAR A4 A4 A4 ||| E4 ||| 0.133331533362
BAR A4 A4 A4 ||| F#4 ||| 0.0666659333451
BAR A4 A4 A4 ||| <UNK> ||| 3.33328000085e-07
BAR A4 A4 A4 ||| A4 ||| 0.0333331333365
C#4 D4 E4 BAR ||| E4 ||| 0.499942506899
C#4 D4 E4 BAR ||| D4 ||| 0.2499725033
C#4 D4 E4 BAR ||| F4 ||| 0.2499725033
C#4 D4 E4 BAR ||| <UNK> ||| 2.499700036e-06
E3 BAR D3 G3 ||| G3 ||| 0.999530225492
E3 BAR D3 G3 ||| <UNK> ||| 9.99520230289e-06
E4 D#4 BAR E4 ||| G4 ||| 0.0833308334333
E4 D#4 BAR E4 ||| END ||| 0.166660833567
E4 D#4 BAR E4 ||| B4 ||| 0.166660833567
E4 D#4 BAR E4 ||| B3 ||| 0.166660833567
E4 D#4 BAR E4 ||| F#4 ||| 0.166660833567
E4 D#4 BAR E4 ||| <UNK> ||| 8.33300001333e-07
E4 D#4 BAR E4 ||| C4 ||| 0.2499908337
A4 B4 B4 ||| G4 ||| 0.499885027593
A4 B4 B4 ||| C5 ||| 0.499885027593
A4 B4 B4 ||| <UNK> ||| 4.99880028793e-06
BAR C4 F4 BAR G4 ||| A4 ||| 0.999530225492
BAR C4 F4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
BAR E4 C4 F4 ||| E4 ||| 0.571390818915
BAR E4 C4 F4 ||| G4 ||| 0.142848776084
BAR E4 C4 F4 ||| F4 ||| 0.285696123694
BAR E4 C4 F4 ||| <UNK> ||| 1.4284734761e-06
BAR E4 A4 F#4 BAR ||| G#4 ||| 0.999530225492
BAR E4 A4 F#4 BAR ||| <UNK> ||| 9.99520230289e-06
C4 BAR C4 B3 ||| G3 ||| 0.140624101569
C4 BAR C4 B3 ||| A3 ||| 0.343747578143
C4 BAR C4 B3 ||| B3 ||| 0.124999218756
C4 BAR C4 B3 ||| E4 ||| 0.140624101569
C4 BAR C4 B3 ||| D4 ||| 0.0156250390622
C4 BAR C4 B3 ||| <UNK> ||| 1.56248828134e-07
C4 BAR C4 B3 ||| C4 ||| 0.23437339845
C5 D5 A4 BAR ||| F#4 ||| 0.499885027593
C5 D5 A4 BAR ||| C5 ||| 0.499885027593
C5 D5 A4 BAR ||| <UNK> ||| 4.99880028793e-06
G4 C5 BAR B4 ||| A4 ||| 0.999530225492
G4 C5 BAR B4 ||| <UNK> ||| 9.99520230289e-06
BAR E4 A3 A3 BAR ||| A3 ||| 0.999765056386
BAR E4 A3 A3 BAR ||| <UNK> ||| 4.99880028793e-06
G#4 BAR A4 C5 ||| B4 ||| 0.499885027593
G#4 BAR A4 C5 ||| A4 ||| 0.499885027593
G#4 BAR A4 C5 ||| <UNK> ||| 4.99880028793e-06
G4 E4 BAR A3 ||| D4 ||| 0.999530225492
G4 E4 BAR A3 ||| <UNK> ||| 9.99520230289e-06
E3 BAR D3 F3 ||| B-3 ||| 0.999530225492
E3 BAR D3 F3 ||| <UNK> ||| 9.99520230289e-06
BAR E5 E5 D5 ||| D5 ||| 0.499942506899
BAR E5 E5 D5 ||| C5 ||| 0.499942506899
BAR E5 E5 D5 ||| <UNK> ||| 2.499700036e-06
BAR C4 D4 E4 BAR ||| E4 ||| 0.499942506899
BAR C4 D4 E4 BAR ||| F4 ||| 0.499942506899
BAR C4 D4 E4 BAR ||| <UNK> ||| 2.499700036e-06
E4 E4 G3 ||| A3 ||| 0.999530225492
E4 E4 G3 ||| <UNK> ||| 9.99520230289e-06
C5 C5 BAR D5 ||| E5 ||| 0.333283341332
C5 C5 BAR D5 ||| G4 ||| 0.666563349864
C5 C5 BAR D5 ||| <UNK> ||| 3.33280008532e-06
C5 B4 C5 BAR ||| D5 ||| 0.333308335333
C5 B4 C5 BAR ||| A4 ||| 0.333308335333
C5 B4 C5 BAR ||| C5 ||| 0.333308335333
C5 B4 C5 BAR ||| <UNK> ||| 1.666533344e-06
D4 BAR C4 C4 ||| B-3 ||| 0.0624987500375
D4 BAR C4 C4 ||| B3 ||| 0.437487500375
D4 BAR C4 C4 ||| E4 ||| 0.0624987500375
D4 BAR C4 C4 ||| D4 ||| 0.312491250262
D4 BAR C4 C4 ||| C4 ||| 0.124996875094
D4 BAR C4 C4 ||| <UNK> ||| 6.24981250562e-07
BAR E3 E4 D4 ||| <UNK> ||| 4.99880028793e-06
BAR E3 E4 D4 ||| C4 ||| 0.999765056386
F#4 BAR E4 B3 ||| E4 ||| 0.999765056386
F#4 BAR E4 B3 ||| <UNK> ||| 4.99880028793e-06
BAR R C5 C5 ||| B4 ||| 0.999530225492
BAR R C5 C5 ||| <UNK> ||| 9.99520230289e-06
F#4 E4 E4 BAR ||| A3 ||| 0.499942506899
F#4 E4 E4 BAR ||| F4 ||| 0.2499725033
F#4 E4 E4 BAR ||| D4 ||| 0.2499725033
F#4 E4 E4 BAR ||| <UNK> ||| 2.499700036e-06
A4 BAR G#4 E4 ||| E4 ||| 0.333283341332
A4 BAR G#4 E4 ||| G4 ||| 0.333283341332
A4 BAR G#4 E4 ||| F4 ||| 0.333283341332
A4 BAR G#4 E4 ||| <UNK> ||| 3.33280008532e-06
C4 BAR D4 G4 ||| G4 ||| 0.999530225492
C4 BAR D4 G4 ||| <UNK> ||| 9.99520230289e-06
A3 F4 BAR E4 ||| D4 ||| 0.666563349864
A3 F4 BAR E4 ||| <UNK> ||| 3.33280008532e-06
A3 F4 BAR E4 ||| B3 ||| 0.333283341332
BAR R ||| E4 ||| 0.499942506899
BAR R ||| <UNK> ||| 2.499700036e-06
BAR R ||| C4 ||| 0.499942506899
D#4 G4 A4 BAR ||| D4 ||| 0.999530225492
D#4 G4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
G4 F#4 E4 ||| G4 ||| 0.0666652000469
G4 F#4 E4 ||| F#4 ||| 0.266658800252
G4 F#4 E4 ||| E4 ||| 0.133329733449
G4 F#4 E4 ||| D4 ||| 0.399987867055
G4 F#4 E4 ||| D#4 ||| 0.133329733449
G4 F#4 E4 ||| <UNK> ||| 6.66645334016e-07
F4 BAR R F4 ||| E4 ||| 0.999530225492
F4 BAR R F4 ||| <UNK> ||| 9.99520230289e-06
G3 A3 BAR G#3 ||| A3 ||| 0.999765056386
G3 A3 BAR G#3 ||| <UNK> ||| 4.99880028793e-06
G3 G3 B3 BAR ||| A3 ||| 0.999765056386
G3 G3 B3 BAR ||| <UNK> ||| 4.99880028793e-06
D4 BAR C4 BAR C4 ||| <UNK> ||| 9.99520230289e-06
D4 BAR C4 BAR C4 ||| C4 ||| 0.999530225492
BAR F4 F#4 E4 BAR ||| E4 ||| 0.999530225492
BAR F4 F#4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
A4 E4 BAR E4 ||| E4 ||| 0.249986250825
A4 E4 BAR E4 ||| D4 ||| 0.499971251725
A4 E4 BAR E4 ||| F4 ||| 0.124993750375
A4 E4 BAR E4 ||| D#4 ||| 0.124993750375
A4 E4 BAR E4 ||| <UNK> ||| 1.2499250045e-06
A4 G#4 E4 ||| F4 ||| 0.999530225492
A4 G#4 E4 ||| <UNK> ||| 9.99520230289e-06
B3 G3 BAR E4 ||| D4 ||| 0.999530225492
B3 G3 BAR E4 ||| <UNK> ||| 9.99520230289e-06
F#4 G4 F4 BAR ||| E4 ||| 0.999530225492
F#4 G4 F4 BAR ||| <UNK> ||| 9.99520230289e-06
F4 D4 C4 ||| D4 ||| 0.999530225492
F4 D4 C4 ||| <UNK> ||| 9.99520230289e-06
BAR B3 G#3 A3 ||| A3 ||| 0.999765056386
BAR B3 G#3 A3 ||| <UNK> ||| 4.99880028793e-06
G#3 G3 BAR A3 ||| D4 ||| 0.999530225492
G#3 G3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
G4 E4 F4 ||| G4 ||| 0.999530225492
G4 E4 F4 ||| <UNK> ||| 9.99520230289e-06
BAR E4 D#4 BAR E4 ||| F#4 ||| 0.999530225492
BAR E4 D#4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
BAR C5 B4 C#5 ||| END ||| 0.999530225492
BAR C5 B4 C#5 ||| <UNK> ||| 9.99520230289e-06
A4 BAR F#4 G4 ||| A4 ||| 0.999530225492
A4 BAR F#4 G4 ||| <UNK> ||| 9.99520230289e-06
BAR B3 E4 B3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR B3 E4 B3 BAR ||| C4 ||| 0.999530225492
B4 BAR G4 A4 ||| G#4 ||| 0.999530225492
B4 BAR G4 A4 ||| <UNK> ||| 9.99520230289e-06
BAR A3 A3 E4 ||| <UNK> ||| 4.99880028793e-06
BAR A3 A3 E4 ||| C4 ||| 0.999765056386
C#4 D#4 E4 ||| D4 ||| 0.999530225492
C#4 D#4 E4 ||| <UNK> ||| 9.99520230289e-06
B3 C4 E4 ||| F4 ||| 0.999765056386
B3 C4 E4 ||| <UNK> ||| 4.99880028793e-06
BAR G4 C5 B4 ||| <UNK> ||| 2.499700036e-06
BAR G4 C5 B4 ||| A4 ||| 0.499942506899
BAR G4 C5 B4 ||| C5 ||| 0.2499725033
BAR G4 C5 B4 ||| G#4 ||| 0.2499725033
C#4 D4 D4 ||| <UNK> ||| 9.99520230289e-06
C#4 D4 D4 ||| C4 ||| 0.999530225492
BAR A4 G#4 G#4 ||| A4 ||| 0.999530225492
BAR A4 G#4 G#4 ||| <UNK> ||| 9.99520230289e-06
BAR C#4 D4 BAR D4 ||| C#4 ||| 0.999530225492
BAR C#4 D4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
G4 G4 F4 BAR ||| E4 ||| 0.199982801651
G4 G4 F4 BAR ||| R ||| 0.199982801651
G4 G4 F4 BAR ||| F4 ||| 0.199982801651
G4 G4 F4 BAR ||| G4 ||| 0.399963603494
G4 G4 F4 BAR ||| <UNK> ||| 1.99980801843e-06
A4 G#4 E4 BAR ||| E4 ||| 0.899957802026
A4 G#4 E4 BAR ||| C5 ||| 0.0999962001824
A4 G#4 E4 BAR ||| <UNK> ||| 9.99952002304e-07
F#4 D4 A4 ||| G4 ||| 0.999530225492
F#4 D4 A4 ||| <UNK> ||| 9.99520230289e-06
BAR G4 A4 G#4 ||| A4 ||| 0.999530225492
BAR G4 A4 G#4 ||| <UNK> ||| 9.99520230289e-06
BAR C5 C5 B-4 BAR ||| A4 ||| 0.999530225492
BAR C5 C5 B-4 BAR ||| <UNK> ||| 9.99520230289e-06
G4 E4 E4 BAR ||| D4 ||| 0.999530225492
G4 E4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
G4 D5 BAR C5 ||| G4 ||| 0.999530225492
G4 D5 BAR C5 ||| <UNK> ||| 9.99520230289e-06
D4 D4 BAR D4 ||| G4 ||| 0.142848776084
D4 D4 BAR D4 ||| C#4 ||| 0.285696123694
D4 D4 BAR D4 ||| R ||| 0.142848776084
D4 D4 BAR D4 ||| E4 ||| 0.285696123694
D4 D4 BAR D4 ||| C4 ||| 0.142848776084
D4 D4 BAR D4 ||| <UNK> ||| 1.4284734761e-06
A4 BAR G#4 A4 ||| B4 ||| 0.285696123694
A4 BAR G#4 A4 ||| E4 ||| 0.142848776084
A4 BAR G#4 A4 ||| A3 ||| 0.142848776084
A4 BAR G#4 A4 ||| G#4 ||| 0.428543471305
A4 BAR G#4 A4 ||| <UNK> ||| 1.4284734761e-06
F#4 BAR B3 E4 ||| E4 ||| 0.999530225492
F#4 BAR B3 E4 ||| <UNK> ||| 9.99520230289e-06
A3 A3 F3 ||| E3 ||| 0.999530225492
A3 A3 F3 ||| <UNK> ||| 9.99520230289e-06
E4 E4 E4 ||| D4 ||| 0.899957802026
E4 E4 E4 ||| END ||| 0.0999962001824
E4 E4 E4 ||| <UNK> ||| 9.99952002304e-07
BAR A4 G#4 D5 ||| C5 ||| 0.999843358396
BAR A4 G#4 D5 ||| <UNK> ||| 3.33280008532e-06
BAR E4 F#4 BAR G#4 BAR ||| G4 ||| 0.999530225492
BAR E4 F#4 BAR G#4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E4 A3 B3 ||| B-3 ||| 0.333283341332
BAR E4 A3 B3 ||| D4 ||| 0.333283341332
BAR E4 A3 B3 ||| <UNK> ||| 3.33280008532e-06
BAR E4 A3 B3 ||| C4 ||| 0.333283341332
C5 G4 BAR C4 ||| D4 ||| 0.999530225492
C5 G4 BAR C4 ||| <UNK> ||| 9.99520230289e-06
E5 F5 B4 BAR ||| A4 ||| 0.999530225492
E5 F5 B4 BAR ||| <UNK> ||| 9.99520230289e-06
A3 G#3 G3 BAR ||| A3 ||| 0.499885027593
A3 G#3 G3 BAR ||| <UNK> ||| 4.99880028793e-06
A3 G#3 G3 BAR ||| B3 ||| 0.499885027593
BAR E4 C4 BAR F4 BAR ||| F4 ||| 0.999530225492
BAR E4 C4 BAR F4 BAR ||| <UNK> ||| 9.99520230289e-06
E4 D4 C#4 ||| <UNK> ||| 4.34773535161e-07
E4 D4 C#4 ||| D4 ||| 0.173909848838
E4 D4 C#4 ||| C4 ||| 0.0434777882896
E4 D4 C#4 ||| END ||| 0.739115444547
E4 D4 C#4 ||| B3 ||| 0.0434777882896
B3 G3 A3 BAR ||| D4 ||| 0.333308335333
B3 G3 A3 BAR ||| <UNK> ||| 1.666533344e-06
B3 G3 A3 BAR ||| A3 ||| 0.166655000933
B3 G3 A3 BAR ||| B3 ||| 0.499961669733
B3 C4 R BAR ||| <UNK> ||| 9.99520230289e-06
B3 C4 R BAR ||| C4 ||| 0.999530225492
C#4 D4 BAR E4 ||| F4 ||| 0.2499725033
C#4 D4 BAR E4 ||| A3 ||| 0.2499725033
C#4 D4 BAR E4 ||| F#4 ||| 0.499942506899
C#4 D4 BAR E4 ||| <UNK> ||| 2.499700036e-06
C#4 D4 BAR B3 ||| R ||| 0.999530225492
C#4 D4 BAR B3 ||| <UNK> ||| 9.99520230289e-06
A3 BAR F3 D3 ||| E3 ||| 0.999530225492
A3 BAR F3 D3 ||| <UNK> ||| 9.99520230289e-06
D4 D4 C#4 ||| END ||| 0.999530225492
D4 D4 C#4 ||| <UNK> ||| 9.99520230289e-06
F3 F3 E3 BAR ||| D3 ||| 0.999530225492
F3 F3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
E5 F5 E5 BAR ||| A4 ||| 0.999530225492
E5 F5 E5 BAR ||| <UNK> ||| 9.99520230289e-06
C4 B3 G#3 BAR ||| A3 ||| 0.999765056386
C4 B3 G#3 BAR ||| <UNK> ||| 4.99880028793e-06
G4 F4 F#4 BAR ||| E4 ||| 0.333283341332
G4 F4 F#4 BAR ||| <UNK> ||| 3.33280008532e-06
G4 F4 F#4 BAR ||| G#4 ||| 0.333283341332
G4 F4 F#4 BAR ||| B3 ||| 0.333283341332
A4 B4 BAR E4 ||| F4 ||| 0.0909060331913
A4 B4 BAR E4 ||| B4 ||| 0.0909060331913
A4 B4 BAR E4 ||| A4 ||| 0.363621405611
A4 B4 BAR E4 ||| E4 ||| 0.0909060331913
A4 B4 BAR E4 ||| D#4 ||| 0.0909060331913
A4 B4 BAR E4 ||| D4 ||| 0.272716281471
A4 B4 BAR E4 ||| <UNK> ||| 9.090512414e-07
BAR A3 A3 A3 BAR ||| F3 ||| 0.999530225492
BAR A3 A3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
E4 D4 D4 ||| E4 ||| 0.124993750375
E4 D4 D4 ||| D4 ||| 0.249986250825
E4 D4 D4 ||| <UNK> ||| 1.2499250045e-06
E4 D4 D4 ||| A3 ||| 0.124993750375
E4 D4 D4 ||| C4 ||| 0.499971251725
BAR C4 E4 C4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 E4 C4 BAR ||| C4 ||| 0.999530225492
B4 E4 A4 ||| G4 ||| 0.499885027593
B4 E4 A4 ||| F#4 ||| 0.499885027593
B4 E4 A4 ||| <UNK> ||| 4.99880028793e-06
R BAR R G#4 ||| A4 ||| 0.999765056386
R BAR R G#4 ||| <UNK> ||| 4.99880028793e-06
C4 BAR B-3 A3 ||| <UNK> ||| 4.99880028793e-06
C4 BAR B-3 A3 ||| B3 ||| 0.999765056386
BAR E4 B3 A3 ||| A3 ||| 0.499885027593
BAR E4 B3 A3 ||| <UNK> ||| 4.99880028793e-06
BAR E4 B3 A3 ||| B3 ||| 0.499885027593
G3 A3 B3 ||| G3 ||| 0.0769210059936
G3 A3 B3 ||| C#4 ||| 0.0769210059936
G3 A3 B3 ||| A3 ||| 0.230761479576
G3 A3 B3 ||| B3 ||| 0.230761479576
G3 A3 B3 ||| D4 ||| 0.153841242785
G3 A3 B3 ||| <UNK> ||| 7.69202367913e-07
G3 A3 B3 ||| C4 ||| 0.230761479576
B3 C4 BAR G4 ||| E4 ||| 0.999530225492
B3 C4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
D4 G3 BAR G4 ||| F4 ||| 0.999530225492
D4 G3 BAR G4 ||| <UNK> ||| 9.99520230289e-06
C4 G3 BAR G3 ||| <UNK> ||| 2.499700036e-06
C4 G3 BAR G3 ||| A3 ||| 0.499942506899
C4 G3 BAR G3 ||| R ||| 0.2499725033
C4 G3 BAR G3 ||| C4 ||| 0.2499725033
BAR G3 BAR B3 ||| <UNK> ||| 9.99520230289e-06
BAR G3 BAR B3 ||| B3 ||| 0.999530225492
G#4 BAR A4 G#4 ||| A4 ||| 0.999932861747
G#4 BAR A4 G#4 ||| <UNK> ||| 1.4284734761e-06
BAR D#4 G4 F#4 ||| G4 ||| 0.999765056386
BAR D#4 G4 F#4 ||| <UNK> ||| 4.99880028793e-06
BAR G4 A4 C5 ||| B4 ||| 0.999530225492
BAR G4 A4 C5 ||| <UNK> ||| 9.99520230289e-06
A4 G4 A4 ||| B4 ||| 0.666615004133
A4 G4 A4 ||| G4 ||| 0.166655000933
A4 G4 A4 ||| A4 ||| 0.166655000933
A4 G4 A4 ||| <UNK> ||| 1.666533344e-06
BAR C4 C#4 ||| D4 ||| 0.999530225492
BAR C4 C#4 ||| <UNK> ||| 9.99520230289e-06
BAR G#3 E4 BAR E4 ||| D4 ||| 0.999530225492
BAR G#3 E4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
F4 F#4 BAR G#4 ||| A4 ||| 0.999530225492
F4 F#4 BAR G#4 ||| <UNK> ||| 9.99520230289e-06
A3 F#3 G#3 ||| <UNK> ||| 9.99520230289e-06
A3 F#3 G#3 ||| C4 ||| 0.999530225492
D4 F#4 BAR G4 ||| F#4 ||| 0.999765056386
D4 F#4 BAR G4 ||| <UNK> ||| 4.99880028793e-06
E5 F5 E5 ||| E5 ||| 0.499885027593
E5 F5 E5 ||| D5 ||| 0.499885027593
E5 F5 E5 ||| <UNK> ||| 4.99880028793e-06
G#4 BAR E4 BAR C4 ||| D4 ||| 0.999530225492
G#4 BAR E4 BAR C4 ||| <UNK> ||| 9.99520230289e-06
E5 BAR A4 D5 ||| G4 ||| 0.999530225492
E5 BAR A4 D5 ||| <UNK> ||| 9.99520230289e-06
BAR G#4 BAR A4 G4 ||| F4 ||| 0.999530225492
BAR G#4 BAR A4 G4 ||| <UNK> ||| 9.99520230289e-06
A4 B4 R BAR ||| R ||| 0.999765056386
A4 B4 R BAR ||| <UNK> ||| 4.99880028793e-06
D3 G3 G3 BAR ||| G3 ||| 0.999530225492
D3 G3 G3 BAR ||| <UNK> ||| 9.99520230289e-06
F#4 BAR G#4 BAR G4 ||| G4 ||| 0.999530225492
F#4 BAR G#4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
G#3 G#3 BAR A3 ||| <UNK> ||| 1.99980801843e-06
G#3 G#3 BAR A3 ||| A3 ||| 0.199982801651
G#3 G#3 BAR A3 ||| C4 ||| 0.199982801651
G#3 G#3 BAR A3 ||| B3 ||| 0.599944405337
F4 G4 BAR G3 ||| <UNK> ||| 9.99520230289e-06
F4 G4 BAR G3 ||| C4 ||| 0.999530225492
D4 BAR C4 C#4 ||| D4 ||| 0.999843358396
D4 BAR C4 C#4 ||| <UNK> ||| 3.33280008532e-06
G#4 E4 BAR A4 ||| A4 ||| 0.999765056386
G#4 E4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
BAR A3 BAR G3 B3 ||| E4 ||| 0.999530225492
BAR A3 BAR G3 B3 ||| <UNK> ||| 9.99520230289e-06
G#4 A4 G#4 ||| G4 ||| 0.499942506899
G#4 A4 G#4 ||| G#4 ||| 0.499942506899
G#4 A4 G#4 ||| <UNK> ||| 2.499700036e-06
C4 B3 BAR G3 ||| A3 ||| 0.499885027593
C4 B3 BAR G3 ||| <UNK> ||| 4.99880028793e-06
C4 B3 BAR G3 ||| B3 ||| 0.499885027593
B3 A3 BAR G#3 BAR ||| <UNK> ||| 4.99880028793e-06
B3 A3 BAR G#3 BAR ||| R ||| 0.499885027593
B3 A3 BAR G#3 BAR ||| B3 ||| 0.499885027593
BAR E4 C4 D4 ||| E4 ||| 0.714238166526
BAR E4 C4 D4 ||| <UNK> ||| 1.4284734761e-06
BAR E4 C4 D4 ||| B3 ||| 0.285696123694
B3 A3 C4 ||| <UNK> ||| 1.4284734761e-06
B3 A3 C4 ||| F4 ||| 0.428543471305
B3 A3 C4 ||| B3 ||| 0.571390818915
BAR E4 D#4 E4 ||| D#4 ||| 0.499942506899
BAR E4 D#4 E4 ||| <UNK> ||| 2.499700036e-06
BAR E4 D#4 E4 ||| F#4 ||| 0.2499725033
BAR E4 D#4 E4 ||| B3 ||| 0.2499725033
